playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"79619","null","Knowshon Moreno","RB","FA","RB","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"79625","null","Bear Pascoe","TE","FA","TE","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"79629","null","Cedric Peerman","RB","CIN","RB","CIN","null","0.2884","null","null","483","483","null","null","0.0454","null","null","null","0.6445","0","7.3371","null",
"79858","null","Mark Sanchez","QB","PHI","QB","PHI","null","1.465","null","null","373","373","null","null","0.2112","null","null","null","2.4872","-0.0689","6.187","null",
"79860","null","Matthew Stafford","QB","DET","QB","DET","null","17.8612","null","null","15","15","null","null","0.6133","null","null","null","18.9711","16.0017","2.6103","null",
"80425","null","Percy Harvin","WR","BUF","WR","BUF","null","8.1078","null","null","159","159","null","null","0.0589","null","null","null","10.0395","4.84","2.9512","null",
"80427","null","Darrius Heyward-Bey","WR","PIT","WR","PIT","null","5.2177","null","null","247","247","null","null","0.1917","null","null","null","6.642","1.1074","2.5934","null",
"80429","null","Jeremy Maclin","WR","KC","WR","KC","null","10.5113","null","null","95","95","null","null","0.4459","null","null","null","12.6042","8.18","5.319","null",
"80670","null","Louis Murphy","WR","TB","WR","TB","null","3.9162","null","null","286","286","null","null","0.0585","null","null","null","4.4928","0.9325","3.0986","null",
"80672","null","Hakeem Nicks","WR","FA","WR","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"80674","null","Chris Ogbonnaya","RB","FA","RB","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"81284","null","Chase Daniel","QB","KC","QB","KC","null","0.2017","null","null","499","499","null","null","0.0262","null","null","null","0.3272","-0.024","4.8748","null",
"81288","null","Brandon Gibson","WR","NE","WR","NE","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"81294","null","Brian Hoyer","QB","HOU","QB","HOU","null","5.1096","null","null","248","248","null","null","3.5993","null","null","null","12.9583","0","13.38","null",
"81306","null","Brandon Tate","WR","CIN","WR","CIN","null","1.351","null","null","382","382","null","null","0.1013","null","null","null","2.8202","0.2709","6.3274","null",
"81831","null","Brian Hartline","WR","CLE","WR","CLE","null","6.5278","null","null","197","197","null","null","0.1966","null","null","null","7.5775","4.3795","2.6272","null",
"81857","null","Kevin Ogletree","WR","FA","WR","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"89688","null","Kevin Brock","TE","NO","TE","NO","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"89766","null","Brandon Myers","TE","TB","TE","TB","null","1.4434","null","null","374","374","null","null","0.0419","null","null","null","2.2552","0.17","4.8235","null",
"89798","null","Antone Smith","RB","FA","RB","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"89802","null","Ryan Succop","K","TEN","K","TEN","null","7.5304","null","null","172","172","null","null","0.2017","null","null","null","9.0521","5.9684","4.822","null",
"100001","null","Falcons","DST","ATL","DST","ATL","null","6.173","null","null","208","208","null","null","0.1914","null","null","null","7.1819","4.3","4.8855","null",
"100002","null","Ravens","DST","BAL","DST","BAL","null","8.3014","null","null","152","152","null","null","0.3491","null","null","null","10.2398","4.9791","5.9309","null",
"100003","null","Bills","DST","BUF","DST","BUF","null","6.185","null","null","207","207","null","null","0.0954","null","null","null","6.752","5.35","7.1358","null",
"100004","null","Panthers","DST","CAR","DST","CAR","null","7.0947","null","null","183","183","null","null","0.2417","null","null","null","9.5106","5.25","5.9315","null",
"100005","null","Bears","DST","CHI","DST","CHI","null","5.5818","null","null","239","239","null","null","0.613","null","null","null","6.1682","3.5465","6.5402","null",
"100006","null","Bengals","DST","CIN","DST","CIN","null","6.6411","null","null","196","196","null","null","0.1294","null","null","null","8.0286","5.6","5.377","null",
"100007","null","Browns","DST","CLE","DST","CLE","null","7.3677","null","null","176","176","null","null","0.1744","null","null","null","8.7467","4.6466","2.4313","null",
"100008","null","Cowboys","DST","DAL","DST","DAL","null","6.6949","null","null","193","193","null","null","0.1118","null","null","null","6.9748","2.6904","5.2534","null",
"100009","null","Broncos","DST","DEN","DST","DEN","null","6.423","null","null","202","202","null","null","0.2183","null","null","null","8.1915","4.8254","4.6005","null",
"100010","null","Lions","DST","DET","DST","DET","null","7.6816","null","null","166","166","null","null","0.1791","null","null","null","9.4167","6.3","2.6726","null",
"100011","null","Packers","DST","GB","DST","GB","null","5.802","null","null","230","230","null","null","0.106","null","null","null","7.2862","3.6211","2.0545","null",
"100012","null","Titans","DST","TEN","DST","TEN","null","7.1923","null","null","180","180","null","null","0.1395","null","null","null","9.0171","4.7","4.5415","null",
"100013","null","Texans","DST","HOU","DST","HOU","null","7.6373","null","null","168","168","null","null","0.3563","null","null","null","8.4766","5","5.5042","null",
"100014","null","Colts","DST","IND","DST","IND","null","5.8594","null","null","227","227","null","null","0.0323","null","null","null","7.3634","4.3","3.2219","null",
"100015","null","Jaguars","DST","JAC","DST","JAC","null","6.4984","null","null","200","200","null","null","0.1747","null","null","null","8.0044","4.7","4.896","null",
"100016","null","Chiefs","DST","KC","DST","KC","null","5.9102","null","null","224","224","null","null","0.0544","null","null","null","7.9862","3.8","3.1653","null",
"100017","null","Rams","DST","STL","DST","STL","null","10.6013","null","null","93","93","null","null","1.8466","null","null","null","13.3269","6.7","8.0302","null",
"100018","null","Raiders","DST","OAK","DST","OAK","null","3.281","null","null","310","310","null","null","null","null","null","null","4.9093","-1","7.1621","null",
"100019","null","Dolphins","DST","MIA","DST","MIA","null","9.208","null","null","123","123","null","null","0.9458","null","null","null","12.6525","5.3705","11.4129","null",
"100020","null","Vikings","DST","MIN","DST","MIN","null","5.9569","null","null","221","221","null","null","0.0721","null","null","null","7.9214","4.1746","1.9523","null",
"100021","null","Patriots","DST","NE","DST","NE","null","7.1942","null","null","179","179","null","null","0.0507","null","null","null","8.2978","5.5917","3.6243","null",
"100022","null","Saints","DST","NO","DST","NO","null","6.2244","null","null","206","206","null","null","0.0454","null","null","null","8.6409","3.5707","3.1738","null",
"100023","null","Giants","DST","NYG","DST","NYG","null","6.0063","null","null","220","220","null","null","0.0727","null","null","null","6.7227","1.6226","5.3854","null",
"100024","null","Jets","DST","NYJ","DST","NYJ","null","7.011","null","null","185","185","null","null","0.343","null","null","null","8.0148","4.7087","1.8045","null",
"100025","null","Eagles","DST","PHI","DST","PHI","null","4.9402","null","null","255","255","null","null","0.8933","null","null","null","6.3271","4.3","5.4323","null",
"100026","null","Cardinals","DST","ARI","DST","ARI","null","8.2229","null","null","155","155","null","null","0.5635","null","null","null","9.3442","4.1105","4.8822","null",
"100027","null","Steelers","DST","PIT","DST","PIT","null","5.8522","null","null","228","228","null","null","0.053","null","null","null","7.5079","3.8252","3.2342","null",
"100028","null","Chargers","DST","SD","DST","SD","null","4.9973","null","null","253","253","null","null","0.1208","null","null","null","5.8409","3.4","5.9642","null",
"100029","null","49ers","DST","SF","DST","SF","null","5.5957","null","null","238","238","null","null","0.3062","null","null","null","6.5044","3.5828","3.7189","null",
"100030","null","Seahawks","DST","SEA","DST","SEA","null","5.7963","null","null","231","231","null","null","0.2076","null","null","null","6.2649","4","4.8733","null",
"100031","null","Buccaneers","DST","TB","DST","TB","null","4.8129","null","null","260","260","null","null","null","null","null","null","5.9453","2.6396","6.2467","null",
"100032","null","Redskins","DST","WAS","DST","WAS","null","6.525","null","null","198","198","null","null","0.0642","null","null","null","8.3537","3.8","5.552","null",
"163982","null","Will Johnson","RB","PIT","RB","PIT","null","2.3252","null","null","335","335","null","null","0.1043","null","null","null","3.3123","0.2594","6.2324","null",
"238445","null","Frank Summers","RB","FA","RB","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"238457","null","Zach Miller","TE","CHI","TE","CHI","null","0.3195","null","null","480","480","null","null","0.0125","null","null","null","0.543","0.05","6.4907","null",
"238498","null","Julian Edelman","WR","NE","WR","NE","null","13.4952","null","null","50","50","null","null","0.3181","null","null","null","16.2999","11.51","4.7611","null",
"496812","null","Erik Lorig","RB","FA","RB","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"497095","null","Sam Bradford","QB","PHI","QB","PHI","null","17.2586","null","null","16","16","null","null","0.0236","null","null","null","19.0343","14.1377","4.668","null",
"497108","null","Jimmy Clausen","QB","CHI","QB","CHI","null","0.2499","null","null","492","492","null","null","0.0542","null","null","null","0.4406","0","5.053","null",
"497117","null","Mike Kafka","QB","FA","QB","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"497121","null","Thad Lewis","QB","PHI","QB","PHI","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"497123","null","Colt McCoy","QB","WAS","QB","WAS","null","0.6312","null","null","439","439","null","null","0.0178","null","null","null","1.0635","0","2.9322","null",
"497135","null","Tim Tebow","QB","FA","QB","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"497145","null","Joique Bell","RB","DET","RB","DET","null","7.9474","null","null","163","163","null","null","0.1901","null","null","null","9.566","4.9812","3.8974","null",
"497149","null","LeGarrette Blount","RB","NE","RB","NE","null","9.9363","null","null","106","106","null","null","0.1793","null","null","null","11.7331","8.48","4.8093","null",
"497172","null","Anthony Dixon","RB","BUF","RB","BUF","null","2.0457","null","null","348","348","null","null","0.1408","null","null","null","3.1654","0.24","3.0181","null",
"497174","null","Jonathan Dwyer","RB","FA","RB","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"497176","null","Toby Gerhart","RB","JAC","RB","JAC","null","1.3972","null","null","378","378","null","null","0.1525","null","null","null","2.8438","-0.0994","4.7039","null",
"497188","null","Ryan Mathews","RB","PHI","RB","PHI","null","7.6648","null","null","167","167","null","null","0.0873","null","null","null","10.8011","2.14","7.3658","null",
"497190","null","Dexter McCluster","RB","TEN","RB","TEN","null","5.0548","null","null","250","250","null","null","0.1351","null","null","null","6.4632","2.0609","5.1917","null",
"497192","null","Joe McKnight","RB","FA","RB","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"497204","null","C.J. Spiller","RB","NO","RB","NO","null","7.5257","null","null","173","173","null","null","0.7331","null","null","null","11.5915","3.6429","9.3729","null",
"497206","null","James Starks","RB","GB","RB","GB","null","3.7845","null","null","291","291","null","null","0.1031","null","null","null","4.8051","1.4017","1.8828","null",
"497208","null","Ben Tate","RB","FA","RB","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"497218","null","Trindon Holliday","WR","FA","WR","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"497224","null","Ed Dickson","TE","CAR","TE","CAR","null","2.6836","null","null","328","328","null","null","0.206","null","null","null","2.9161","1.87","4.9119","null",
"497226","null","Jim Dray","TE","CLE","TE","CLE","null","1.9988","null","null","349","349","null","null","0.0954","null","null","null","3.1159","0.4812","1.6445","null",
"497234","null","Garrett Graham","TE","HOU","TE","HOU","null","4.043","null","null","281","281","null","null","0.1393","null","null","null","5.2744","1.82","1.9107","null",
"497236","null","Jimmy Graham","TE","SEA","TE","SEA","null","11.4536","null","null","77","77","null","null","0.1737","null","null","null","14.8848","8.6","9.2339","null",
"497238","null","Jermaine Gresham","TE","ARI","TE","ARI","null","3.3929","null","null","306","306","null","null","0.1044","null","null","null","4.7771","2.137","2.8297","null",
"497240","null","Rob Gronkowski","TE","NE","TE","NE","null","13.2506","null","null","52","52","null","null","1.828","null","null","null","15.4376","11.1866","9.3052","null",
"497242","null","Clay Harbor","TE","JAC","TE","JAC","null","2.8012","null","null","325","325","null","null","0.1977","null","null","null","3.6834","1.26","3.6315","null",
"497246","null","Michael Hoomanawanui","TE","NE","TE","NE","null","0.3481","null","null","476","476","null","null","0.0254","null","null","null","0.5822","0.01","6.2254","null",
"497250","null","Anthony McCoy","TE","WAS","TE","WAS","null","0.1741","null","null","505","505","null","null","0.0488","null","null","null","0.2695","0.04","6.8638","null",
"497254","null","Dennis Pitta","TE","BAL","TE","BAL","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"497256","null","Tony Moeaki","TE","FA","TE","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"497258","null","Andrew Quarless","TE","GB","TE","GB","null","3.2474","null","null","311","311","null","null","0.4306","null","null","null","4.266","0.02","3.8107","null",
"497260","null","Seyi Ajirotutu","WR","PHI","WR","PHI","null","0.0951","null","null","518","518","null","null","0.0404","null","null","null","0.1674","0","8.0792","null",
"497270","null","Arrelious Benn","WR","JAC","WR","JAC","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"497278","null","Dez Bryant","WR","DAL","WR","DAL","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"497282","null","Riley Cooper","WR","PHI","WR","PHI","null","4.5004","null","null","270","270","null","null","0.0709","null","null","null","5.5356","1.8243","3.9839","null",
"497284","null","Eric Decker","WR","NYJ","WR","NYJ","null","10.0911","null","null","100","100","null","null","0.0818","null","null","null","11.2844","8.33","3.6581","null",
"497286","null","Marcus Easley","WR","BUF","WR","BUF","null","0.1286","null","null","512","512","null","null","0.0215","null","null","null","0.2787","0","7.5673","null",
"497288","null","Jacoby Ford","WR","FA","WR","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"497302","null","Brandon LaFell","WR","NE","WR","NE","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"497312","null","Preston Parker","WR","FA","WR","FA","null","4.9102","null","null","257","257","null","null","0.0823","null","null","null","6.7962","1.5389","5.0628","null",
"497320","null","Andre Roberts","WR","WAS","WR","WAS","null","5.8965","null","null","225","225","null","null","0.0978","null","null","null","7.8334","1.9817","3.8851","null",
"497322","null","Emmanuel Sanders","WR","DEN","WR","DEN","null","12.1651","null","null","64","64","null","null","0.2075","null","null","null","13.3789","9.0771","5.2179","null",
"497326","null","Golden Tate","WR","DET","WR","DET","null","11.7737","null","null","71","71","null","null","0.2412","null","null","null","14.1424","9.62","5.007","null",
"497328","null","Demaryius Thomas","WR","DEN","WR","DEN","null","15.2709","null","null","33","33","null","null","0.8068","null","null","null","17.3217","13.23","6.2921","null",
"497336","null","Damian Williams","WR","FA","WR","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"1037347","null","Joe Webb","QB","CAR","QB","CAR","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"1037366","null","Michael Palmer","TE","FA","TE","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"1037847","null","Deji Karim","RB","FA","RB","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"1037885","null","Marc Mariani","WR","CHI","WR","CHI","null","0.8521","null","null","417","417","null","null","0.0706","null","null","null","0.9994","0.66","7.6093","null",
"2495139","null","Charles Clay","TE","BUF","TE","BUF","null","7.5917","null","null","170","170","null","null","0.9414","null","null","null","10.7215","4.6208","5.7756","null",
"2495143","null","Andy Dalton","QB","CIN","QB","CIN","null","16.4693","null","null","26","26","null","null","0.0357","null","null","null","17.9616","15.0643","2.3013","null",
"2495150","null","Kai Forbath","K","FA","K","FA","null","1.5352","null","null","368","368","null","null","1.5352","null","null","null","2.0993","0","6.0904","null",
"2495158","null","Leonard Hankerson","WR","ATL","WR","ATL","null","4.8887","null","null","258","258","null","null","0.1727","null","null","null","7.1615","0.5269","4.8325","null",
"2495159","null","Dwayne Harris","WR","NYG","WR","NYG","null","2.3158","null","null","337","337","null","null","0.0903","null","null","null","3.4202","0.7449","5.081","null",
"2495161","null","Roy Helu","RB","OAK","RB","OAK","null","4.6356","null","null","263","263","null","null","0.0321","null","null","null","6.1587","0","4.1167","null",
"2495162","null","Alex Henery","K","FA","K","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"2495172","null","Kendall Hunter","RB","FA","RB","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"2495179","null","Jerrel Jernigan","WR","FA","WR","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"2495186","null","Colin Kaepernick","QB","SF","QB","SF","null","18.1035","null","null","11","11","null","null","0.1434","null","null","null","19.481","15.3503","2.6553","null",
"2495187","null","Lance Kendricks","TE","STL","TE","STL","null","4.5873","null","null","267","267","null","null","0.2352","null","null","null","5.8543","2.3725","1.8168","null",
"2495189","null","Jeremy Kerley","WR","NYJ","WR","NYJ","null","2.2061","null","null","342","342","null","null","0.0041","null","null","null","4.7945","0","3.9235","null",
"2495192","null","Greg Little","WR","CIN","WR","CIN","null","0.2017","null","null","498","498","null","null","0.0215","null","null","null","0.4177","0","7.4398","null",
"2495194","null","Jake Locker","QB","FA","QB","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"2495207","null","DeMarco Murray","RB","PHI","RB","PHI","null","15.0008","null","null","35","35","null","null","0.3375","null","null","null","18.104","11.49","7.0806","null",
"2495211","null","Niles Paul","TE","WAS","TE","WAS","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"2495212","null","Austin Pettis","WR","FA","WR","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"2495215","null","Christian Ponder","QB","FA","QB","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"2495223","null","Greg Salas","WR","FA","WR","FA","null","0.0348","null","null","524","524","null","null","0.0164","null","null","null","0.0496","0","8.6137","null",
"2495234","null","Luke Stocker","TE","TB","TE","TB","null","0.4079","null","null","466","466","null","null","0.004","null","null","null","0.7838","0.03","6.5666","null",
"2495240","null","Tyrod Taylor","QB","BUF","QB","BUF","null","14.9115","null","null","37","37","null","null","0.4591","null","null","null","16.5666","13.2271","2.7075","null",
"2495241","null","Daniel Thomas","RB","FA","RB","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"2495258","null","Matt Asiata","RB","MIN","RB","MIN","null","2.726","null","null","327","327","null","null","0.3158","null","null","null","4.8455","0.27","6.5977","null",
"2495259","null","Dan Bailey","K","DAL","K","DAL","null","9.3849","null","null","118","118","null","null","0.1438","null","null","null","10.6438","7.7209","6.4884","null",
"2495267","null","Jordan Cameron","TE","MIA","TE","MIA","null","9.9629","null","null","105","105","null","null","1.2492","null","null","null","14.149","7.61","7.7024","null",
"2495288","null","Virgil Green","TE","DEN","TE","DEN","null","1.7812","null","null","358","358","null","null","0.1606","null","null","null","2.7104","0.33","2.362","null",
"2495306","null","Ricardo Lockette","WR","SEA","WR","SEA","null","1.2894","null","null","384","384","null","null","0.0803","null","null","null","2.6164","0.1048","6.0541","null",
"2495314","null","Bruce Miller","RB","SF","RB","SF","null","1.5323","null","null","369","369","null","null","0.0351","null","null","null","2.4754","0.23","2.1602","null",
"2495315","null","Denarius Moore","WR","FA","WR","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"2495328","null","Bilal Powell","RB","NYJ","RB","NYJ","null","5.7482","null","null","234","234","null","null","0.2605","null","null","null","7.5453","2.37","4.3314","null",
"2495331","null","Aldrick Robinson","WR","FA","WR","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"2495338","null","Dane Sanzenbacher","WR","FA","WR","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"2495340","null","Anthony Sherman","RB","KC","RB","KC","null","1.1291","null","null","395","395","null","null","0.0975","null","null","null","1.3404","0.363","7.2646","null",
"2495341","null","Cecil Shorts","WR","HOU","WR","HOU","null","6.3543","null","null","204","204","null","null","0.1247","null","null","null","7.063","4.835","3.2966","null",
"2495347","null","Lee Smith","TE","OAK","TE","OAK","null","0.7909","null","null","425","425","null","null","0.0879","null","null","null","1.3978","0.01","2.681","null",
"2495353","null","Julius Thomas","TE","JAC","TE","JAC","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"2495425","null","Scott Tolzien","QB","GB","QB","GB","null","0.5762","null","null","447","447","null","null","0.0206","null","null","null","1.0318","0","4.1406","null",
"2495438","null","Kyle Rudolph","TE","MIN","TE","MIN","null","8.6969","null","null","140","140","null","null","0.1431","null","null","null","12.999","6.25","6.9967","null",
"2495441","null","Blaine Gabbert","QB","SF","QB","SF","null","0.575","null","null","448","448","null","null","0.1007","null","null","null","1.0364","0","4.1195","null",
