playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2495472","null","Jordan Todman","RB","PIT","RB","PIT","null","0.3473","null","null","415","415","null","null","0.1032","null","null","null","0.7901","0","5.9204","null",
"2495473","null","Shane Vereen","RB","NYG","RB","NYG","null","9.1839","null","null","99","99","null","null","0.1156","null","null","null","13.957","6.4617","6.4735","null",
"2495474","null","Ryan Williams","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2495558","null","Dwayne Bowe","WR","CLE","WR","CLE","null","1.0259","null","null","352","352","null","null","0.113","null","null","null","2.3934","0.17","3.1289","null",
"2495560","null","Ahmad Bradshaw","RB","FA","RB","FA","null","4.192","null","null","245","245","null","null","0.4537","null","null","null","6.0649","0","4.55","null",
"2495573","null","Scott Chandler","TE","NE","TE","NE","null","3.5183","null","null","256","256","null","null","0.2314","null","null","null","4.3447","1.5","2.0521","null",
"2495620","null","Clark Harris","TE","CIN","TE","CIN","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2495647","null","Calvin Johnson","WR","DET","WR","DET","null","14.4664","null","null","41","41","null","null","0.1215","null","null","null","15.127","10.4234","5.9137","null",
"2495651","null","Jacoby Jones","WR","SD","WR","SD","null","1.3346","null","null","335","335","null","null","0.1421","null","null","null","2.9591","0.2198","6.7027","null",
"2495660","null","Brian Leonard","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2495663","null","Marshawn Lynch","RB","SEA","RB","SEA","null","12.6942","null","null","59","59","null","null","0.8582","null","null","null","15.3004","7.0079","8.1824","null",
"2495676","null","Robert Meachem","WR","FA","WR","FA","null","0","null","null","475","781","null","null","0","null","null","null","0","0","null","null",
"2495700","null","Greg Olsen","TE","CAR","TE","CAR","null","10.5432","null","null","79","79","null","null","0.6451","null","null","null","13.4316","7.74","8.7965","null",
"2495724","null","Dante Rosario","TE","FA","TE","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2495748","null","Drew Stanton","QB","ARI","QB","ARI","null","0.7366","null","null","379","379","null","null","0.0623","null","null","null","1.2811","0","3.5917","null",
"2495801","null","Miles Austin","WR","PHI","WR","PHI","null","2.7382","null","null","292","292","null","null","0.1803","null","null","null","4.1545","0.49","5.4843","null",
"2495802","null","Jason Avant","WR","KC","WR","KC","null","1.9353","null","null","310","310","null","null","0.0551","null","null","null","3.1723","0.52","6.5247","null",
"2495821","null","Marques Colston","WR","NO","WR","NO","null","0","null","null","475","781","null","null","0","null","null","null","0","0","null","null",
"2495824","null","Jay Cutler","QB","CHI","QB","CHI","null","17.0353","null","null","22","22","null","null","0.2056","null","null","null","18.6951","14.1509","3.5519","null",
"2495825","null","Owen Daniels","TE","DEN","TE","DEN","null","6.0787","null","null","189","189","null","null","0.1903","null","null","null","7.5973","3.4509","5.9913","null",
"2495826","null","Vernon Davis","TE","SF","TE","SF","null","5.0231","null","null","225","225","null","null","0.3364","null","null","null","6.6019","3.0022","4.0971","null",
"2495831","null","Maurice Jones-Drew","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2495835","null","Anthony Fasano","TE","TEN","TE","TEN","null","2.8138","null","null","287","287","null","null","0.0243","null","null","null","3.4698","2.14","6.3801","null",
"2495838","null","Bruce Gradkowski","QB","PIT","QB","PIT","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2495843","null","Derek Hagan","WR","FA","WR","FA","null","0","null","null","475","781","null","null","0","null","null","null","0","0","null","null",
"2495863","null","Tarvaris Jackson","QB","SEA","QB","SEA","null","0.2513","null","null","427","427","null","null","0.0254","null","null","null","0.3737","0","4.5887","null",
"2495867","null","Greg Jennings","WR","MIA","WR","MIA","null","4.5534","null","null","237","237","null","null","0.1237","null","null","null","7.5254","2.0453","3.5178","null",
"2495888","null","Marcedes Lewis","TE","JAC","TE","JAC","null","2.8167","null","null","286","286","null","null","0.0151","null","null","null","3.5456","1.4509","2.8953","null",
"2495893","null","Brandon Marshall","WR","NYJ","WR","NYJ","null","14.4773","null","null","40","40","null","null","0.0554","null","null","null","18.0318","11.04","6.0699","null",
"2495966","null","Delanie Walker","TE","TEN","TE","TEN","null","8.9473","null","null","104","104","null","null","0.3647","null","null","null","13.4238","5.7756","9.2324","null",
"2495974","null","Charlie Whitehurst","QB","TEN","QB","TEN","null","0.2964","null","null","422","422","null","null","0.0409","null","null","null","0.4962","0","4.2784","null",
"2495979","null","DeAngelo Williams","RB","PIT","RB","PIT","null","3.1046","null","null","271","271","null","null","0.0703","null","null","null","4.5007","1.4509","1.6405","null",
"2499248","null","Kris Durham","WR","FA","WR","FA","null","0","null","null","475","781","null","null","0","null","null","null","0","0","null","null",
"2499255","null","Richard Gordon","TE","FA","TE","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2499277","null","David Ausberry","TE","FA","TE","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2500351","null","Phil Dawson","K","SF","K","SF","null","8.7854","null","null","110","110","null","null","0.2522","null","null","null","9.3202","7.0705","3.2021","null",
"2501078","null","Matt Hasselbeck","QB","IND","QB","IND","null","0.8276","null","null","371","371","null","null","0.0906","null","null","null","1.4027","-0.1379","4.4719","null",
"2501863","null","Peyton Manning","QB","DEN","QB","DEN","null","17.2014","null","null","18","18","null","null","0.0077","null","null","null","18.1607","15.496","2.9504","null",
"2503471","null","Adam Vinatieri","K","IND","K","IND","null","8.0584","null","null","130","130","null","null","0.132","null","null","null","9.2706","6.4553","2.3047","null",
"2504162","null","Shayne Graham","K","FA","K","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2504211","null","Tom Brady","QB","NE","QB","NE","null","21.2091","null","null","2","2","null","null","1.1204","null","null","null","22.7749","18.018","4.8981","null",
"2504343","null","Jay Feely","K","FA","K","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2504531","null","Michael Vick","QB","PIT","QB","PIT","null","14.9369","null","null","36","36","null","null","0.8755","null","null","null","16.2523","13.652","4.127","null",
"2504595","null","Steve Smith","WR","BAL","WR","BAL","null","5.708","null","null","203","203","null","null","0.0685","null","null","null","11.8345","-0.0651","15.6833","null",
"2504743","null","Santana Moss","WR","FA","WR","FA","null","0","null","null","475","781","null","null","0","null","null","null","0","0","null","null",
"2504747","null","Reggie Wayne","WR","FA","WR","FA","null","0","null","null","475","781","null","null","0","null","null","null","0","0","null","null",
"2504775","null","Drew Brees","QB","NO","QB","NO","null","20.4086","null","null","3","3","null","null","0.6863","null","null","null","21.9255","17.578","2.6964","null",
"2504797","null","Matt Bryant","K","ATL","K","ATL","null","9.8552","null","null","90","90","null","null","0.3824","null","null","null","10.3531","8.7687","6.6154","null",
"2504833","null","Shaun Hill","QB","MIN","QB","MIN","null","0.9026","null","null","364","364","null","null","0.0538","null","null","null","1.5863","0","3.313","null",
"2504941","null","Billy Cundiff","K","BUF","K","BUF","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2505076","null","Josh McCown","QB","CLE","QB","CLE","null","14.4502","null","null","42","42","null","null","0.8872","null","null","null","15.2621","10.7849","2.8657","null",
"2505245","null","Carson Palmer","QB","ARI","QB","ARI","null","18.903","null","null","7","7","null","null","0.4792","null","null","null","19.8222","17.4917","4.0556","null",
"2505299","null","Antonio Gates","TE","SD","TE","SD","null","10.7702","null","null","76","76","null","null","0.295","null","null","null","11.9088","9.4956","4.9916","null",
"2505310","null","Kassim Osgood","WR","FA","WR","FA","null","0","null","null","475","781","null","null","0","null","null","null","0","0","null","null",
"2505459","null","Josh Brown","K","NYG","K","NYG","null","8.9054","null","null","106","106","null","null","0.0809","null","null","null","10.9848","6.5909","2.7884","null",
"2505551","null","Andre Johnson","WR","IND","WR","IND","null","7.3621","null","null","155","155","null","null","0.1085","null","null","null","8.897","3.354","5.6809","null",
"2505587","null","Anquan Boldin","WR","SF","WR","SF","null","11.9767","null","null","64","64","null","null","0.6748","null","null","null","15.2518","9.4879","5.9454","null",
"2505785","null","Malcom Floyd","WR","SD","WR","SD","null","6.956","null","null","168","168","null","null","0.3857","null","null","null","7.8921","5.22","1.9411","null",
"2505790","null","Wes Welker","WR","FA","WR","FA","null","0","null","null","475","781","null","null","0","null","null","null","0","0","null","null",
"2505936","null","Steven Jackson","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2505982","null","Matt Schaub","QB","BAL","QB","BAL","null","0.2134","null","null","439","439","null","null","0.0343","null","null","null","0.399","-0.11","4.5362","null",
"2505996","null","Eli Manning","QB","NYG","QB","NYG","null","17.6809","null","null","14","14","null","null","0.1642","null","null","null","18.3892","15.7317","3.2922","null",
"2506004","null","Jerricho Cotchery","WR","CAR","WR","CAR","null","4.7456","null","null","234","234","null","null","0.0339","null","null","null","6.4188","3.0129","2.0289","null",
"2506053","null","Luke McCown","QB","NO","QB","NO","null","0.1932","null","null","441","441","null","null","0.0872","null","null","null","0.3014","0","4.6884","null",
"2506106","null","Larry Fitzgerald","WR","ARI","WR","ARI","null","14.8967","null","null","37","37","null","null","0.3537","null","null","null","16.307","12.7312","4.1569","null",
"2506109","null","Ben Roethlisberger","QB","PIT","QB","PIT","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2506121","null","Philip Rivers","QB","SD","QB","SD","null","18.1227","null","null","10","10","null","null","0.0709","null","null","null","19.4411","14.5717","3.0158","null",
"2506122","null","Benjamin Watson","TE","NO","TE","NO","null","5.4334","null","null","212","212","null","null","0.4683","null","null","null","7.0022","2.8728","3.0641","null",
"2506147","null","John Kuhn","RB","GB","RB","GB","null","1.7104","null","null","321","321","null","null","0.09","null","null","null","2.3398","0.85","7.2677","null",
"2506149","null","Shaun Suisham","K","PIT","K","PIT","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2506194","null","Nick Novak","K","HOU","K","HOU","null","7.6502","null","null","147","147","null","null","0.0187","null","null","null","9.0808","0","6.594","null",
"2506222","null","Josh Cribbs","WR","FA","WR","FA","null","0","null","null","475","781","null","null","0","null","null","null","0","0","null","null",
"2506264","null","Robbie Gould","K","CHI","K","CHI","null","7.6206","null","null","149","149","null","null","0.31","null","null","null","9.4914","5.1853","3.5493","null",
"2506287","null","Lance Moore","WR","DET","WR","DET","null","4.7426","null","null","235","235","null","null","0.1255","null","null","null","6.0932","1.8578","1.8014","null",
"2506313","null","Nate Washington","WR","HOU","WR","HOU","null","3.3648","null","null","261","261","null","null","0.22","null","null","null","6.665","0","7.8897","null",
"2506340","null","Alex Smith","QB","KC","QB","KC","null","16.4811","null","null","27","27","null","null","1.7875","null","null","null","17.772","15.0612","3.2518","null",
"2506341","null","Ronnie Brown","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2506363","null","Aaron Rodgers","QB","GB","QB","GB","null","22.1787","null","null","1","1","null","null","1.3699","null","null","null","23.4154","19.34","4.5732","null",
"2506364","null","Jason Campbell","QB","FA","QB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2506366","null","Roddy White","WR","ATL","WR","ATL","null","6.5887","null","null","174","174","null","null","0.0703","null","null","null","8.4601","3.7018","4.4051","null",
"2506369","null","Heath Miller","TE","PIT","TE","PIT","null","5.863","null","null","196","196","null","null","0.2349","null","null","null","7.0064","4.3497","4.0196","null",
"2506386","null","Mike Nugent","K","CIN","K","CIN","null","7.9197","null","null","138","138","null","null","0.1314","null","null","null","9.2926","6.442","2.7874","null",
"2506404","null","Frank Gore","RB","IND","RB","IND","null","11.5035","null","null","65","65","null","null","0.259","null","null","null","13.0627","9.18","5.1221","null",
"2506410","null","Alex Smith","TE","NO","TE","NO","null","0.8497","null","null","370","370","null","null","0.0931","null","null","null","1.948","0","3.4979","null",
"2506444","null","Kyle Orton","QB","FA","QB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2506467","null","Darren Sproles","RB","PHI","RB","PHI","null","7.952","null","null","132","132","null","null","0.0221","null","null","null","9.5976","5.452","2.0627","null",
"2506481","null","Dan Orlovsky","QB","DET","QB","DET","null","0.7256","null","null","380","380","null","null","0.1326","null","null","null","1.3173","0","3.6452","null",
"2506546","null","Derek Anderson","QB","CAR","QB","CAR","null","0.3931","null","null","409","409","null","null","0.0619","null","null","null","0.6868","0","4.444","null",
"2506581","null","Ryan Fitzpatrick","QB","NYJ","QB","NYJ","null","17.1913","null","null","20","20","null","null","0.0915","null","null","null","19.6442","14.464","3.0932","null",
"2506619","null","Daniel Fells","TE","NYG","TE","NYG","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2506677","null","Matt Prater","K","DET","K","DET","null","8.4416","null","null","116","116","null","null","0.1854","null","null","null","9.7297","6.4255","1.5485","null",
"2506817","null","Montell Owens","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2506871","null","Fred Jackson","RB","SEA","RB","SEA","null","3.2764","null","null","265","265","null","null","0.043","null","null","null","6.4984","0","4.6506","null",
"2506874","null","Reggie Bush","RB","SF","RB","SF","null","1.5391","null","null","328","328","null","null","0.2425","null","null","null","2.903","-0.6856","2.3463","null",
"2506885","null","Santonio Holmes","WR","FA","WR","FA","null","0","null","null","475","781","null","null","0","null","null","null","0","0","null","null",
"2506895","null","Kellen Clemens","QB","SD","QB","SD","null","0.7374","null","null","378","378","null","null","0.0063","null","null","null","1.2122","0","3.4067","null",
"2506897","null","Devin Hester","WR","ATL","WR","ATL","null","0","null","null","475","781","null","null","0","null","null","null","0","0","null","null",
"2506922","null","Stephen Gostkowski","K","NE","K","NE","null","9.9235","null","null","88","88","null","null","0.2589","null","null","null","11.0792","8.2307","9.1166","null",
"2507029","null","Eric Weems","WR","ATL","WR","ATL","null","0.3154","null","null","419","419","null","null","0.0136","null","null","null","0.8697","0","6.0508","null",
"2507141","null","Pierre Thomas","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2507164","null","Adrian Peterson","RB","MIN","RB","MIN","null","16.6264","null","null","25","25","null","null","0.6474","null","null","null","18.4605","13.58","5.7621","null",
"2507166","null","Ted Ginn","WR","CAR","WR","CAR","null","8.7795","null","null","111","111","null","null","0.2222","null","null","null","10.7418","6.64","3.9879","null",
"2507170","null","Zach Miller","TE","FA","TE","FA","null","0.5285","null","null","395","395","null","null","0.0535","null","null","null","0.9328","0","4.3593","null",
"2507182","null","Matt Spaeth","TE","PIT","TE","PIT","null","0.3559","null","null","413","413","null","null","0.0239","null","null","null","0.7021","0","5.552","null",
"2507183","null","James Jones","WR","GB","WR","GB","null","12.1278","null","null","63","63","null","null","0.4374","null","null","null","14.6272","9.64","2.8155","null",
"2507192","null","Michael Bush","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2507218","null","Brent Celek","TE","PHI","TE","PHI","null","3.6915","null","null","251","251","null","null","0.0875","null","null","null","4.8672","2.1509","1.8178","null",
"2507225","null","Nick Folk","K","NYJ","K","NYJ","null","9.4738","null","null","93","93","null","null","0.035","null","null","null","11.454","7.6199","3.5865","null",
"2507232","null","Mason Crosby","K","GB","K","GB","null","8.6248","null","null","114","114","null","null","0.2273","null","null","null","9.4522","7.4375","6.9851","null",
"2507237","null","Jordan Palmer","QB","FA","QB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2507278","null","Jackie Battle","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2507282","null","Matt Moore","QB","MIA","QB","MIA","null","0.2266","null","null","434","434","null","null","0.0073","null","null","null","0.3585","0","4.6083","null",
"2507374","null","Steven Hauschka","K","SEA","K","SEA","null","8.8635","null","null","107","107","null","null","0.1583","null","null","null","9.6455","7.3162","4.0837","null",
"2507401","null","Dan Carpenter","K","BUF","K","BUF","null","8.1588","null","null","126","126","null","null","0.0727","null","null","null","9.1034","5.504","2.4878","null",
"2507405","null","Matthew Mulligan","TE","BUF","TE","BUF","null","0.3503","null","null","414","414","null","null","0.0625","null","null","null","0.5016","0","6.2252","null",
"2507428","null","Mike Tolbert","RB","CAR","RB","CAR","null","3.3113","null","null","264","264","null","null","0.0385","null","null","null","4.5715","1.4379","4.4939","null",
"2507486","null","Kellen Davis","TE","NYJ","TE","NYJ","null","1.2425","null","null","337","337","null","null","0.1163","null","null","null","2.2806","0.01","5.4029","null",
"2507585","null","Will Taufoou","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2507596","null","Marcus Thigpen","RB","IND","RB","IND","null","0.0942","null","null","458","458","null","null","0.0558","null","null","null","0.1237","0","7.8371","null",
"2507596","null","Marcus Thigpen","WR","IND","WR","IND","null","0","null","null","475","781","null","null","0","null","null","null","0.1237","0","7.647","null",
"2507737","null","Darrel Young","RB","WAS","RB","WAS","null","0.9715","null","null","355","355","null","null","0.0159","null","null","null","1.7396","0","7.0338","null",
"2507763","null","Mike Wallace","WR","MIN","WR","MIN","null","11.1892","null","null","70","70","null","null","0.1268","null","null","null","15.1661","7.757","6.2062","null",
"2507779","null","Donald Brown","RB","SD","RB","SD","null","0.9843","null","null","354","354","null","null","0.0152","null","null","null","2","0","6.9859","null",
"2507828","null","Logan Paulsen","TE","WAS","TE","WAS","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2507855","null","Victor Cruz","WR","NYG","WR","NYG","null","0","null","null","475","781","null","null","0","null","null","null","0","0","null","null",
"2507883","null","Jeff Cumberland","TE","NYJ","TE","NYJ","null","2.5007","null","null","298","298","null","null","0.1908","null","null","null","3.6117","0.17","2.1864","null",
"2507884","null","David Nelson","WR","PIT","WR","PIT","null","0","null","null","475","781","null","null","0","null","null","null","0","0","null","null",
"2507897","null","Alfonso Smith","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2507902","null","Marlon Moore","WR","CLE","WR","CLE","null","0.1831","null","null","443","443","null","null","0.0234","null","null","null","0.3953","0","6.4399","null",
"2507999","null","Chris Ivory","RB","NYJ","RB","NYJ","null","11.4534","null","null","66","66","null","null","0.5586","null","null","null","13.9907","8.2629","5.5389","null",
"2508020","null","Richie Brockel","TE","CAR","TE","CAR","null","0.0033","null","null","473","473","null","null","0.0033","null","null","null","0.007","0","7.5671","null",
"2508051","null","John Conner","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2508061","null","Antonio Brown","WR","PIT","WR","PIT","null","14.3123","null","null","44","44","null","null","0.7201","null","null","null","17.0382","11.76","6.6579","null",
"2508097","null","Andrew Hawkins","WR","CLE","WR","CLE","null","6.0096","null","null","191","191","null","null","0.2056","null","null","null","6.8993","4.139","2.0436","null",
"2508101","null","James Develin","RB","NE","RB","NE","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2508112","null","Rob Housler","TE","CLE","TE","CLE","null","1.1259","null","null","343","343","null","null","0.0531","null","null","null","2.0888","0.13","2.3509","null",
"2508115","null","Vincent Brown","WR","FA","WR","FA","null","0","null","null","475","781","null","null","0","null","null","null","0","0","null","null",
"2508123","null","T.J. Yates","QB","FA","QB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2508137","null","Ryan Taylor","TE","FA","TE","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2527672","null","Will Tukuafu","RB","SEA","RB","SEA","null","0.0537","null","null","461","461","null","null","0.0355","null","null","null","0.1083","0","7.8791","null",
"2528181","null","Bryan Walters","WR","JAC","WR","JAC","null","3.3806","null","null","260","260","null","null","0.1199","null","null","null","5.8382","-0.0004","6.4036","null",
"2530515","null","Chris Hogan","WR","BUF","WR","BUF","null","3.0272","null","null","274","274","null","null","0.0628","null","null","null","4.3908","0.7589","5.7714","null",
"2530516","null","Robert Hughes","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2530575","null","Drew Davis","WR","FA","WR","FA","null","0","null","null","475","781","null","null","0","null","null","null","0","0","null","null",
"2530598","null","Jeremy Ross","WR","BAL","WR","BAL","null","1.2076","null","null","339","339","null","null","0.0791","null","null","null","1.4411","0.6","6.2767","null",
"2530660","null","Kamar Aiken","WR","BAL","WR","BAL","null","8.9718","null","null","102","102","null","null","0.1861","null","null","null","10.782","2.222","5.4186","null",
"2530690","null","DuJuan Harris","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2530699","null","Henry Hynoski","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2530700","null","Dontrelle Inman","WR","SD","WR","SD","null","2.9059","null","null","283","283","null","null","0.0611","null","null","null","4.925","0.1829","2.8566","null",
"2530713","null","Jeff Maehl","WR","FA","WR","FA","null","0","null","null","475","781","null","null","0","null","null","null","0","0","null","null",
"2530720","null","Joseph Morgan","WR","FA","WR","FA","null","1.7645","null","null","319","319","null","null","0.182","null","null","null","2.2253","0","1.8564","null",
"2530747","null","Doug Baldwin","WR","SEA","WR","SEA","null","8.1179","null","null","127","127","null","null","0.0875","null","null","null","9.3945","6.1885","2.5678","null",
"2530754","null","Brett Brackett","TE","FA","TE","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2530763","null","Patrick DiMarco","RB","ATL","RB","ATL","null","0.5583","null","null","392","392","null","null","0.0539","null","null","null","1.0419","0.04","7.8017","null",
"2530959","null","Marcus Harris","WR","NYG","WR","NYG","null","0","null","null","475","781","null","null","0","null","null","null","0","0","null","null",
"2530990","null","Phillip Tanner","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2531049","null","Chris Matthews","WR","SEA","WR","SEA","null","1.8945","null","null","312","312","null","null","0.0424","null","null","null","2.707","1.07","4.3441","null",
"2531332","null","Terrelle Pryor","QB","FA","QB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2531332","null","Terrelle Pryor","WR","FA","WR","FA","null","0","null","null","475","781","null","null","0","null","null","null","0","0","null","null",
"2532790","null","Travis Benjamin","WR","CLE","WR","CLE","null","11.0364","null","null","72","72","null","null","0.3295","null","null","null","14.458","9.0866","6.6839","null",
"2532797","null","Brandon Bolden","RB","NE","RB","NE","null","0.9288","null","null","360","360","null","null","0.0166","null","null","null","2.065","0","3.6463","null",
"2532799","null","Jarrett Boykin","WR","FA","WR","FA","null","0","null","null","475","781","null","null","0","null","null","null","0","0","null","null",
"2532807","null","Ryan Broyles","WR","FA","WR","FA","null","0","null","null","475","781","null","null","0","null","null","null","0","0","null","null",
"2532809","null","LaRon Byrd","WR","FA","WR","FA","null","0","null","null","475","781","null","null","0","null","null","null","0","0","null","null",
"2532820","null","Kirk Cousins","QB","WAS","QB","WAS","null","13.3013","null","null","54","54","null","null","8.007","null","null","null","14.7328","11.5117","4.1334","null",
"2532823","null","Juron Criner","WR","FA","WR","FA","null","0","null","null","475","781","null","null","0","null","null","null","0","0","null","null",
"2532835","null","Rhett Ellison","TE","MIN","TE","MIN","null","1.5954","null","null","324","324","null","null","0.1508","null","null","null","2.3041","0.4287","4.6275","null",
"2532838","null","Coby Fleener","TE","IND","TE","IND","null","5.8229","null","null","200","200","null","null","0.5947","null","null","null","6.7826","3.4509","3.7016","null",
"2532841","null","Michael Floyd","WR","ARI","WR","ARI","null","6.2175","null","null","185","185","null","null","0.2791","null","null","null","7.6595","3.736","3.3553","null",
"2532850","null","T.J. Graham","WR","FA","WR","FA","null","0","null","null","475","781","null","null","0","null","null","null","0","0","null","null",
"2532851","null","Cyrus Gray","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2532853","null","Ladarius Green","TE","SD","TE","SD","null","5.8877","null","null","193","193","null","null","0.0447","null","null","null","7.0539","3.362","6.0342","null",
"2532862","null","Junior Hemingway","WR","FA","WR","FA","null","0","null","null","475","781","null","null","0","null","null","null","0","0","null","null",
"2532864","null","Dan Herron","RB","BUF","RB","BUF","null","4.1446","null","null","246","246","null","null","0.8229","null","null","null","5.9792","1.65","1.8759","null",
"2532865","null","T.Y. Hilton","WR","IND","WR","IND","null","13.2639","null","null","55","55","null","null","0.4025","null","null","null","14.5609","9.97","6.1366","null",
"2532876","null","A.J. Jenkins","WR","FA","WR","FA","null","0","null","null","475","781","null","null","0","null","null","null","0","0","null","null",
"2532884","null","Marvin Jones","WR","CIN","WR","CIN","null","7.6513","null","null","146","146","null","null","0.2951","null","null","null","7.9378","5.849","4.2737","null",
"2532887","null","Jermaine Kearse","WR","SEA","WR","SEA","null","7.0134","null","null","166","166","null","null","0.2411","null","null","null","7.8753","5.5396","3.4306","null",
"2532894","null","Ryan Lindley","QB","FA","QB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2532900","null","Keshawn Martin","WR","NE","WR","NE","null","3.6957","null","null","250","250","null","null","0.046","null","null","null","6.0797","0.1489","7.1689","null",
"2532903","null","Rishard Matthews","WR","MIA","WR","MIA","null","8.3384","null","null","121","121","null","null","0.222","null","null","null","10.2382","5.9339","3.9573","null",
"2532923","null","Chris Owusu","WR","NYJ","WR","NYJ","null","2.2027","null","null","304","304","null","null","0.1829","null","null","null","4.3903","0","5.4541","null",
"2532926","null","Isaiah Pead","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2532930","null","DeVier Posey","WR","FA","WR","FA","null","0","null","null","475","781","null","null","0","null","null","null","0","0","null","null",
"2532941","null","Gerell Robinson","TE","MIA","TE","MIA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2532956","null","Ryan Tannehill","QB","MIA","QB","MIA","null","18.1043","null","null","11","11","null","null","0.2243","null","null","null","19.2199","16.109","3.0908","null",
"2532968","null","Blair Walsh","K","MIN","K","MIN","null","7.8368","null","null","140","140","null","null","0.1417","null","null","null","8.6962","6.4582","5.7728","null",
"2532975","null","Russell Wilson","QB","SEA","QB","SEA","null","18.7248","null","null","8","8","null","null","0.6113","null","null","null","20.4963","15.7509","2.6912","null",
"2532977","null","Kendall Wright","WR","TEN","WR","TEN","null","10.4435","null","null","81","81","null","null","0.5417","null","null","null","11.6624","7.0707","4.2361","null",
"2532978","null","Jarius Wright","WR","MIN","WR","MIN","null","4.7741","null","null","233","233","null","null","0.03","null","null","null","5.5905","2.856","3.2815","null",
"2532991","null","Evan Rodriguez","TE","FA","TE","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2533012","null","Vick Ballard","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2533030","null","Jonas Gray","RB","MIA","RB","MIA","null","2.0774","null","null","307","307","null","null","0.1209","null","null","null","3.615","0","2.0266","null",
"2533031","null","Andrew Luck","QB","IND","QB","IND","null","19.7688","null","null","4","4","null","null","0.4793","null","null","null","22.4394","16.0917","3.2719","null",
"2533032","null","Trent Richardson","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
"2533033","null","Robert Griffin","QB","WAS","QB","WAS","null","0.165","null","null","448","448","null","null","0.1278","null","null","null","0.3816","0","4.7484","null",
"2533034","null","Lamar Miller","RB","MIA","RB","MIA","null","10.47","null","null","80","80","null","null","0.3109","null","null","null","12.6063","6.2211","6.5094","null",
"2533036","null","LaMichael James","RB","FA","RB","FA","null","0","null","null","475","475","null","null","0","null","null","null","0","0","null","null",
