playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"1980","null","Peyton Hillis","RB","FA","RB","FA","null","0","null","null","518","870","null","null","0","null","null","null","0","0","null","null",
"1990","null","Eddie Royal","WR","CHI","WR","CHI","null","0","null","null","518","518","null","null","0","null","null","null","0","0","null","null",
"1992","null","Craig Stevens","TE","TEN","TE","TEN","null","0.4278","null","null","435","435","null","null","0.1014","null","null","null","0.8162","0","5.9465","null",
"2346","null","Pierre Garcon","WR","WAS","WR","WAS","null","9.1516","null","null","129","129","null","null","0.4682","null","null","null","10.538","6.5053","4.4985","null",
"2649","null","Danny Amendola","WR","NE","WR","NE","null","8.6009","null","null","145","145","null","null","0.1485","null","null","null","10.9801","0.6","14.5744","null",
"4231","null","Jed Collins","RB","FA","RB","FA","null","0","null","null","518","870","null","null","0","null","null","null","0","0","null","null",
"4327","null","Danny Woodhead","RB","SD","RB","SD","null","12.1717","null","null","74","74","null","null","0.4576","null","null","null","15.8125","10.06","4.1133","null",
"4381","null","Garrett Hartley","K","FA","K","FA","null","0","null","null","518","518","null","null","0","null","null","null","0","0","null","null",
"4383","null","Tim Hightower","RB","NO","RB","NO","null","1.8072","null","null","356","356","null","null","0.1338","null","null","null","3.0365","0","2.0447","null",
"4433","null","Marcel Reece","RB","OAK","RB","OAK","null","3.2561","null","null","302","302","null","null","0.1455","null","null","null","3.9978","1.8268","5.161","null",
"4487","null","Matthew Slater","WR","NE","WR","NE","null","0.4147","null","null","438","438","null","null","0.0994","null","null","null","0.9871","0","4.7669","null",
"71217","null","Kenny Britt","WR","STL","WR","STL","null","5.2293","null","null","254","254","null","null","0.1135","null","null","null","5.7405","4.0272","4.3331","null",
"71247","null","James Casey","TE","FA","TE","FA","null","0.0365","null","null","493","493","null","null","0.0249","null","null","null","0.0735","0","5.9598","null",
"71255","null","Chase Coffman","TE","FA","TE","FA","null","0","null","null","518","518","null","null","0","null","null","null","0","0","null","null",
"71265","null","Jared Cook","TE","STL","TE","STL","null","5.7204","null","null","238","238","null","null","0.2983","null","null","null","6.6781","4.2","3.4083","null",
"71269","null","Michael Crabtree","WR","OAK","WR","OAK","null","12.4934","null","null","71","71","null","null","0.5906","null","null","null","14.481","9.79","3.0493","null",
"71309","null","Graham Gano","K","CAR","K","CAR","null","9.5522","null","null","117","117","null","null","0.1409","null","null","null","10.6796","8.0605","5.1826","null",
"71345","null","Rashad Jennings","RB","NYG","RB","NYG","null","7.4848","null","null","180","180","null","null","0.145","null","null","null","9.1712","3.8265","4.0135","null",
"71431","null","Brandon Pettigrew","TE","DET","TE","DET","null","2.2643","null","null","344","344","null","null","0.4056","null","null","null","2.9708","0.5454","4.6158","null",
"71435","null","John Phillips","TE","SD","TE","SD","null","0.3158","null","null","442","442","null","null","0.0342","null","null","null","0.6366","0","4.5742","null",
"79555","null","Arian Foster","RB","HOU","RB","HOU","null","0","null","null","518","870","null","null","0","null","null","null","0","0","null","null",
"79557","null","Josh Freeman","QB","FA","QB","FA","null","0","null","null","518","872","null","null","0","null","null","null","0","0","null","null",
"79563","null","Shonn Greene","RB","FA","RB","FA","null","0","null","null","518","870","null","null","0","null","null","null","0","0","null","null",
"79589","null","David Johnson","TE","SD","TE","SD","null","1.1846","null","null","380","380","null","null","0.2959","null","null","null","2.4822","0","4.55","null",
"79607","null","LeSean McCoy","RB","BUF","RB","BUF","null","14.5704","null","null","41","41","null","null","0.405","null","null","null","16.5554","12.01","5.2824","null",
"79619","null","Knowshon Moreno","RB","FA","RB","FA","null","0","null","null","518","870","null","null","0","null","null","null","0","0","null","null",
"79625","null","Bear Pascoe","TE","FA","TE","FA","null","0","null","null","518","518","null","null","0","null","null","null","0","0","null","null",
"79629","null","Cedric Peerman","RB","CIN","RB","CIN","null","0.0666","null","null","483","483","null","null","0.0087","null","null","null","0.129","0","7.2712","null",
"79858","null","Mark Sanchez","QB","PHI","QB","PHI","null","16.1383","null","null","31","31","null","null","0.4774","null","null","null","19.1018","5.2023","6.0357","null",
"79860","null","Matthew Stafford","QB","DET","QB","DET","null","17.9003","null","null","16","16","null","null","0.3466","null","null","null","19.2241","14.5188","2.361","null",
"80425","null","Percy Harvin","WR","BUF","WR","BUF","null","0","null","null","518","518","null","null","0","null","null","null","0","0","null","null",
"80427","null","Darrius Heyward-Bey","WR","PIT","WR","PIT","null","2.9067","null","null","317","317","null","null","0.0558","null","null","null","4.1301","1.92","3.1822","null",
"80429","null","Jeremy Maclin","WR","KC","WR","KC","null","11.2907","null","null","88","88","null","null","0.2864","null","null","null","13.6558","8.492","5.2512","null",
"80670","null","Louis Murphy","WR","TB","WR","TB","null","0","null","null","518","518","null","null","0","null","null","null","0","0","null","null",
"80672","null","Hakeem Nicks","WR","NYG","WR","NYG","null","1.1779","null","null","381","381","null","null","0.0551","null","null","null","2.4331","0","2.4231","null",
"80674","null","Chris Ogbonnaya","RB","FA","RB","FA","null","0","null","null","518","870","null","null","0","null","null","null","0","0","null","null",
"81284","null","Chase Daniel","QB","KC","QB","KC","null","0.0155","null","null","507","507","null","null","0.0089","null","null","null","0.051","-0.052","4.2645","null",
"81288","null","Brandon Gibson","WR","NE","WR","NE","null","0","null","null","518","518","null","null","0","null","null","null","0","0","null","null",
"81294","null","Brian Hoyer","QB","HOU","QB","HOU","null","18.3854","null","null","11","11","null","null","0.2656","null","null","null","20.0781","-0.2789","7.6879","null",
"81306","null","Brandon Tate","WR","CIN","WR","CIN","null","0.4518","null","null","431","431","null","null","0.0233","null","null","null","0.9462","0","8.3062","null",
"81831","null","Brian Hartline","WR","CLE","WR","CLE","null","7.7214","null","null","172","172","null","null","0.4125","null","null","null","9.0327","4.6114","2.5627","null",
"81857","null","Kevin Ogletree","WR","FA","WR","FA","null","0","null","null","518","518","null","null","0","null","null","null","0","0","null","null",
"89688","null","Kevin Brock","TE","FA","TE","FA","null","0","null","null","518","518","null","null","0","null","null","null","0","0","null","null",
"89766","null","Brandon Myers","TE","TB","TE","TB","null","2.6706","null","null","323","323","null","null","0.1443","null","null","null","3.9688","0.25","4.9052","null",
"89798","null","Antone Smith","RB","CHI","RB","CHI","null","0","null","null","518","870","null","null","0","null","null","null","0","0","null","null",
"89802","null","Ryan Succop","K","TEN","K","TEN","null","8.5163","null","null","148","148","null","null","0.0489","null","null","null","10.0516","6.857","5.116","null",
"100001","null","Falcons","DST","ATL","DST","ATL","null","5.5605","null","null","243","243","null","null","0.0829","null","null","null","6.7324","4.25","3.5475","null",
"100002","null","Ravens","DST","BAL","DST","BAL","null","5.9728","null","null","227","227","null","null","0.0569","null","null","null","6.8611","3.6","4.2308","null",
"100003","null","Bills","DST","BUF","DST","BUF","null","6.6054","null","null","203","203","null","null","0.1428","null","null","null","7.1756","5.35","4.7196","null",
"100004","null","Panthers","DST","CAR","DST","CAR","null","8.2723","null","null","159","159","null","null","0.3206","null","null","null","8.4877","4.5909","3.3785","null",
"100005","null","Bears","DST","CHI","DST","CHI","null","3.8677","null","null","287","287","null","null","null","null","null","null","4.4223","3.2","6.3754","null",
"100006","null","Bengals","DST","CIN","DST","CIN","null","8.3225","null","null","158","158","null","null","0.0594","null","null","null","9.1446","6.4","5.1442","null",
"100007","null","Browns","DST","CLE","DST","CLE","null","6.0403","null","null","220","220","null","null","0.0579","null","null","null","7.9404","3","7.5751","null",
"100008","null","Cowboys","DST","DAL","DST","DAL","null","5.5326","null","null","246","246","null","null","0.6822","null","null","null","5.9446","3.7","5.0799","null",
"100009","null","Broncos","DST","DEN","DST","DEN","null","5.6635","null","null","240","240","null","null","0.1169","null","null","null","5.9636","3.8667","4.6554","null",
"100010","null","Lions","DST","DET","DST","DET","null","6.0873","null","null","219","219","null","null","0.0712","null","null","null","7.1321","2.7","9.9629","null",
"100011","null","Packers","DST","GB","DST","GB","null","5.992","null","null","224","224","null","null","0.0477","null","null","null","8.2216","4.1","3.9665","null",
"100012","null","Titans","DST","TEN","DST","TEN","null","5.9158","null","null","231","231","null","null","0.0207","null","null","null","7.26","5","3.9724","null",
"100013","null","Texans","DST","HOU","DST","HOU","null","6.4865","null","null","208","208","null","null","0.1495","null","null","null","7.6256","5.8","5.1904","null",
"100014","null","Colts","DST","IND","DST","IND","null","6.1077","null","null","218","218","null","null","0.0439","null","null","null","6.7413","4.8","4.5109","null",
"100015","null","Jaguars","DST","JAC","DST","JAC","null","5.8903","null","null","233","233","null","null","0.2783","null","null","null","6.9789","0.5","9.158","null",
"100016","null","Chiefs","DST","KC","DST","KC","null","8.2539","null","null","162","162","null","null","0.6232","null","null","null","8.8001","6.5","4.6803","null",
"100017","null","Rams","DST","STL","DST","STL","null","6.986","null","null","194","194","null","null","0.2206","null","null","null","8.395","5.4","4.8997","null",
"100018","null","Raiders","DST","OAK","DST","OAK","null","5.916","null","null","230","230","null","null","0.0082","null","null","null","7.2628","3.3932","2.0946","null",
"100019","null","Dolphins","DST","MIA","DST","MIA","null","5.8999","null","null","232","232","null","null","0.123","null","null","null","6.6082","4.1","3.4156","null",
"100020","null","Vikings","DST","MIN","DST","MIN","null","6.4387","null","null","209","209","null","null","0.2672","null","null","null","7.7245","4.8","2.6337","null",
"100021","null","Patriots","DST","NE","DST","NE","null","7.6119","null","null","177","177","null","null","0.4699","null","null","null","8.4713","6.4","6.6599","null",
"100022","null","Saints","DST","NO","DST","NO","null","5.4227","null","null","249","249","null","null","1.3498","null","null","null","7.4437","0.7","7.8375","null",
"100023","null","Giants","DST","NYG","DST","NYG","null","7.0376","null","null","193","193","null","null","0.1612","null","null","null","7.6239","1.1478","6.6744","null",
"100024","null","Jets","DST","NYJ","DST","NYJ","null","6.7667","null","null","198","198","null","null","0.0615","null","null","null","9.162","4.5909","4.9226","null",
"100025","null","Eagles","DST","PHI","DST","PHI","null","9.3942","null","null","121","121","null","null","0.6602","null","null","null","10.0628","8.3","4.8375","null",
"100026","null","Cardinals","DST","ARI","DST","ARI","null","9.1454","null","null","130","130","null","null","0.848","null","null","null","10.3624","7.15","9.2287","null",
"100027","null","Steelers","DST","PIT","DST","PIT","null","6.7641","null","null","199","199","null","null","0.1382","null","null","null","7.5216","4.7977","8.3696","null",
"100028","null","Chargers","DST","SD","DST","SD","null","6.2353","null","null","214","214","null","null","0.1378","null","null","null","7.8511","3.9909","4.1674","null",
"100029","null","49ers","DST","SF","DST","SF","null","4.2781","null","null","276","276","null","null","null","null","null","null","6.6908","1.9","4.2734","null",
"100030","null","Seahawks","DST","SEA","DST","SEA","null","7.6495","null","null","174","174","null","null","0.2203","null","null","null","8.5686","5","3.2907","null",
"100031","null","Buccaneers","DST","TB","DST","TB","null","7.2464","null","null","188","188","null","null","0.2346","null","null","null","7.9334","6","6.0982","null",
"100032","null","Redskins","DST","WAS","DST","WAS","null","6.6463","null","null","201","201","null","null","0.1003","null","null","null","7.4042","4.3","3.2326","null",
"163982","null","Will Johnson","RB","PIT","RB","PIT","null","0.8821","null","null","398","398","null","null","0.1403","null","null","null","1.5093","0.08","7.0404","null",
"238445","null","Frank Summers","RB","FA","RB","FA","null","0","null","null","518","870","null","null","0","null","null","null","0","0","null","null",
"238457","null","Zach Miller","TE","CHI","TE","CHI","null","8.7487","null","null","139","139","null","null","0.359","null","null","null","10.4537","1.9955","10.1635","null",
"238498","null","Julian Edelman","WR","NE","WR","NE","null","0","null","null","518","518","null","null","0","null","null","null","0","0","null","null",
"496812","null","Erik Lorig","RB","FA","RB","FA","null","0","null","null","518","870","null","null","0","null","null","null","0","0","null","null",
"497095","null","Sam Bradford","QB","PHI","QB","PHI","null","5.3143","null","null","252","252","null","null","1.73","null","null","null","6.498","-0.1023","10.9338","null",
"497108","null","Jimmy Clausen","QB","CHI","QB","CHI","null","0.3913","null","null","439","439","null","null","0.1739","null","null","null","0.5753","0","6.0911","null",
"497117","null","Mike Kafka","QB","FA","QB","FA","null","0","null","null","518","872","null","null","0","null","null","null","0","0","null","null",
"497121","null","Thad Lewis","QB","PHI","QB","PHI","null","0.0262","null","null","498","498","null","null","0.0053","null","null","null","0.0319","0","4.1144","null",
"497123","null","Colt McCoy","QB","WAS","QB","WAS","null","0.9515","null","null","390","390","null","null","0.0358","null","null","null","1.4628","0","2.8085","null",
"497135","null","Tim Tebow","QB","FA","QB","FA","null","0","null","null","518","872","null","null","0","null","null","null","0","0","null","null",
"497145","null","Joique Bell","RB","DET","RB","DET","null","4.4947","null","null","273","273","null","null","0.342","null","null","null","5.1238","2.8029","4.0844","null",
"497149","null","LeGarrette Blount","RB","NE","RB","NE","null","11.2917","null","null","87","87","null","null","0.3157","null","null","null","12.2695","9.39","4.5885","null",
"497172","null","Anthony Dixon","RB","BUF","RB","BUF","null","1.0893","null","null","384","384","null","null","0.1335","null","null","null","2.2352","0","3.0763","null",
"497174","null","Jonathan Dwyer","RB","FA","RB","FA","null","0","null","null","518","870","null","null","0","null","null","null","0","0","null","null",
"497176","null","Toby Gerhart","RB","JAC","RB","JAC","null","0.9752","null","null","389","389","null","null","0.0593","null","null","null","2.2866","0","4.2019","null",
"497188","null","Ryan Mathews","RB","PHI","RB","PHI","null","0","null","null","518","870","null","null","0","null","null","null","0","0","null","null",
"497190","null","Dexter McCluster","RB","TEN","RB","TEN","null","0","null","null","518","870","null","null","0","null","null","null","0","0","null","null",
"497192","null","Joe McKnight","RB","FA","RB","FA","null","0","null","null","518","870","null","null","0","null","null","null","0","0","null","null",
"497204","null","C.J. Spiller","RB","NO","RB","NO","null","8.4368","null","null","152","152","null","null","0.1298","null","null","null","9.9596","6.04","5.1553","null",
"497206","null","James Starks","RB","GB","RB","GB","null","8.3455","null","null","157","157","null","null","0.2468","null","null","null","9.5351","5.86","2.522","null",
"497208","null","Ben Tate","RB","FA","RB","FA","null","0","null","null","518","870","null","null","0","null","null","null","0","0","null","null",
"497218","null","Trindon Holliday","WR","FA","WR","FA","null","0","null","null","518","518","null","null","0","null","null","null","0","0","null","null",
"497224","null","Ed Dickson","TE","CAR","TE","CAR","null","2.4413","null","null","332","332","null","null","0.1398","null","null","null","3.1652","0.6343","4.0235","null",
"497226","null","Jim Dray","TE","CLE","TE","CLE","null","1.8861","null","null","353","353","null","null","0.1047","null","null","null","2.9466","0.492","2.3994","null",
"497234","null","Garrett Graham","TE","HOU","TE","HOU","null","0.8877","null","null","397","397","null","null","0.0474","null","null","null","2.0708","0","2.593","null",
"497236","null","Jimmy Graham","TE","SEA","TE","SEA","null","11.2935","null","null","86","86","null","null","0.7512","null","null","null","14.2795","9.02","7.6773","null",
"497238","null","Jermaine Gresham","TE","ARI","TE","ARI","null","3.4416","null","null","300","300","null","null","0.1605","null","null","null","4.0122","2.8156","4.178","null",
"497240","null","Rob Gronkowski","TE","NE","TE","NE","null","13.6677","null","null","54","54","null","null","1.1486","null","null","null","16.0897","11.8","8.0061","null",
"497242","null","Clay Harbor","TE","JAC","TE","JAC","null","1.389","null","null","371","371","null","null","0.0718","null","null","null","2.943","0.18","4.1198","null",
"497246","null","Michael Hoomanawanui","TE","NO","TE","NO","null","1.2676","null","null","375","375","null","null","0.0826","null","null","null","2.0985","0","2.7309","null",
"497250","null","Anthony McCoy","TE","FA","TE","FA","null","0.0199","null","null","503","503","null","null","0.0183","null","null","null","0.0344","0","6.0523","null",
"497254","null","Dennis Pitta","TE","BAL","TE","BAL","null","0","null","null","518","518","null","null","0","null","null","null","0","0","null","null",
"497256","null","Tony Moeaki","TE","ATL","TE","ATL","null","0","null","null","518","518","null","null","0","null","null","null","0","0","null","null",
"497258","null","Andrew Quarless","TE","GB","TE","GB","null","0","null","null","518","518","null","null","0","null","null","null","0","0","null","null",
"497260","null","Seyi Ajirotutu","WR","PHI","WR","PHI","null","0.0026","null","null","516","516","null","null","0.0026","null","null","null","0.0052","0","8.3135","null",
"497270","null","Arrelious Benn","WR","JAC","WR","JAC","null","0","null","null","518","518","null","null","0","null","null","null","0","0","null","null",
"497278","null","Dez Bryant","WR","DAL","WR","DAL","null","12.6521","null","null","64","64","null","null","0.031","null","null","null","14.0581","9.4509","6.7398","null",
"497282","null","Riley Cooper","WR","PHI","WR","PHI","null","5.5","null","null","247","247","null","null","0.0928","null","null","null","7.6301","2.7934","5.5066","null",
"497284","null","Eric Decker","WR","NYJ","WR","NYJ","null","12.5537","null","null","67","67","null","null","0.3199","null","null","null","13.9337","7.4411","6.0067","null",
"497286","null","Marcus Easley","WR","BUF","WR","BUF","null","0","null","null","518","518","null","null","0","null","null","null","0","0","null","null",
"497288","null","Jacoby Ford","WR","FA","WR","FA","null","0","null","null","518","518","null","null","0","null","null","null","0","0","null","null",
"497302","null","Brandon LaFell","WR","NE","WR","NE","null","10.4169","null","null","98","98","null","null","0.0506","null","null","null","12.0772","8.07","2.8803","null",
"497312","null","Preston Parker","WR","FA","WR","FA","null","0","null","null","518","518","null","null","0","null","null","null","0","0","null","null",
"497320","null","Andre Roberts","WR","WAS","WR","WAS","null","1.3507","null","null","373","373","null","null","0.0676","null","null","null","2.6869","0.1885","3.7049","null",
"497322","null","Emmanuel Sanders","WR","DEN","WR","DEN","null","11.4318","null","null","83","83","null","null","0.0733","null","null","null","13.6321","7.5139","8.1415","null",
"497326","null","Golden Tate","WR","DET","WR","DET","null","11.5476","null","null","81","81","null","null","0.1286","null","null","null","12.8412","8.7454","5.0238","null",
"497328","null","Demaryius Thomas","WR","DEN","WR","DEN","null","14.6042","null","null","40","40","null","null","0.2482","null","null","null","17.577","9.93","7.9083","null",
"497336","null","Damian Williams","WR","FA","WR","FA","null","0","null","null","518","518","null","null","0","null","null","null","0","0","null","null",
"1037347","null","Joe Webb","QB","CAR","QB","CAR","null","0","null","null","518","872","null","null","0","null","null","null","0","0","null","null",
"1037366","null","Michael Palmer","TE","FA","TE","FA","null","0","null","null","518","518","null","null","0","null","null","null","0","0","null","null",
"1037847","null","Deji Karim","RB","FA","RB","FA","null","0","null","null","518","870","null","null","0","null","null","null","0","0","null","null",
"1037885","null","Marc Mariani","WR","CHI","WR","CHI","null","2.047","null","null","349","349","null","null","0.0603","null","null","null","3.7715","0.18","2.4574","null",
"2495139","null","Charles Clay","TE","BUF","TE","BUF","null","7.3073","null","null","186","186","null","null","0.92","null","null","null","9.4056","5.97","4.3637","null",
"2495143","null","Andy Dalton","QB","CIN","QB","CIN","null","18.4254","null","null","10","10","null","null","0.1648","null","null","null","19.5163","15.2932","2.9681","null",
"2495150","null","Kai Forbath","K","NO","K","NO","null","6.5042","null","null","205","205","null","null","1.6697","null","null","null","9.9445","0","6.818","null",
"2495158","null","Leonard Hankerson","WR","ATL","WR","ATL","null","1.216","null","null","377","377","null","null","0.0323","null","null","null","2.189","0","2.7249","null",
"2495159","null","Dwayne Harris","WR","NYG","WR","NYG","null","6.916","null","null","196","196","null","null","0.4162","null","null","null","8.1482","3.4234","6.6564","null",
"2495161","null","Roy Helu","RB","OAK","RB","OAK","null","2.9919","null","null","313","313","null","null","0.2239","null","null","null","5.2752","0","3.9763","null",
"2495162","null","Alex Henery","K","FA","K","FA","null","0","null","null","518","518","null","null","0","null","null","null","0","0","null","null",
"2495172","null","Kendall Hunter","RB","FA","RB","FA","null","0","null","null","518","870","null","null","0","null","null","null","0","0","null","null",
"2495179","null","Jerrel Jernigan","WR","FA","WR","FA","null","0","null","null","518","518","null","null","0","null","null","null","0","0","null","null",
"2495186","null","Colin Kaepernick","QB","SF","QB","SF","null","0","null","null","518","872","null","null","0","null","null","null","0","0","null","null",
"2495187","null","Lance Kendricks","TE","STL","TE","STL","null","3.4756","null","null","298","298","null","null","0.0535","null","null","null","3.759","2.37","3.8045","null",
"2495189","null","Jeremy Kerley","WR","NYJ","WR","NYJ","null","4.3299","null","null","275","275","null","null","0.1986","null","null","null","5.8187","1.25","4.8025","null",
"2495192","null","Greg Little","WR","FA","WR","FA","null","0.0664","null","null","484","484","null","null","0.0259","null","null","null","0.1222","0","7.9329","null",
"2495194","null","Jake Locker","QB","FA","QB","FA","null","0","null","null","518","872","null","null","0","null","null","null","0","0","null","null",
"2495207","null","DeMarco Murray","RB","PHI","RB","PHI","null","16.7379","null","null","26","26","null","null","0.8858","null","null","null","18.6099","14.73","5.2729","null",
"2495211","null","Niles Paul","TE","WAS","TE","WAS","null","0","null","null","518","518","null","null","0","null","null","null","0","0","null","null",
"2495212","null","Austin Pettis","WR","FA","WR","FA","null","0","null","null","518","518","null","null","0","null","null","null","0","0","null","null",
"2495215","null","Christian Ponder","QB","FA","QB","FA","null","0.0262","null","null","498","498","null","null","0.0143","null","null","null","0.0319","0","4.9399","null",
"2495223","null","Greg Salas","WR","FA","WR","FA","null","0.005","null","null","512","512","null","null","0.0037","null","null","null","0.0071","0","8.3079","null",
"2495234","null","Luke Stocker","TE","TB","TE","TB","null","0.4281","null","null","434","434","null","null","0.0456","null","null","null","0.8246","0","6.2464","null",
"2495240","null","Tyrod Taylor","QB","BUF","QB","BUF","null","15.2715","null","null","35","35","null","null","0.6051","null","null","null","16.9171","12.1389","3.6348","null",
"2495241","null","Daniel Thomas","RB","FA","RB","FA","null","0","null","null","518","870","null","null","0","null","null","null","0","0","null","null",
"2495258","null","Matt Asiata","RB","MIN","RB","MIN","null","2.2919","null","null","343","343","null","null","0.0786","null","null","null","2.7994","0.25","4.8785","null",
"2495259","null","Dan Bailey","K","DAL","K","DAL","null","9.353","null","null","122","122","null","null","0.1897","null","null","null","10.6366","7.1819","3.9558","null",
"2495267","null","Jordan Cameron","TE","MIA","TE","MIA","null","6.1336","null","null","217","217","null","null","0.1841","null","null","null","7.2206","4.47","5.6335","null",
"2495288","null","Virgil Green","TE","DEN","TE","DEN","null","1.6055","null","null","363","363","null","null","0.08","null","null","null","2.5959","0.05","2.6512","null",
"2495306","null","Ricardo Lockette","WR","SEA","WR","SEA","null","0","null","null","518","518","null","null","0","null","null","null","0","0","null","null",
"2495314","null","Bruce Miller","RB","SF","RB","SF","null","1.1707","null","null","383","383","null","null","0.1384","null","null","null","1.5839","0.3768","4.0266","null",
"2495315","null","Denarius Moore","WR","BUF","WR","BUF","null","0.0768","null","null","479","479","null","null","0.0223","null","null","null","0.1531","0","7.9003","null",
"2495328","null","Bilal Powell","RB","NYJ","RB","NYJ","null","6.4241","null","null","210","210","null","null","0.1799","null","null","null","8.2514","4.19","3.0654","null",
"2495331","null","Aldrick Robinson","WR","FA","WR","FA","null","0","null","null","518","518","null","null","0","null","null","null","0","0","null","null",
"2495338","null","Dane Sanzenbacher","WR","FA","WR","FA","null","0","null","null","518","518","null","null","0","null","null","null","0","0","null","null",
"2495340","null","Anthony Sherman","RB","KC","RB","KC","null","0.4633","null","null","429","429","null","null","0.0254","null","null","null","0.9093","0.04","7.1413","null",
"2495341","null","Cecil Shorts","WR","HOU","WR","HOU","null","7.4489","null","null","183","183","null","null","0.3051","null","null","null","8.1961","6.25","3.7021","null",
"2495347","null","Lee Smith","TE","OAK","TE","OAK","null","1.7314","null","null","358","358","null","null","0.0689","null","null","null","2.4146","0.83","3.3382","null",
"2495353","null","Julius Thomas","TE","JAC","TE","JAC","null","8.2634","null","null","161","161","null","null","0.4864","null","null","null","9.529","6","4.8245","null",
"2495425","null","Scott Tolzien","QB","GB","QB","GB","null","0.0565","null","null","486","486","null","null","0.0186","null","null","null","0.0782","0","4.1391","null",
"2495438","null","Kyle Rudolph","TE","MIN","TE","MIN","null","6.641","null","null","202","202","null","null","0.5574","null","null","null","7.7722","4.5","4.8695","null",
"2495441","null","Blaine Gabbert","QB","SF","QB","SF","null","14.3793","null","null","43","43","null","null","2.8289","null","null","null","16.0687","11.438","4.1195","null",
"2495443","null","Ryan Mallett","QB","FA","QB","FA","null","0","null","null","518","872","null","null","0","null","null","null","0","0","null","null",
