playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"1966","null","John Carlson","TE","FA","TE","FA","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"1980","null","Peyton Hillis","RB","FA","RB","FA","null","0","null","null","423","749","null","null","0","null","null","null","0","0","null","null",
"1990","null","Eddie Royal","WR","CHI","WR","CHI","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"1992","null","Craig Stevens","TE","TEN","TE","TEN","null","0.6316","null","null","352","352","null","null","0.0683","null","null","null","0.9356","0.06","6.3482","null",
"2346","null","Pierre Garcon","WR","WAS","WR","WAS","null","9.8183","null","null","92","92","null","null","0.3658","null","null","null","10.9696","7.7599","3.4531","null",
"2649","null","Danny Amendola","WR","NE","WR","NE","null","6.1581","null","null","179","179","null","null","0.082","null","null","null","8.1576","3.5035","2.5067","null",
"4231","null","Jed Collins","RB","FA","RB","FA","null","0","null","null","423","749","null","null","0","null","null","null","0","0","null","null",
"4327","null","Danny Woodhead","RB","SD","RB","SD","null","12.0065","null","null","68","68","null","null","0.1966","null","null","null","12.9229","9.852","5.067","null",
"4381","null","Garrett Hartley","K","FA","K","FA","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"4383","null","Tim Hightower","RB","NO","RB","NO","null","1.2657","null","null","298","298","null","null","0.061","null","null","null","2.192","0","2.0445","null",
"4433","null","Marcel Reece","RB","OAK","RB","OAK","null","3.8647","null","null","219","219","null","null","0.2912","null","null","null","5.0092","1.419","5.0274","null",
"4487","null","Matthew Slater","WR","NE","WR","NE","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"71217","null","Kenny Britt","WR","STL","WR","STL","null","6.0561","null","null","181","181","null","null","0.4753","null","null","null","7.2665","4.32","2.0558","null",
"71247","null","James Casey","TE","FA","TE","FA","null","0.0631","null","null","406","406","null","null","0.0229","null","null","null","0.1222","0","6.7847","null",
"71255","null","Chase Coffman","TE","FA","TE","FA","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"71265","null","Jared Cook","TE","STL","TE","STL","null","5.9371","null","null","185","185","null","null","0.5466","null","null","null","6.5187","4.6739","3.0165","null",
"71269","null","Michael Crabtree","WR","OAK","WR","OAK","null","12.2754","null","null","60","60","null","null","0.0974","null","null","null","14.3745","9.42","2.8955","null",
"71309","null","Graham Gano","K","CAR","K","CAR","null","8.0998","null","null","128","128","null","null","0.1612","null","null","null","9.1347","6.4738","3.0003","null",
"71345","null","Rashad Jennings","RB","NYG","RB","NYG","null","7.2996","null","null","144","144","null","null","0.2084","null","null","null","8.9304","4.1129","4.7857","null",
"71435","null","John Phillips","TE","SD","TE","SD","null","2.5663","null","null","256","256","null","null","0.0533","null","null","null","3.6765","0.11","3.474","null",
"79557","null","Josh Freeman","QB","FA","QB","FA","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"79563","null","Shonn Greene","RB","FA","RB","FA","null","0","null","null","423","749","null","null","0","null","null","null","0","0","null","null",
"79589","null","David Johnson","TE","SD","TE","SD","null","0.0335","null","null","415","415","null","null","0.0335","null","null","null","0.0631","0","6.1557","null",
"79607","null","LeSean McCoy","RB","BUF","RB","BUF","null","13.7268","null","null","47","47","null","null","0.3953","null","null","null","14.7404","12.15","5.2237","null",
"79619","null","Knowshon Moreno","RB","FA","RB","FA","null","0","null","null","423","749","null","null","0","null","null","null","0","0","null","null",
"79625","null","Bear Pascoe","TE","FA","TE","FA","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"79629","null","Cedric Peerman","RB","CIN","RB","CIN","null","0.2885","null","null","380","380","null","null","0.1223","null","null","null","0.5894","0","7.8273","null",
"79858","null","Mark Sanchez","QB","PHI","QB","PHI","null","1.0813","null","null","310","310","null","null","0.0177","null","null","null","1.8263","-0.0689","7.3886","null",
"80425","null","Percy Harvin","WR","BUF","WR","BUF","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"80427","null","Darrius Heyward-Bey","WR","PIT","WR","PIT","null","4.2584","null","null","209","209","null","null","0.0781","null","null","null","6.6158","0.6049","5.4521","null",
"80670","null","Louis Murphy","WR","TB","WR","TB","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"80672","null","Hakeem Nicks","WR","FA","WR","FA","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"80674","null","Chris Ogbonnaya","RB","FA","RB","FA","null","0","null","null","423","749","null","null","0","null","null","null","0","0","null","null",
"81288","null","Brandon Gibson","WR","NE","WR","NE","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"81306","null","Brandon Tate","WR","CIN","WR","CIN","null","0.7676","null","null","337","337","null","null","0.0442","null","null","null","1.6789","0","7.9268","null",
"81831","null","Brian Hartline","WR","CLE","WR","CLE","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"81857","null","Kevin Ogletree","WR","FA","WR","FA","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"89688","null","Kevin Brock","TE","FA","TE","FA","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"89766","null","Brandon Myers","TE","TB","TE","TB","null","2.4941","null","null","259","259","null","null","0.13","null","null","null","3.337","1.47","5.1587","null",
"89798","null","Antone Smith","RB","CHI","RB","CHI","null","2.8583","null","null","244","244","null","null","0.1426","null","null","null","6.0569","0","6.5986","null",
"89802","null","Ryan Succop","K","TEN","K","TEN","null","7.0602","null","null","151","151","null","null","0.5108","null","null","null","9.4505","3","4.8579","null",
"100001","null","Falcons","DST","ATL","DST","ATL","null","7.7788","null","null","138","138","null","null","0.4435","null","null","null","8.0518","6.1441","5.3003","null",
"100003","null","Bills","DST","BUF","DST","BUF","null","8.7127","null","null","112","112","null","null","1.0197","null","null","null","9.2419","4.35","3.9851","null",
"100004","null","Panthers","DST","CAR","DST","CAR","null","6.6487","null","null","166","166","null","null","0.1409","null","null","null","7.1338","5.1","6.4655","null",
"100005","null","Bears","DST","CHI","DST","CHI","null","3.9777","null","null","217","217","null","null","0.1441","null","null","null","5.2202","2.3","3.2663","null",
"100006","null","Bengals","DST","CIN","DST","CIN","null","8.8309","null","null","109","109","null","null","0.5852","null","null","null","11.6786","7.0851","7.5523","null",
"100007","null","Browns","DST","CLE","DST","CLE","null","3.7842","null","null","221","221","null","null","null","null","null","null","5.0251","0","8.5754","null",
"100008","null","Cowboys","DST","DAL","DST","DAL","null","6.6979","null","null","161","161","null","null","0.0322","null","null","null","8.4911","4.1","3.7187","null",
"100009","null","Broncos","DST","DEN","DST","DEN","null","9.7406","null","null","93","93","null","null","0.651","null","null","null","10.987","5.6654","7.7357","null",
"100011","null","Packers","DST","GB","DST","GB","null","6.7166","null","null","160","160","null","null","0.0263","null","null","null","7.5053","4.7411","6.2793","null",
"100012","null","Titans","DST","TEN","DST","TEN","null","6.2522","null","null","177","177","null","null","0.2491","null","null","null","6.8864","3.2","4.9705","null",
"100014","null","Colts","DST","IND","DST","IND","null","5.952","null","null","184","184","null","null","0.4924","null","null","null","6.7512","4.8436","3.8028","null",
"100015","null","Jaguars","DST","JAC","DST","JAC","null","5.3509","null","null","195","195","null","null","1.1792","null","null","null","6.7721","4.3","5.2308","null",
"100017","null","Rams","DST","STL","DST","STL","null","9.3325","null","null","98","98","null","null","0.4869","null","null","null","26.8712","7.6","7.5702","null",
"100018","null","Raiders","DST","OAK","DST","OAK","null","5.5014","null","null","189","189","null","null","0.117","null","null","null","5.8281","4.1","6.0046","null",
"100019","null","Dolphins","DST","MIA","DST","MIA","null","6.5127","null","null","171","171","null","null","0.1351","null","null","null","6.9643","5.9","6.7148","null",
"100020","null","Vikings","DST","MIN","DST","MIN","null","7.6072","null","null","141","141","null","null","0.5456","null","null","null","8.4812","6","2.9979","null",
"100021","null","Patriots","DST","NE","DST","NE","null","7.0597","null","null","152","152","null","null","0.3524","null","null","null","8.4071","4.6902","5.2495","null",
"100022","null","Saints","DST","NO","DST","NO","null","7.0635","null","null","150","150","null","null","0.1754","null","null","null","9.5184","3.7864","6.8976","null",
"100023","null","Giants","DST","NYG","DST","NYG","null","6.6826","null","null","162","162","null","null","0.1019","null","null","null","7.2615","3.0377","2.1433","null",
"100024","null","Jets","DST","NYJ","DST","NYJ","null","8.8445","null","null","108","108","null","null","0.0726","null","null","null","10.6472","4.0331","9.1382","null",
"100025","null","Eagles","DST","PHI","DST","PHI","null","8.8467","null","null","107","107","null","null","0.009","null","null","null","10.3921","6.4","3.2409","null",
"100027","null","Steelers","DST","PIT","DST","PIT","null","6.503","null","null","172","172","null","null","0.3498","null","null","null","7.4486","5.07","4.3998","null",
"100028","null","Chargers","DST","SD","DST","SD","null","5.4178","null","null","193","193","null","null","0.5595","null","null","null","7.127","2.8","4.2543","null",
"100029","null","49ers","DST","SF","DST","SF","null","4.3657","null","null","207","207","null","null","0.4354","null","null","null","6.4842","2.6","3.7058","null",
"100031","null","Buccaneers","DST","TB","DST","TB","null","6.0542","null","null","182","182","null","null","0.3275","null","null","null","6.5883","3.9554","2.0397","null",
"100032","null","Redskins","DST","WAS","DST","WAS","null","3.8829","null","null","218","218","null","null","null","null","null","null","4.181","1.3","2.7991","null",
"163982","null","Will Johnson","RB","PIT","RB","PIT","null","0.9674","null","null","322","322","null","null","0.0466","null","null","null","1.7676","0.12","7.3154","null",
"238445","null","Frank Summers","RB","FA","RB","FA","null","0","null","null","423","749","null","null","0","null","null","null","0","0","null","null",
"238457","null","Zach Miller","TE","CHI","TE","CHI","null","0.2216","null","null","386","386","null","null","0.0117","null","null","null","0.333","0.07","6.6371","null",
"238498","null","Julian Edelman","WR","NE","WR","NE","null","15.4761","null","null","29","29","null","null","1.0945","null","null","null","17.5938","12.46","4.7564","null",
"496812","null","Erik Lorig","RB","FA","RB","FA","null","0","null","null","423","749","null","null","0","null","null","null","0","0","null","null",
"497095","null","Sam Bradford","QB","PHI","QB","PHI","null","15.175","null","null","30","30","null","null","0.3782","null","null","null","17.4083","9.2315","5.1086","null",
"497108","null","Jimmy Clausen","QB","CHI","QB","CHI","null","0.3469","null","null","370","370","null","null","0.0344","null","null","null","0.567","0","4.4909","null",
"497117","null","Mike Kafka","QB","FA","QB","FA","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"497121","null","Thad Lewis","QB","PHI","QB","PHI","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"497123","null","Colt McCoy","QB","WAS","QB","WAS","null","1.1858","null","null","303","303","null","null","0.0587","null","null","null","2.2427","0","6.5403","null",
"497135","null","Tim Tebow","QB","FA","QB","FA","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"497149","null","LeGarrette Blount","RB","NE","RB","NE","null","11.6247","null","null","70","70","null","null","0.9464","null","null","null","12.8013","8.36","4.4189","null",
"497172","null","Anthony Dixon","RB","BUF","RB","BUF","null","1.1655","null","null","306","306","null","null","0.1406","null","null","null","2.592","0","2.2868","null",
"497174","null","Jonathan Dwyer","RB","FA","RB","FA","null","0","null","null","423","749","null","null","0","null","null","null","0","0","null","null",
"497176","null","Toby Gerhart","RB","JAC","RB","JAC","null","1.8851","null","null","278","278","null","null","0.1682","null","null","null","2.4059","0.5817","4.8738","null",
"497188","null","Ryan Mathews","RB","PHI","RB","PHI","null","6.9028","null","null","154","154","null","null","0.4442","null","null","null","8.703","3.6497","4.108","null",
"497190","null","Dexter McCluster","RB","TEN","RB","TEN","null","7.7878","null","null","136","136","null","null","0.3073","null","null","null","8.633","6.08","3.8187","null",
"497192","null","Joe McKnight","RB","FA","RB","FA","null","0","null","null","423","749","null","null","0","null","null","null","0","0","null","null",
"497204","null","C.J. Spiller","RB","NO","RB","NO","null","8.3127","null","null","117","117","null","null","0.1824","null","null","null","11.2463","4.277","9.0616","null",
"497206","null","James Starks","RB","GB","RB","GB","null","5.4714","null","null","192","192","null","null","0.412","null","null","null","6.3183","2.6702","1.941","null",
"497208","null","Ben Tate","RB","FA","RB","FA","null","0","null","null","423","749","null","null","0","null","null","null","0","0","null","null",
"497218","null","Trindon Holliday","WR","FA","WR","FA","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"497224","null","Ed Dickson","TE","CAR","TE","CAR","null","2.3206","null","null","268","268","null","null","0.089","null","null","null","2.6944","1.31","4.6104","null",
"497226","null","Jim Dray","TE","CLE","TE","CLE","null","1.5638","null","null","285","285","null","null","0.0328","null","null","null","2.4246","0.34","1.8819","null",
"497240","null","Rob Gronkowski","TE","NE","TE","NE","null","15.0144","null","null","31","31","null","null","2.836","null","null","null","17.6588","12.02","8.7215","null",
"497242","null","Clay Harbor","TE","JAC","TE","JAC","null","1.3327","null","null","295","295","null","null","0.0831","null","null","null","2.9016","0.18","4.2303","null",
"497246","null","Michael Hoomanawanui","TE","NO","TE","NO","null","1.042","null","null","316","316","null","null","0.0481","null","null","null","2.025","0","3.0677","null",
"497250","null","Anthony McCoy","TE","WAS","TE","WAS","null","0.1613","null","null","394","394","null","null","0.0129","null","null","null","0.3233","0","5.9436","null",
"497256","null","Tony Moeaki","TE","ATL","TE","ATL","null","0.5892","null","null","355","355","null","null","0.155","null","null","null","1.0092","0","4.0446","null",
"497258","null","Andrew Quarless","TE","GB","TE","GB","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"497260","null","Seyi Ajirotutu","WR","PHI","WR","PHI","null","0.1431","null","null","398","398","null","null","0.0812","null","null","null","0.3234","0","7.4358","null",
"497270","null","Arrelious Benn","WR","JAC","WR","JAC","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"497278","null","Dez Bryant","WR","DAL","WR","DAL","null","13.4249","null","null","50","50","null","null","0.2239","null","null","null","15.9782","10.16","6.9631","null",
"497282","null","Riley Cooper","WR","PHI","WR","PHI","null","4.6458","null","null","205","205","null","null","0.3414","null","null","null","5.9928","2.4829","4.7603","null",
"497284","null","Eric Decker","WR","NYJ","WR","NYJ","null","12.3544","null","null","57","57","null","null","0.0744","null","null","null","15.859","10.62","4.1496","null",
"497286","null","Marcus Easley","WR","BUF","WR","BUF","null","0.8559","null","null","328","328","null","null","0.05","null","null","null","1.2713","0.172","6.372","null",
"497288","null","Jacoby Ford","WR","FA","WR","FA","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"497302","null","Brandon LaFell","WR","NE","WR","NE","null","9.6589","null","null","94","94","null","null","0.4278","null","null","null","10.8025","6.8944","2.6752","null",
"497312","null","Preston Parker","WR","FA","WR","FA","null","0.7969","null","null","333","333","null","null","0.0352","null","null","null","1.5203","0","3.6545","null",
"497320","null","Andre Roberts","WR","WAS","WR","WAS","null","0.9906","null","null","321","321","null","null","0.1588","null","null","null","2.489","0.1655","4.0437","null",
"497322","null","Emmanuel Sanders","WR","DEN","WR","DEN","null","14.2232","null","null","39","39","null","null","0.4554","null","null","null","15.0897","12.84","5.1296","null",
"497328","null","Demaryius Thomas","WR","DEN","WR","DEN","null","16.5841","null","null","21","21","null","null","0.6746","null","null","null","18.3849","14.13","5.76","null",
"497336","null","Damian Williams","WR","FA","WR","FA","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"1037347","null","Joe Webb","QB","CAR","QB","CAR","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"1037366","null","Michael Palmer","TE","FA","TE","FA","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"1037847","null","Deji Karim","RB","FA","RB","FA","null","0","null","null","423","749","null","null","0","null","null","null","0","0","null","null",
"1037885","null","Marc Mariani","WR","CHI","WR","CHI","null","2.6125","null","null","255","255","null","null","0.2103","null","null","null","3.9107","0.72","2.0115","null",
"2495139","null","Charles Clay","TE","BUF","TE","BUF","null","9.0566","null","null","105","105","null","null","0.3724","null","null","null","12.0755","7.31","4.8603","null",
"2495143","null","Andy Dalton","QB","CIN","QB","CIN","null","18.7238","null","null","10","10","null","null","1.0913","null","null","null","19.9502","15.93","3.3223","null",
"2495150","null","Kai Forbath","K","NO","K","NO","null","8.1033","null","null","127","127","null","null","0.0755","null","null","null","12.5626","0","9.8383","null",
"2495158","null","Leonard Hankerson","WR","ATL","WR","ATL","null","1.1291","null","null","307","307","null","null","0.0496","null","null","null","2.0384","0","1.8436","null",
"2495159","null","Dwayne Harris","WR","NYG","WR","NYG","null","6.6495","null","null","165","165","null","null","0.0876","null","null","null","8.2275","3.3251","6.814","null",
"2495161","null","Roy Helu","RB","OAK","RB","OAK","null","2.363","null","null","263","263","null","null","0.0437","null","null","null","4.6174","0.07","4.406","null",
"2495162","null","Alex Henery","K","FA","K","FA","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"2495172","null","Kendall Hunter","RB","FA","RB","FA","null","0","null","null","423","749","null","null","0","null","null","null","0","0","null","null",
"2495179","null","Jerrel Jernigan","WR","FA","WR","FA","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"2495186","null","Colin Kaepernick","QB","SF","QB","SF","null","1.2297","null","null","300","300","null","null","0.0503","null","null","null","2.7022","-0.0181","2.7819","null",
"2495187","null","Lance Kendricks","TE","STL","TE","STL","null","2.7642","null","null","247","247","null","null","0.0649","null","null","null","3.7185","1.4052","2.8935","null",
"2495189","null","Jeremy Kerley","WR","NYJ","WR","NYJ","null","6.0962","null","null","180","180","null","null","0.2282","null","null","null","6.3864","4.4","5.5562","null",
"2495192","null","Greg Little","WR","FA","WR","FA","null","0.0631","null","null","406","406","null","null","0.0052","null","null","null","0.1222","0","8.0866","null",
"2495194","null","Jake Locker","QB","FA","QB","FA","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"2495207","null","DeMarco Murray","RB","PHI","RB","PHI","null","14.3871","null","null","37","37","null","null","0.2144","null","null","null","17.3156","10","7.1351","null",
"2495211","null","Niles Paul","TE","WAS","TE","WAS","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"2495212","null","Austin Pettis","WR","FA","WR","FA","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"2495215","null","Christian Ponder","QB","FA","QB","FA","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"2495223","null","Greg Salas","WR","FA","WR","FA","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"2495234","null","Luke Stocker","TE","TB","TE","TB","null","0.2779","null","null","382","382","null","null","0.0365","null","null","null","0.4763","0.1","7.2335","null",
"2495240","null","Tyrod Taylor","QB","BUF","QB","BUF","null","17.4828","null","null","16","16","null","null","0.0839","null","null","null","19.1581","13.4271","4.0755","null",
"2495241","null","Daniel Thomas","RB","FA","RB","FA","null","0","null","null","423","749","null","null","0","null","null","null","0","0","null","null",
"2495258","null","Matt Asiata","RB","MIN","RB","MIN","null","2.2932","null","null","269","269","null","null","0.1385","null","null","null","2.9324","1.0087","5.5272","null",
"2495259","null","Dan Bailey","K","DAL","K","DAL","null","8.168","null","null","123","123","null","null","0.0143","null","null","null","9.6914","6.4923","3.7713","null",
"2495267","null","Jordan Cameron","TE","MIA","TE","MIA","null","6.8447","null","null","155","155","null","null","0.1088","null","null","null","7.8849","4.75","5.5707","null",
"2495288","null","Virgil Green","TE","DEN","TE","DEN","null","1.5456","null","null","288","288","null","null","0.0429","null","null","null","2.9131","0.2","1.8246","null",
"2495314","null","Bruce Miller","RB","SF","RB","SF","null","1.6188","null","null","283","283","null","null","0.0307","null","null","null","2.1358","0.4519","4.2531","null",
"2495315","null","Denarius Moore","WR","BUF","WR","BUF","null","0.4553","null","null","363","363","null","null","0.0829","null","null","null","0.9984","-0.0983","4.8201","null",
"2495328","null","Bilal Powell","RB","NYJ","RB","NYJ","null","0.9517","null","null","324","324","null","null","0.0823","null","null","null","2.3725","0","4.1984","null",
"2495331","null","Aldrick Robinson","WR","FA","WR","FA","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"2495338","null","Dane Sanzenbacher","WR","FA","WR","FA","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"2495347","null","Lee Smith","TE","OAK","TE","OAK","null","1.489","null","null","291","291","null","null","0.0998","null","null","null","2.1583","0.4214","3.1038","null",
"2495353","null","Julius Thomas","TE","JAC","TE","JAC","null","8.7638","null","null","111","111","null","null","0.1839","null","null","null","13.007","5.23","7.94","null",
"2495425","null","Scott Tolzien","QB","GB","QB","GB","null","0.5024","null","null","361","361","null","null","0.0737","null","null","null","0.8951","0","4.0309","null",
"2495438","null","Kyle Rudolph","TE","MIN","TE","MIN","null","5.6256","null","null","188","188","null","null","0.5626","null","null","null","7.4098","3","4.8167","null",
"2495441","null","Blaine Gabbert","QB","SF","QB","SF","null","13.873","null","null","43","43","null","null","0.4447","null","null","null","15.0737","11.589","4.0398","null",
"2495443","null","Ryan Mallett","QB","FA","QB","FA","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"2495448","null","Randall Cobb","WR","GB","WR","GB","null","13.4467","null","null","48","48","null","null","0.0589","null","null","null","15.473","10.26","6.1392","null",
"2495449","null","Tandon Doss","WR","FA","WR","FA","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"2495450","null","A.J. Green","WR","CIN","WR","CIN","null","16.2108","null","null","26","26","null","null","0.6686","null","null","null","18.3077","12.19","5.9697","null",
"2495453","null","Andre Holmes","WR","OAK","WR","OAK","null","3.8405","null","null","220","220","null","null","0.1356","null","null","null","5.1484","2.2428","4.1476","null",
"2495454","null","Julio Jones","WR","ATL","WR","ATL","null","18.6637","null","null","11","11","null","null","0.6871","null","null","null","20.8612","16.03","5.8493","null",
"2495455","null","Cam Newton","QB","CAR","QB","CAR","null","19.8685","null","null","5","5","null","null","0.2742","null","null","null","21.0511","16.838","3.3255","null",
"2495459","null","Torrey Smith","WR","SF","WR","SF","null","7.1318","null","null","149","149","null","null","0.23","null","null","null","8.694","4.4482","3.5995","null",
"2495461","null","Shaun Draughn","RB","CLE","RB","CLE","null","3.5992","null","null","226","226","null","null","0.0858","null","null","null","6.1972","0.4258","7.2536","null",
"2495466","null","Mark Ingram","RB","NO","RB","NO","null","15.7207","null","null","27","27","null","null","1.2716","null","null","null","17.8722","13.7577","5.4697","null",
"2495467","null","Taiwan Jones","RB","OAK","RB","OAK","null","3.0613","null","null","237","237","null","null","0.0967","null","null","null","3.9984","0.4737","2.0386","null",
"2495468","null","Mikel Leshoure","RB","FA","RB","FA","null","0","null","null","423","749","null","null","0","null","null","null","0","0","null","null",
"2495469","null","Dion Lewis","RB","NE","RB","NE","null","13.9041","null","null","42","42","null","null","0.0597","null","null","null","15.9702","12.14","2.812","null",
"2495470","null","Stevan Ridley","RB","NYJ","RB","NYJ","null","1.9566","null","null","277","277","null","null","0.1066","null","null","null","3.8747","0","3.0812","null",
"2495471","null","Jacquizz Rodgers","RB","CHI","RB","CHI","null","0","null","null","423","749","null","null","0","null","null","null","0","0","null","null",
"2495472","null","Jordan Todman","RB","PIT","RB","PIT","null","2.1255","null","null","275","275","null","null","0.2046","null","null","null","3.6943","0.13","4.8273","null",
"2495473","null","Shane Vereen","RB","NYG","RB","NYG","null","8.3018","null","null","118","118","null","null","0.4284","null","null","null","9.3883","5.8357","4.2315","null",
"2495474","null","Ryan Williams","RB","FA","RB","FA","null","0","null","null","423","749","null","null","0","null","null","null","0","0","null","null",
"2495558","null","Dwayne Bowe","WR","CLE","WR","CLE","null","2.3521","null","null","264","264","null","null","0.012","null","null","null","3.8292","0.24","2.0201","null",
"2495560","null","Ahmad Bradshaw","RB","IND","RB","IND","null","4.4542","null","null","206","206","null","null","0.509","null","null","null","5.4891","0.7842","3.8142","null",
"2495573","null","Scott Chandler","TE","NE","TE","NE","null","3.3442","null","null","232","232","null","null","0.4324","null","null","null","4.045","1.5","2.5054","null",
"2495620","null","Clark Harris","TE","CIN","TE","CIN","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"2495651","null","Jacoby Jones","WR","FA","WR","FA","null","0.6391","null","null","351","351","null","null","0.0673","null","null","null","1.2739","0","7.3686","null",
"2495660","null","Brian Leonard","RB","FA","RB","FA","null","0","null","null","423","749","null","null","0","null","null","null","0","0","null","null",
"2495676","null","Robert Meachem","WR","FA","WR","FA","null","0","null","null","423","423","null","null","0","null","null","null","0","0","null","null",
"2495700","null","Greg Olsen","TE","CAR","TE","CAR","null","12.2007","null","null","62","62","null","null","0.5437","null","null","null","15.2186","7.29","8.6885","null",
