playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2495700","null","Greg Olsen","TE","CAR","TE","CAR","null","12.0365","null","null","60","60","null","null","0.9096","null","null","null","14.4676","8.52","8.6276","null",
"2495724","null","Dante Rosario","TE","FA","TE","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2495748","null","Drew Stanton","QB","ARI","QB","ARI","null","0.7393","null","null","380","380","null","null","0.0389","null","null","null","1.2596","0","3.7652","null",
"2495801","null","Miles Austin","WR","PHI","WR","PHI","null","3.3492","null","null","269","269","null","null","0.188","null","null","null","3.669","2.246","6.6654","null",
"2495802","null","Jason Avant","WR","KC","WR","KC","null","2.4271","null","null","300","300","null","null","0.1231","null","null","null","3.7056","0.71","6.3548","null",
"2495821","null","Marques Colston","WR","NO","WR","NO","null","6.3394","null","null","181","181","null","null","0.0779","null","null","null","8.2053","0","7.4851","null",
"2495826","null","Vernon Davis","TE","SF","TE","SF","null","4.9121","null","null","221","221","null","null","1.0183","null","null","null","5.8873","3.0022","4.0119","null",
"2495831","null","Maurice Jones-Drew","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2495835","null","Anthony Fasano","TE","TEN","TE","TEN","null","3.6773","null","null","258","258","null","null","0.234","null","null","null","3.8997","3.0478","6.564","null",
"2495838","null","Bruce Gradkowski","QB","PIT","QB","PIT","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2495843","null","Derek Hagan","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2495863","null","Tarvaris Jackson","QB","SEA","QB","SEA","null","0.2786","null","null","424","424","null","null","0.0337","null","null","null","0.4132","0","4.9315","null",
"2495867","null","Greg Jennings","WR","MIA","WR","MIA","null","3.1741","null","null","273","273","null","null","0.1457","null","null","null","4.4298","2.0022","2.7157","null",
"2495888","null","Marcedes Lewis","TE","JAC","TE","JAC","null","2.3684","null","null","303","303","null","null","0.1562","null","null","null","3.6349","1.4509","2.6469","null",
"2495893","null","Brandon Marshall","WR","NYJ","WR","NYJ","null","14.2592","null","null","41","41","null","null","0.1671","null","null","null","16.5273","10.1459","6.3261","null",
"2495966","null","Delanie Walker","TE","TEN","TE","TEN","null","10.1036","null","null","85","85","null","null","0.4321","null","null","null","14.9563","6.85","9.7019","null",
"2495974","null","Charlie Whitehurst","QB","TEN","QB","TEN","null","0.8593","null","null","371","371","null","null","0.1302","null","null","null","1.5001","-0.1379","2.5361","null",
"2495979","null","DeAngelo Williams","RB","PIT","RB","PIT","null","3.4172","null","null","267","267","null","null","0.1876","null","null","null","5.4829","1.8817","1.8499","null",
"2499248","null","Kris Durham","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2499277","null","David Ausberry","TE","FA","TE","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2500351","null","Phil Dawson","K","SF","K","SF","null","8.3649","null","null","128","128","null","null","0.2687","null","null","null","9.471","6.744","3.281","null",
"2501078","null","Matt Hasselbeck","QB","IND","QB","IND","null","1.1621","null","null","342","342","null","null","0.024","null","null","null","2.0064","-0.0689","3.1707","null",
"2503471","null","Adam Vinatieri","K","IND","K","IND","null","9.4799","null","null","95","95","null","null","0.2863","null","null","null","10.5066","7.731","6.3941","null",
"2504162","null","Shayne Graham","K","FA","K","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2504211","null","Tom Brady","QB","NE","QB","NE","null","19.9748","null","null","6","6","null","null","0.8214","null","null","null","21.3937","16.038","4.1703","null",
"2504257","null","Sebastian Janikowski","K","OAK","K","OAK","null","7.5777","null","null","150","150","null","null","0.5553","null","null","null","8.5922","6.3252","6.7284","null",
"2504343","null","Jay Feely","K","FA","K","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2504531","null","Michael Vick","QB","PIT","QB","PIT","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2504595","null","Steve Smith","WR","BAL","WR","BAL","null","12.6987","null","null","55","55","null","null","0.3191","null","null","null","14.5018","10.29","4.9328","null",
"2504743","null","Santana Moss","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2504747","null","Reggie Wayne","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2504775","null","Drew Brees","QB","NO","QB","NO","null","19.7235","null","null","7","7","null","null","1.2849","null","null","null","21.4039","16.8312","3.9785","null",
"2504797","null","Matt Bryant","K","ATL","K","ATL","null","9.0152","null","null","105","105","null","null","0.098","null","null","null","10.2455","6.9408","5.376","null",
"2504833","null","Shaun Hill","QB","MIN","QB","MIN","null","0.8948","null","null","370","370","null","null","0.0956","null","null","null","1.598","0","3.6178","null",
"2504941","null","Billy Cundiff","K","FA","K","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2505076","null","Josh McCown","QB","CLE","QB","CLE","null","16.3379","null","null","18","18","null","null","0.2097","null","null","null","17.9089","13.2706","2.3875","null",
"2505245","null","Carson Palmer","QB","ARI","QB","ARI","null","21.0344","null","null","2","2","null","null","0.2098","null","null","null","22.0922","19.4406","4.4875","null",
"2505299","null","Antonio Gates","TE","SD","TE","SD","null","9.1699","null","null","102","102","null","null","0.5493","null","null","null","10.4565","4.4606","6.0308","null",
"2505310","null","Kassim Osgood","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2505354","null","Tony Romo","QB","DAL","QB","DAL","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2505459","null","Josh Brown","K","NYG","K","NYG","null","9.2312","null","null","101","101","null","null","0.1456","null","null","null","9.7724","7.7962","7.7047","null",
"2505551","null","Andre Johnson","WR","IND","WR","IND","null","6.6559","null","null","171","171","null","null","0.272","null","null","null","8.9913","3.3989","5.677","null",
"2505587","null","Anquan Boldin","WR","SF","WR","SF","null","10.9682","null","null","73","73","null","null","0.0507","null","null","null","14.6787","6.86","7.4102","null",
"2505629","null","Jason Witten","TE","DAL","TE","DAL","null","10.7669","null","null","77","77","null","null","0.4752","null","null","null","13.9203","8.38","7.6391","null",
"2505785","null","Malcom Floyd","WR","SD","WR","SD","null","7.6506","null","null","146","146","null","null","0.1679","null","null","null","8.4085","5.9236","3.22","null",
"2505790","null","Wes Welker","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2505936","null","Steven Jackson","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2505982","null","Matt Schaub","QB","BAL","QB","BAL","null","0.2249","null","null","431","431","null","null","0.0263","null","null","null","0.4214","-0.126","4.8871","null",
"2505996","null","Eli Manning","QB","NYG","QB","NYG","null","18.294","null","null","11","11","null","null","0.3258","null","null","null","19.1648","16.8137","4.0191","null",
"2506004","null","Jerricho Cotchery","WR","CAR","WR","CAR","null","4.8835","null","null","223","223","null","null","0.078","null","null","null","6.6036","3.0151","1.9351","null",
"2506053","null","Luke McCown","QB","NO","QB","NO","null","0.1558","null","null","440","440","null","null","0.1368","null","null","null","0.2418","0","5.2518","null",
"2506106","null","Larry Fitzgerald","WR","ARI","WR","ARI","null","15.4811","null","null","25","25","null","null","0.8447","null","null","null","16.857","12.0017","4.2541","null",
"2506109","null","Ben Roethlisberger","QB","PIT","QB","PIT","null","5.4634","null","null","209","209","null","null","3.8603","null","null","null","11.8423","-0.104","10.0204","null",
"2506121","null","Philip Rivers","QB","SD","QB","SD","null","20.3665","null","null","5","5","null","null","0.5173","null","null","null","21.3447","18.7405","4.3276","null",
"2506122","null","Benjamin Watson","TE","NO","TE","NO","null","6.7798","null","null","166","166","null","null","0.0919","null","null","null","7.8875","5.09","2.7865","null",
"2506149","null","Shaun Suisham","K","PIT","K","PIT","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2506194","null","Nick Novak","K","HOU","K","HOU","null","7.2401","null","null","157","157","null","null","0.475","null","null","null","9.0925","0","7.2734","null",
"2506222","null","Josh Cribbs","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2506287","null","Lance Moore","WR","DET","WR","DET","null","4.8999","null","null","222","222","null","null","0.0331","null","null","null","7.1422","1.8679","3.2869","null",
"2506313","null","Nate Washington","WR","HOU","WR","HOU","null","7.2388","null","null","158","158","null","null","0.3757","null","null","null","8.9605","3.9864","3.1785","null",
"2506340","null","Alex Smith","QB","KC","QB","KC","null","16.1926","null","null","19","19","null","null","0.3031","null","null","null","17.4479","13.8871","2.5601","null",
"2506341","null","Ronnie Brown","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2506364","null","Jason Campbell","QB","FA","QB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2506366","null","Roddy White","WR","ATL","WR","ATL","null","6.4081","null","null","179","179","null","null","0.0585","null","null","null","8.3742","3.6598","4.5749","null",
"2506369","null","Heath Miller","TE","PIT","TE","PIT","null","6.258","null","null","184","184","null","null","0.3819","null","null","null","7.2364","4.5697","4.3432","null",
"2506400","null","Vincent Jackson","WR","TB","WR","TB","null","10.6452","null","null","78","78","null","null","0.0816","null","null","null","12.5826","8.4509","4.6943","null",
"2506404","null","Frank Gore","RB","IND","RB","IND","null","12.7188","null","null","54","54","null","null","0.8805","null","null","null","14.1666","10.163","5.1349","null",
"2506410","null","Alex Smith","TE","NO","TE","NO","null","0.8128","null","null","375","375","null","null","0.0535","null","null","null","1.8633","0","3.6635","null",
"2506444","null","Kyle Orton","QB","FA","QB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2506467","null","Darren Sproles","RB","PHI","RB","PHI","null","6.6976","null","null","170","170","null","null","0.5295","null","null","null","7.2811","4.952","2.3749","null",
"2506481","null","Dan Orlovsky","QB","DET","QB","DET","null","0.5304","null","null","397","397","null","null","0.066","null","null","null","0.9721","0","4.4804","null",
"2506546","null","Derek Anderson","QB","CAR","QB","CAR","null","0.3911","null","null","412","412","null","null","0.0916","null","null","null","0.6837","0","4.8618","null",
"2506562","null","Matt Cassel","QB","DAL","QB","DAL","null","15.0832","null","null","29","29","null","null","0.0949","null","null","null","18.0395","8.7957","4.7077","null",
"2506581","null","Ryan Fitzpatrick","QB","NYJ","QB","NYJ","null","16.6331","null","null","16","16","null","null","0.3679","null","null","null","18.6628","12.094","4.1346","null",
"2506619","null","Daniel Fells","TE","NYG","TE","NYG","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2506677","null","Matt Prater","K","DET","K","DET","null","7.8595","null","null","141","141","null","null","0.055","null","null","null","8.7459","6.4578","3.9143","null",
"2506817","null","Montell Owens","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2506871","null","Fred Jackson","RB","SEA","RB","SEA","null","3.0597","null","null","277","277","null","null","0.129","null","null","null","5.633","0","4.2094","null",
"2506874","null","Reggie Bush","RB","SF","RB","SF","null","3.6812","null","null","257","257","null","null","0.1323","null","null","null","5.5821","1.503","2.5418","null",
"2506885","null","Santonio Holmes","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2506895","null","Kellen Clemens","QB","SD","QB","SD","null","0.7188","null","null","381","381","null","null","0.1126","null","null","null","1.1728","0","3.6687","null",
"2506897","null","Devin Hester","WR","ATL","WR","ATL","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2506916","null","Brad Smith","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2506922","null","Stephen Gostkowski","K","NE","K","NE","null","9.7315","null","null","91","91","null","null","0.376","null","null","null","10.7864","8.2803","8.1367","null",
"2507029","null","Eric Weems","WR","ATL","WR","ATL","null","0.3121","null","null","420","420","null","null","0.007","null","null","null","0.8559","0","6.9381","null",
"2507141","null","Pierre Thomas","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2507164","null","Adrian Peterson","RB","MIN","RB","MIN","null","15.7409","null","null","22","22","null","null","0.3223","null","null","null","17.3676","12.46","6.0387","null",
"2507166","null","Ted Ginn","WR","CAR","WR","CAR","null","8.9627","null","null","108","108","null","null","0.0561","null","null","null","10.4954","6.63","3.8887","null",
"2507170","null","Zach Miller","TE","FA","TE","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2507182","null","Matt Spaeth","TE","PIT","TE","PIT","null","0.3772","null","null","414","414","null","null","0.0384","null","null","null","0.7293","0","5.0401","null",
"2507192","null","Michael Bush","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2507218","null","Brent Celek","TE","PHI","TE","PHI","null","2.5924","null","null","293","293","null","null","0.0774","null","null","null","3.7263","0.5461","2.6365","null",
"2507225","null","Nick Folk","K","NYJ","K","NYJ","null","7.9475","null","null","137","137","null","null","0.0969","null","null","null","8.9022","6.4261","2.6794","null",
"2507237","null","Jordan Palmer","QB","FA","QB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2507278","null","Jackie Battle","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2507282","null","Matt Moore","QB","MIA","QB","MIA","null","0.1863","null","null","438","438","null","null","0.0895","null","null","null","0.3283","-0.06","4.9921","null",
"2507374","null","Steven Hauschka","K","SEA","K","SEA","null","9.156","null","null","103","103","null","null","0.1853","null","null","null","9.5885","7.361","4.0994","null",
"2507401","null","Dan Carpenter","K","BUF","K","BUF","null","8.4329","null","null","125","125","null","null","0.0618","null","null","null","9.687","6.4829","2.6399","null",
"2507405","null","Matthew Mulligan","TE","BUF","TE","BUF","null","0.2166","null","null","434","434","null","null","0.0161","null","null","null","0.4461","0.01","6.1876","null",
"2507428","null","Mike Tolbert","RB","CAR","RB","CAR","null","3.3494","null","null","268","268","null","null","0.2646","null","null","null","4.0186","1.4369","4.6948","null",
"2507463","null","Connor Barth","K","TB","K","TB","null","6.7253","null","null","168","168","null","null","0.2409","null","null","null","8.5479","0","5.8298","null",
"2507486","null","Kellen Davis","TE","NYJ","TE","NYJ","null","1.0346","null","null","353","353","null","null","0.0268","null","null","null","1.834","0.01","4.7481","null",
"2507585","null","Will Taufoou","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2507596","null","Marcus Thigpen","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2507596","null","Marcus Thigpen","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2507737","null","Darrel Young","RB","WAS","RB","WAS","null","1.4661","null","null","330","330","null","null","0.3456","null","null","null","2.6214","0","6.6161","null",
"2507763","null","Mike Wallace","WR","MIN","WR","MIN","null","10.8937","null","null","76","76","null","null","0.273","null","null","null","15.0238","7.8653","6.0992","null",
"2507779","null","Donald Brown","RB","SD","RB","SD","null","0.9946","null","null","361","361","null","null","0.0376","null","null","null","1.9987","0","7.0464","null",
"2507828","null","Logan Paulsen","TE","WAS","TE","WAS","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2507855","null","Victor Cruz","WR","NYG","WR","NYG","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2507883","null","Jeff Cumberland","TE","NYJ","TE","NYJ","null","2.2842","null","null","306","306","null","null","0.1904","null","null","null","3.3416","0.15","2.1599","null",
"2507884","null","David Nelson","WR","PIT","WR","PIT","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2507897","null","Alfonso Smith","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2507902","null","Marlon Moore","WR","CLE","WR","CLE","null","0.2201","null","null","433","433","null","null","0.0965","null","null","null","0.4708","0","6.965","null",
"2507999","null","Chris Ivory","RB","NYJ","RB","NYJ","null","13.5241","null","null","49","49","null","null","0.4485","null","null","null","15.2639","11.6","4.5884","null",
"2508020","null","Richie Brockel","TE","CAR","TE","CAR","null","0.005","null","null","469","469","null","null","0.005","null","null","null","0.007","0","7.1887","null",
"2508051","null","John Conner","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2508061","null","Antonio Brown","WR","PIT","WR","PIT","null","14.6334","null","null","37","37","null","null","0.2041","null","null","null","17.8758","10.5854","7.4286","null",
"2508096","null","Tyler Clutts","RB","DAL","RB","DAL","null","0.405","null","null","410","410","null","null","0.0329","null","null","null","0.7082","0.03","5.7908","null",
"2508097","null","Andrew Hawkins","WR","CLE","WR","CLE","null","6.1585","null","null","189","189","null","null","0.2452","null","null","null","7.0731","4.5241","2.2496","null",
"2508101","null","James Develin","RB","NE","RB","NE","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2508112","null","Rob Housler","TE","CLE","TE","CLE","null","1.5846","null","null","324","324","null","null","0.2186","null","null","null","2.41","0","3.2541","null",
"2508115","null","Vincent Brown","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2508123","null","T.J. Yates","QB","FA","QB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2508137","null","Ryan Taylor","TE","FA","TE","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2527672","null","Will Tukuafu","RB","SEA","RB","SEA","null","0.0537","null","null","459","459","null","null","0.0093","null","null","null","0.1083","0","7.4262","null",
"2528181","null","Bryan Walters","WR","JAC","WR","JAC","null","5.7453","null","null","200","200","null","null","0.1103","null","null","null","8.3643","1.402","6.6182","null",
"2530515","null","Chris Hogan","WR","BUF","WR","BUF","null","6.2877","null","null","182","182","null","null","0.0907","null","null","null","8.53","2.9077","5.9674","null",
"2530516","null","Robert Hughes","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2530575","null","Drew Davis","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2530598","null","Jeremy Ross","WR","BAL","WR","BAL","null","2.7071","null","null","287","287","null","null","0.1584","null","null","null","3.7101","0.6","2.7975","null",
"2530660","null","Kamar Aiken","WR","BAL","WR","BAL","null","7.4856","null","null","151","151","null","null","0.1263","null","null","null","8.792","1.9029","3.9561","null",
"2530690","null","DuJuan Harris","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2530699","null","Henry Hynoski","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2530700","null","Dontrelle Inman","WR","SD","WR","SD","null","1.4776","null","null","329","329","null","null","0.1113","null","null","null","2.7375","0.18","3.5736","null",
"2530713","null","Jeff Maehl","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2530720","null","Joseph Morgan","WR","NO","WR","NO","null","0.3477","null","null","417","417","null","null","0.0378","null","null","null","0.4439","0","7.7645","null",
"2530747","null","Doug Baldwin","WR","SEA","WR","SEA","null","8.3141","null","null","129","129","null","null","0.0763","null","null","null","9.4525","6.2614","3.3774","null",
"2530754","null","Brett Brackett","TE","FA","TE","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2530763","null","Patrick DiMarco","RB","ATL","RB","ATL","null","0.6163","null","null","393","393","null","null","0.0417","null","null","null","1.0787","0.04","7.6263","null",
"2530959","null","Marcus Harris","WR","NYG","WR","NYG","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2530990","null","Phillip Tanner","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2531049","null","Chris Matthews","WR","SEA","WR","SEA","null","2.6243","null","null","292","292","null","null","0.1594","null","null","null","3.7197","1.28","4.2175","null",
"2531218","null","Chase Reynolds","RB","STL","RB","STL","null","0.1468","null","null","443","443","null","null","0.0163","null","null","null","0.3668","0","6.3628","null",
"2531332","null","Terrelle Pryor","QB","FA","QB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2531332","null","Terrelle Pryor","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2532790","null","Travis Benjamin","WR","CLE","WR","CLE","null","12.2897","null","null","59","59","null","null","0.5703","null","null","null","15.034","10.0933","6.1262","null",
"2532797","null","Brandon Bolden","RB","NE","RB","NE","null","0.6509","null","null","389","389","null","null","0.0192","null","null","null","1.2873","0","3.9994","null",
"2532799","null","Jarrett Boykin","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2532807","null","Ryan Broyles","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2532809","null","LaRon Byrd","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2532820","null","Kirk Cousins","QB","WAS","QB","WAS","null","14.1435","null","null","43","43","null","null","5.1959","null","null","null","16.4302","10.2789","2.871","null",
"2532823","null","Juron Criner","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2532835","null","Rhett Ellison","TE","MIN","TE","MIN","null","1.9314","null","null","316","316","null","null","0.1483","null","null","null","2.8654","0.5799","4.4065","null",
"2532838","null","Coby Fleener","TE","IND","TE","IND","null","6.616","null","null","172","172","null","null","0.0952","null","null","null","7.7783","3","4.9049","null",
"2532841","null","Michael Floyd","WR","ARI","WR","ARI","null","8.3963","null","null","126","126","null","null","0.1019","null","null","null","10.786","3.778","6.9516","null",
"2532842","null","Nick Foles","QB","STL","QB","STL","null","14.8082","null","null","35","35","null","null","0.4771","null","null","null","16.2575","11.0009","3.0998","null",
"2532850","null","T.J. Graham","WR","NO","WR","NO","null","0.0486","null","null","461","461","null","null","0.0486","null","null","null","0.1049","0","8.6711","null",
"2532851","null","Cyrus Gray","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2532853","null","Ladarius Green","TE","SD","TE","SD","null","7.9111","null","null","139","139","null","null","0.7026","null","null","null","12.5033","4.56","10.8154","null",
"2532862","null","Junior Hemingway","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2532864","null","Dan Herron","RB","BUF","RB","BUF","null","2.6965","null","null","288","288","null","null","0.1007","null","null","null","4.4828","0.01","2.6968","null",
"2532865","null","T.Y. Hilton","WR","IND","WR","IND","null","13.9594","null","null","46","46","null","null","0.9572","null","null","null","16.606","11.27","5.819","null",
"2532876","null","A.J. Jenkins","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2532887","null","Jermaine Kearse","WR","SEA","WR","SEA","null","6.8949","null","null","163","163","null","null","0.1514","null","null","null","7.5965","4.0286","2.9562","null",
"2532888","null","Case Keenum","QB","STL","QB","STL","null","0.9061","null","null","368","368","null","null","0.0291","null","null","null","1.5906","-0.0689","5.2675","null",
"2532894","null","Ryan Lindley","QB","FA","QB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2532899","null","Doug Martin","RB","TB","RB","TB","null","11.8397","null","null","62","62","null","null","0.2008","null","null","null","13.7861","10.08","4.4479","null",
"2532900","null","Keshawn Martin","WR","NE","WR","NE","null","3.9488","null","null","251","251","null","null","0.2996","null","null","null","5.8075","0.1922","4.7945","null",
"2532903","null","Rishard Matthews","WR","MIA","WR","MIA","null","9.2676","null","null","99","99","null","null","0.279","null","null","null","10.2996","8","3.4882","null",
"2532917","null","Kellen Moore","QB","DAL","QB","DAL","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2532923","null","Chris Owusu","WR","NYJ","WR","NYJ","null","3.1484","null","null","274","274","null","null","0.257","null","null","null","4.3488","0.73","1.6058","null",
"2532926","null","Isaiah Pead","RB","FA","RB","FA","null","0.0199","null","null","464","464","null","null","0.0027","null","null","null","0.0365","0","7.6604","null",
"2532930","null","DeVier Posey","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2532933","null","Brian Quick","WR","STL","WR","STL","null","4.5931","null","null","234","234","null","null","0.3023","null","null","null","5.9814","2.21","3.3424","null",
"2532941","null","Gerell Robinson","TE","MIA","TE","MIA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2532956","null","Ryan Tannehill","QB","MIA","QB","MIA","null","18.147","null","null","12","12","null","null","0.359","null","null","null","19.2237","16.104","3.3326","null",
"2532960","null","Nick Toon","WR","STL","WR","STL","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2532968","null","Blair Walsh","K","MIN","K","MIN","null","8.2451","null","null","131","131","null","null","0.3416","null","null","null","8.7546","6.9072","6.4791","null",
"2532970","null","Brandon Weeden","QB","DAL","QB","DAL","null","0.682","null","null","385","385","null","null","0.1532","null","null","null","1.4316","0","7.3513","null",
"2532975","null","Russell Wilson","QB","SEA","QB","SEA","null","20.9713","null","null","3","3","null","null","0.4491","null","null","null","22.0137","18.4123","3.1963","null",
"2532977","null","Kendall Wright","WR","TEN","WR","TEN","null","9.88","null","null","88","88","null","null","0.527","null","null","null","10.9406","7.4377","3.6206","null",
"2532978","null","Jarius Wright","WR","MIN","WR","MIN","null","4.2158","null","null","244","244","null","null","0.1618","null","null","null","5.3551","3.076","3.6348","null",
"2532991","null","Evan Rodriguez","TE","FA","TE","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2533012","null","Vick Ballard","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2533028","null","James Hanna","TE","DAL","TE","DAL","null","0.227","null","null","430","430","null","null","0.0107","null","null","null","0.4302","0.01","6.0585","null",
"2533030","null","Jonas Gray","RB","MIA","RB","MIA","null","1.9401","null","null","315","315","null","null","0.1202","null","null","null","2.7813","0","3.1871","null",
"2533031","null","Andrew Luck","QB","IND","QB","IND","null","21.8982","null","null","1","1","null","null","0.8954","null","null","null","23.0613","20.0216","4.3722","null",
"2533032","null","Trent Richardson","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2533033","null","Robert Griffin","QB","WAS","QB","WAS","null","0.1925","null","null","437","437","null","null","0.0214","null","null","null","0.4441","0","5.1068","null",
"2533034","null","Lamar Miller","RB","MIA","RB","MIA","null","12.7455","null","null","53","53","null","null","0.4662","null","null","null","14.5378","7.565","5.8074","null",
"2533036","null","LaMichael James","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2533037","null","Chris Polk","RB","HOU","RB","HOU","null","2.5352","null","null","295","295","null","null","0.1514","null","null","null","4.4652","0.02","3.4129","null",
"2533038","null","Justin Blackmon","WR","JAC","WR","JAC","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2533046","null","Dwayne Allen","TE","IND","TE","IND","null","5.5042","null","null","208","208","null","null","0.4659","null","null","null","6.8034","3.8095","4.9245","null",
"2533047","null","Orson Charles","TE","FA","TE","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2533347","null","Bradie Ewing","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2533349","null","Austin Davis","QB","CLE","QB","CLE","null","0.4018","null","null","411","411","null","null","0.0461","null","null","null","0.6728","0","4.276","null",
"2533353","null","Cory Harkey","TE","STL","TE","STL","null","1.199","null","null","341","341","null","null","0.161","null","null","null","1.9749","0.03","1.8426","null",
