playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"79619","null","Knowshon Moreno","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"79625","null","Bear Pascoe","TE","FA","TE","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"79858","null","Mark Sanchez","QB","PHI","QB","PHI","null","1.063","null","null","348","348","null","null","0.0221","null","null","null","1.8241","-0.0689","4.2975","null",
"79860","null","Matthew Stafford","QB","DET","QB","DET","null","17.7868","null","null","14","14","null","null","1.3012","null","null","null","19.4023","14.261","3.3802","null",
"80425","null","Percy Harvin","WR","BUF","WR","BUF","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"80427","null","Darrius Heyward-Bey","WR","PIT","WR","PIT","null","2.9083","null","null","280","280","null","null","0.056","null","null","null","4.8102","0.4789","2.9457","null",
"80429","null","Jeremy Maclin","WR","KC","WR","KC","null","10.3313","null","null","82","82","null","null","0.3236","null","null","null","12.8575","0","10.5335","null",
"80670","null","Louis Murphy","WR","TB","WR","TB","null","4.3065","null","null","240","240","null","null","0.0481","null","null","null","5.1097","2.5882","4.3125","null",
"80672","null","Hakeem Nicks","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"80674","null","Chris Ogbonnaya","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"81284","null","Chase Daniel","QB","KC","QB","KC","null","0.2047","null","null","436","436","null","null","0.0153","null","null","null","0.3601","-0.074","4.9927","null",
"81288","null","Brandon Gibson","WR","NE","WR","NE","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"81294","null","Brian Hoyer","QB","HOU","QB","HOU","null","14.5189","null","null","39","39","null","null","1.2313","null","null","null","15.3935","12.334","3.0053","null",
"81831","null","Brian Hartline","WR","CLE","WR","CLE","null","4.6798","null","null","231","231","null","null","0.0102","null","null","null","5.5654","3.8914","3.5717","null",
"81857","null","Kevin Ogletree","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"89688","null","Kevin Brock","TE","FA","TE","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"89766","null","Brandon Myers","TE","TB","TE","TB","null","3.9321","null","null","253","253","null","null","0.1655","null","null","null","4.5808","2.4521","4.7422","null",
"89802","null","Ryan Succop","K","TEN","K","TEN","null","7.5893","null","null","149","149","null","null","0.1804","null","null","null","8.9288","5.4849","5.2191","null",
"100001","null","Falcons","DST","ATL","DST","ATL","null","7.9339","null","null","138","138","null","null","0.703","null","null","null","8.2757","6.71","6.6545","null",
"100002","null","Ravens","DST","BAL","DST","BAL","null","4.5904","null","null","235","235","null","null","null","null","null","null","6.1908","3.1","6.5933","null",
"100003","null","Bills","DST","BUF","DST","BUF","null","9.3106","null","null","98","98","null","null","0.1475","null","null","null","10.5839","4.0639","8.8861","null",
"100004","null","Panthers","DST","CAR","DST","CAR","null","8.5335","null","null","122","122","null","null","0.4574","null","null","null","10.0544","8.2","7.4682","null",
"100007","null","Browns","DST","CLE","DST","CLE","null","5.6001","null","null","204","204","null","null","0.4287","null","null","null","6.8941","3.8","3.378","null",
"100008","null","Cowboys","DST","DAL","DST","DAL","null","6.0709","null","null","193","193","null","null","0.1417","null","null","null","7.2288","2.9","5.3169","null",
"100010","null","Lions","DST","DET","DST","DET","null","6.4333","null","null","178","178","null","null","0.2424","null","null","null","7.6651","4.6","3.0512","null",
"100012","null","Titans","DST","TEN","DST","TEN","null","4.9452","null","null","220","220","null","null","null","null","null","null","7.1423","0.2","7.2863","null",
"100013","null","Texans","DST","HOU","DST","HOU","null","6.5714","null","null","173","173","null","null","0.1168","null","null","null","7.8161","4.9","3.1741","null",
"100014","null","Colts","DST","IND","DST","IND","null","6.0308","null","null","195","195","null","null","0.2814","null","null","null","6.5087","2.937","2.1938","null",
"100015","null","Jaguars","DST","JAC","DST","JAC","null","5.2215","null","null","212","212","null","null","0.1113","null","null","null","7.6593","2.4","5.8885","null",
"100016","null","Chiefs","DST","KC","DST","KC","null","5.6713","null","null","202","202","null","null","0.0386","null","null","null","6.8966","2.7","2.5461","null",
"100017","null","Rams","DST","STL","DST","STL","null","9.2416","null","null","100","100","null","null","0.2858","null","null","null","9.9053","8.0082","7.1913","null",
"100018","null","Raiders","DST","OAK","DST","OAK","null","5.6652","null","null","203","203","null","null","0.2544","null","null","null","25.0417","3.47","5.3412","null",
"100019","null","Dolphins","DST","MIA","DST","MIA","null","6.2618","null","null","183","183","null","null","0.1665","null","null","null","7.4231","4.9","3.6904","null",
"100020","null","Vikings","DST","MIN","DST","MIN","null","8.1291","null","null","134","134","null","null","0.1507","null","null","null","9.4574","6","1.6435","null",
"100021","null","Patriots","DST","NE","DST","NE","null","6.457","null","null","176","176","null","null","0.0142","null","null","null","7.1029","5.3251","5.6909","null",
"100022","null","Saints","DST","NO","DST","NO","null","6.4523","null","null","177","177","null","null","0.1047","null","null","null","6.9509","4.1543","4.0515","null",
"100023","null","Giants","DST","NYG","DST","NYG","null","6.1199","null","null","191","191","null","null","0.069","null","null","null","7.0608","1.7818","4.0545","null",
"100024","null","Jets","DST","NYJ","DST","NYJ","null","5.0991","null","null","216","216","null","null","0.3313","null","null","null","25.0417","4.2","8.1543","null",
"100025","null","Eagles","DST","PHI","DST","PHI","null","7.2332","null","null","159","159","null","null","0.3331","null","null","null","8.6008","5.0307","2.5462","null",
"100026","null","Cardinals","DST","ARI","DST","ARI","null","8.023","null","null","136","136","null","null","0.4394","null","null","null","10.1315","6.5","4.8696","null",
"100027","null","Steelers","DST","PIT","DST","PIT","null","8.6318","null","null","118","118","null","null","0.3005","null","null","null","9.2823","3.1547","6.0878","null",
"100028","null","Chargers","DST","SD","DST","SD","null","5.8275","null","null","198","198","null","null","0.1593","null","null","null","7.6718","2.7324","4.4416","null",
"100029","null","49ers","DST","SF","DST","SF","null","5.1213","null","null","215","215","null","null","0.0991","null","null","null","6.2619","3.3","2.5964","null",
"100030","null","Seahawks","DST","SEA","DST","SEA","null","9.0846","null","null","104","104","null","null","0.3552","null","null","null","9.5752","6.5841","7.884","null",
"100031","null","Buccaneers","DST","TB","DST","TB","null","7.2287","null","null","160","160","null","null","0.7145","null","null","null","8.4142","6.1","5.0603","null",
"100032","null","Redskins","DST","WAS","DST","WAS","null","8.827","null","null","115","115","null","null","0.2444","null","null","null","9.7642","4.0406","4.8734","null",
"163982","null","Will Johnson","RB","PIT","RB","PIT","null","1.0003","null","null","358","358","null","null","0.0032","null","null","null","2.0151","0","7.4833","null",
"238445","null","Frank Summers","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"238498","null","Julian Edelman","WR","NE","WR","NE","null","14.6394","null","null","36","36","null","null","0.023","null","null","null","16.4941","12.05","4.9961","null",
"496812","null","Erik Lorig","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"497095","null","Sam Bradford","QB","PHI","QB","PHI","null","14.9549","null","null","32","32","null","null","0.0819","null","null","null","17.1506","12.1816","2.9648","null",
"497117","null","Mike Kafka","QB","FA","QB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"497121","null","Thad Lewis","QB","PHI","QB","PHI","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"497123","null","Colt McCoy","QB","WAS","QB","WAS","null","1.041","null","null","351","351","null","null","0.0209","null","null","null","1.9079","0","6.9143","null",
"497135","null","Tim Tebow","QB","FA","QB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"497145","null","Joique Bell","RB","DET","RB","DET","null","6.1464","null","null","190","190","null","null","0.1776","null","null","null","7.646","3.2509","3.6914","null",
"497149","null","LeGarrette Blount","RB","NE","RB","NE","null","8.6004","null","null","119","119","null","null","0.0823","null","null","null","11.3581","4.7537","5.4655","null",
"497172","null","Anthony Dixon","RB","BUF","RB","BUF","null","1.8546","null","null","317","317","null","null","0.1893","null","null","null","3.2379","0","2.4004","null",
"497174","null","Jonathan Dwyer","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"497176","null","Toby Gerhart","RB","JAC","RB","JAC","null","2.3786","null","null","302","302","null","null","0.2538","null","null","null","3.1598","1.3717","4.9139","null",
"497188","null","Ryan Mathews","RB","PHI","RB","PHI","null","5.9048","null","null","197","197","null","null","0.2423","null","null","null","8.331","2.26","4.752","null",
"497190","null","Dexter McCluster","RB","TEN","RB","TEN","null","7.0446","null","null","161","161","null","null","0.2182","null","null","null","8.081","5.4526","3.6244","null",
"497192","null","Joe McKnight","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"497204","null","C.J. Spiller","RB","NO","RB","NO","null","6.9551","null","null","162","162","null","null","0.5114","null","null","null","8.3913","4.404","5.8366","null",
"497208","null","Ben Tate","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"497218","null","Trindon Holliday","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"497224","null","Ed Dickson","TE","CAR","TE","CAR","null","2.635","null","null","291","291","null","null","0.0482","null","null","null","3.2918","1.5","3.9162","null",
"497226","null","Jim Dray","TE","CLE","TE","CLE","null","1.3591","null","null","333","333","null","null","0.0188","null","null","null","2.3253","0.3749","2.2951","null",
"497234","null","Garrett Graham","TE","HOU","TE","HOU","null","3.2583","null","null","271","271","null","null","0.0733","null","null","null","3.6716","2.43","3.816","null",
"497236","null","Jimmy Graham","TE","SEA","TE","SEA","null","11.3125","null","null","68","68","null","null","0.4583","null","null","null","14.3082","9.55","8.3083","null",
"497238","null","Jermaine Gresham","TE","ARI","TE","ARI","null","3.3042","null","null","270","270","null","null","0.0465","null","null","null","4.021","1.441","3.129","null",
"497240","null","Rob Gronkowski","TE","NE","TE","NE","null","13.8314","null","null","47","47","null","null","2.1569","null","null","null","16.5028","11.11","8.8968","null",
"497242","null","Clay Harbor","TE","JAC","TE","JAC","null","1.0414","null","null","350","350","null","null","0.0188","null","null","null","2.1981","0.17","3.9521","null",
"497246","null","Michael Hoomanawanui","TE","NO","TE","NO","null","0.3122","null","null","419","419","null","null","0.0412","null","null","null","0.6929","-0.04","5.0761","null",
"497250","null","Anthony McCoy","TE","WAS","TE","WAS","null","0.216","null","null","435","435","null","null","0.0461","null","null","null","0.4346","0","5.5625","null",
"497254","null","Dennis Pitta","TE","BAL","TE","BAL","null","0.0795","null","null","454","454","null","null","0.0364","null","null","null","0.1207","0","6.778","null",
"497256","null","Tony Moeaki","TE","ATL","TE","ATL","null","0.6719","null","null","388","388","null","null","0.0836","null","null","null","1.3104","0","2.0564","null",
"497260","null","Seyi Ajirotutu","WR","PHI","WR","PHI","null","0.1263","null","null","446","446","null","null","0.0055","null","null","null","0.2652","0","7.9071","null",
"497270","null","Arrelious Benn","WR","JAC","WR","JAC","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"497278","null","Dez Bryant","WR","DAL","WR","DAL","null","0.0791","null","null","455","455","null","null","0.0175","null","null","null","0.1271","0","8.4052","null",
"497282","null","Riley Cooper","WR","PHI","WR","PHI","null","5.5906","null","null","205","205","null","null","0.5312","null","null","null","7.8765","2.7855","4.3905","null",
"497284","null","Eric Decker","WR","NYJ","WR","NYJ","null","11.548","null","null","65","65","null","null","0.2714","null","null","null","15.6179","8.9929","6.1025","null",
"497286","null","Marcus Easley","WR","BUF","WR","BUF","null","1.0224","null","null","355","355","null","null","0.0774","null","null","null","1.7542","0.1","3.8367","null",
"497288","null","Jacoby Ford","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"497302","null","Brandon LaFell","WR","NE","WR","NE","null","4.6615","null","null","233","233","null","null","0.2117","null","null","null","10.8978","0","14.0938","null",
"497312","null","Preston Parker","WR","FA","WR","FA","null","0.4283","null","null","407","407","null","null","0.0984","null","null","null","0.8052","0","6.1053","null",
"497320","null","Andre Roberts","WR","WAS","WR","WAS","null","2.3523","null","null","304","304","null","null","0.2189","null","null","null","4.119","0","3.7712","null",
"497326","null","Golden Tate","WR","DET","WR","DET","null","10.9413","null","null","75","75","null","null","0.1719","null","null","null","12.7633","8.3419","5.33","null",
"497336","null","Damian Williams","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"1037347","null","Joe Webb","QB","CAR","QB","CAR","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"1037366","null","Michael Palmer","TE","FA","TE","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"1037847","null","Deji Karim","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2495139","null","Charles Clay","TE","BUF","TE","BUF","null","10.4798","null","null","81","81","null","null","0.4599","null","null","null","13.038","8.22","6.9628","null",
"2495150","null","Kai Forbath","K","NO","K","NO","null","5.9408","null","null","196","196","null","null","5.2698","null","null","null","8.9904","0","9.583","null",
"2495158","null","Leonard Hankerson","WR","ATL","WR","ATL","null","8.2009","null","null","132","132","null","null","0.0885","null","null","null","9.1741","5.709","1.9637","null",
"2495159","null","Dwayne Harris","WR","NYG","WR","NYG","null","5.6796","null","null","201","201","null","null","0.3428","null","null","null","7.2416","3.2001","6.8084","null",
"2495161","null","Roy Helu","RB","OAK","RB","OAK","null","4.5056","null","null","236","236","null","null","0.039","null","null","null","6.4862","0.13","3.9764","null",
"2495162","null","Alex Henery","K","FA","K","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2495172","null","Kendall Hunter","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2495179","null","Jerrel Jernigan","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2495186","null","Colin Kaepernick","QB","SF","QB","SF","null","15.715","null","null","23","23","null","null","0.3483","null","null","null","17.2702","11.8812","2.8258","null",
"2495187","null","Lance Kendricks","TE","STL","TE","STL","null","1.6644","null","null","322","322","null","null","0.0457","null","null","null","3.1828","0","2.9499","null",
"2495189","null","Jeremy Kerley","WR","NYJ","WR","NYJ","null","2.4732","null","null","296","296","null","null","0.0314","null","null","null","4.781","0.21","4.6419","null",
"2495194","null","Jake Locker","QB","FA","QB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2495207","null","DeMarco Murray","RB","PHI","RB","PHI","null","14.0307","null","null","45","45","null","null","0.3572","null","null","null","16.2402","10.11","5.8545","null",
"2495211","null","Niles Paul","TE","WAS","TE","WAS","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2495212","null","Austin Pettis","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2495215","null","Christian Ponder","QB","FA","QB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2495223","null","Greg Salas","WR","FA","WR","FA","null","0.0746","null","null","457","457","null","null","0.0502","null","null","null","0.1136","0","8.6877","null",
"2495234","null","Luke Stocker","TE","TB","TE","TB","null","0.6488","null","null","390","390","null","null","0.1661","null","null","null","1.2184","0","6.0136","null",
"2495240","null","Tyrod Taylor","QB","BUF","QB","BUF","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2495241","null","Daniel Thomas","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2495258","null","Matt Asiata","RB","MIN","RB","MIN","null","2.9023","null","null","281","281","null","null","0.1275","null","null","null","3.3475","1.6247","5.583","null",
"2495259","null","Dan Bailey","K","DAL","K","DAL","null","8.4797","null","null","123","123","null","null","0.0747","null","null","null","9.711","6.3131","3.5475","null",
"2495267","null","Jordan Cameron","TE","MIA","TE","MIA","null","8.576","null","null","121","121","null","null","0.8019","null","null","null","9.9622","5.54","7.4552","null",
"2495306","null","Ricardo Lockette","WR","SEA","WR","SEA","null","1.2589","null","null","339","339","null","null","0.1781","null","null","null","2.3932","0.06","7.7898","null",
"2495314","null","Bruce Miller","RB","SF","RB","SF","null","0.9406","null","null","366","366","null","null","0.0307","null","null","null","1.5181","0.2795","3.9327","null",
"2495315","null","Denarius Moore","WR","BUF","WR","BUF","null","3.4831","null","null","265","265","null","null","0.2215","null","null","null","5.646","0.5828","3.943","null",
"2495328","null","Bilal Powell","RB","NYJ","RB","NYJ","null","2.9592","null","null","279","279","null","null","0.106","null","null","null","4.7882","-0.0994","9.3298","null",
"2495331","null","Aldrick Robinson","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2495338","null","Dane Sanzenbacher","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2495340","null","Anthony Sherman","RB","KC","RB","KC","null","1.0928","null","null","347","347","null","null","0.0797","null","null","null","1.4003","0.3103","8.0305","null",
"2495341","null","Cecil Shorts","WR","HOU","WR","HOU","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2495347","null","Lee Smith","TE","OAK","TE","OAK","null","0.9859","null","null","362","362","null","null","0.1917","null","null","null","1.3277","0.2985","3.3387","null",
"2495353","null","Julius Thomas","TE","JAC","TE","JAC","null","9.4069","null","null","97","97","null","null","0.4894","null","null","null","13.0085","6.05","7.8021","null",
"2495438","null","Kyle Rudolph","TE","MIN","TE","MIN","null","6.7597","null","null","167","167","null","null","0.1724","null","null","null","7.6378","5","4.9772","null",
"2495441","null","Blaine Gabbert","QB","SF","QB","SF","null","0.5271","null","null","400","400","null","null","0.1306","null","null","null","0.9563","0","4.5506","null",
"2495443","null","Ryan Mallett","QB","HOU","QB","HOU","null","1.0408","null","null","352","352","null","null","0.088","null","null","null","2.2343","0","3.2811","null",
"2495449","null","Tandon Doss","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2495453","null","Andre Holmes","WR","OAK","WR","OAK","null","2.8745","null","null","282","282","null","null","0.0515","null","null","null","4.0043","1.66","4.6435","null",
"2495454","null","Julio Jones","WR","ATL","WR","ATL","null","16.6001","null","null","17","17","null","null","0.8661","null","null","null","19.4776","14.07","6.7294","null",
"2495455","null","Cam Newton","QB","CAR","QB","CAR","null","20.6779","null","null","4","4","null","null","0.5073","null","null","null","22.7961","17.808","3.7193","null",
"2495459","null","Torrey Smith","WR","SF","WR","SF","null","6.8312","null","null","164","164","null","null","0.2992","null","null","null","8.2225","4.076","4.0538","null",
"2495461","null","Shaun Draughn","RB","CLE","RB","CLE","null","0.0154","null","null","467","467","null","null","0.0154","null","null","null","0.0312","0","7.6734","null",
"2495466","null","Mark Ingram","RB","NO","RB","NO","null","13.8227","null","null","48","48","null","null","0.3578","null","null","null","15.9268","12.29","5.0899","null",
"2495467","null","Taiwan Jones","RB","OAK","RB","OAK","null","2.7458","null","null","286","286","null","null","0.0693","null","null","null","3.098","0.4232","2.9933","null",
"2495468","null","Mikel Leshoure","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2495469","null","Dion Lewis","RB","NE","RB","NE","null","11.837","null","null","63","63","null","null","0.5565","null","null","null","13.4498","6.86","6.3523","null",
"2495470","null","Stevan Ridley","RB","NYJ","RB","NYJ","null","1.9504","null","null","314","314","null","null","0.053","null","null","null","3.7662","0","6.3721","null",
"2495472","null","Jordan Todman","RB","PIT","RB","PIT","null","0.3542","null","null","416","416","null","null","0.1482","null","null","null","0.82","0","5.5529","null",
"2495473","null","Shane Vereen","RB","NYG","RB","NYG","null","8.5863","null","null","120","120","null","null","0.4162","null","null","null","9.6528","6.9017","3.474","null",
"2495474","null","Ryan Williams","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2495558","null","Dwayne Bowe","WR","CLE","WR","CLE","null","0.7437","null","null","378","378","null","null","0.0458","null","null","null","1.4987","0","3.8698","null",
"2495560","null","Ahmad Bradshaw","RB","IND","RB","IND","null","5.748","null","null","199","199","null","null","0.231","null","null","null","7.0706","0.8793","5.0506","null",
"2495573","null","Scott Chandler","TE","NE","TE","NE","null","3.5824","null","null","261","261","null","null","0.3011","null","null","null","4.4734","1.5","1.7587","null",
"2495647","null","Calvin Johnson","WR","DET","WR","DET","null","14.2248","null","null","42","42","null","null","0.6547","null","null","null","15.4839","10.0069","6.1758","null",
"2495651","null","Jacoby Jones","WR","SD","WR","SD","null","0.7155","null","null","382","382","null","null","0.0629","null","null","null","1.4405","-0.052","6.8113","null",
"2495660","null","Brian Leonard","RB","FA","RB","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
"2495663","null","Marshawn Lynch","RB","SEA","RB","SEA","null","15.0743","null","null","30","30","null","null","0.7828","null","null","null","16.6333","13.08","5.6672","null",
"2495676","null","Robert Meachem","WR","FA","WR","FA","null","0","null","null","471","471","null","null","0","null","null","null","0","0","null","null",
