playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"949","null","Jonathan Stewart","RB","CAR","RB","CAR","null","10.6227","null","null","85","85","null","null","0.0751","null","null","null","12.7918","4.57","6.6753","null",
"1030","null","Mario Manningham","WR","FA","WR","FA","null","0","null","null","503","834","null","null","0","null","null","null","0","0","null","null",
"1032","null","Jordy Nelson","WR","GB","WR","GB","null","0","null","null","503","834","null","null","0","null","null","null","0","0","null","null",
"1060","null","Gary Barnidge","TE","CLE","TE","CLE","null","5.6553","null","null","218","218","null","null","0.6001","null","null","null","6.5806","1.3598","4.2892","null",
"1062","null","Martellus Bennett","TE","CHI","TE","CHI","null","10.7716","null","null","81","81","null","null","0.1048","null","null","null","14.5711","9.08","7.6791","null",
"1072","null","Jermichael Finley","TE","FA","TE","FA","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"1581","null","DeSean Jackson","WR","WAS","WR","WAS","null","0","null","null","503","834","null","null","0","null","null","null","0","0","null","null",
"1966","null","John Carlson","TE","FA","TE","FA","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"1980","null","Peyton Hillis","RB","FA","RB","FA","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"1990","null","Eddie Royal","WR","CHI","WR","CHI","null","8.7478","null","null","122","122","null","null","0.3723","null","null","null","10.3832","6.5648","2.6408","null",
"2346","null","Pierre Garcon","WR","WAS","WR","WAS","null","11.7241","null","null","69","69","null","null","0.5458","null","null","null","15.5027","9.79","4.2961","null",
"4231","null","Jed Collins","RB","FA","RB","FA","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"4327","null","Danny Woodhead","RB","SD","RB","SD","null","10.2621","null","null","89","89","null","null","0.5752","null","null","null","11.571","7.87","2.4842","null",
"4381","null","Garrett Hartley","K","PIT","K","PIT","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"4383","null","Tim Hightower","RB","NO","RB","NO","null","0.0332","null","null","489","489","null","null","0.0222","null","null","null","0.0609","0","7.3451","null",
"4433","null","Marcel Reece","RB","OAK","RB","OAK","null","2.8682","null","null","298","298","null","null","0.1929","null","null","null","4.6391","0.02","5.2574","null",
"71217","null","Kenny Britt","WR","STL","WR","STL","null","7.9654","null","null","148","148","null","null","0.3197","null","null","null","9.2674","5.5663","2.3958","null",
"71247","null","James Casey","TE","DEN","TE","DEN","null","0.7944","null","null","400","400","null","null","0.0281","null","null","null","1.3025","0.0998","3.3872","null",
"71255","null","Chase Coffman","TE","FA","TE","FA","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"71265","null","Jared Cook","TE","STL","TE","STL","null","7.5389","null","null","160","160","null","null","0.1662","null","null","null","8.947","5.199","5.7324","null",
"71269","null","Michael Crabtree","WR","OAK","WR","OAK","null","10.8331","null","null","80","80","null","null","0.4523","null","null","null","12.1089","8.6748","2.6737","null",
"71309","null","Graham Gano","K","CAR","K","CAR","null","8.8183","null","null","121","121","null","null","0.1149","null","null","null","10.1428","7.5106","2.6567","null",
"71345","null","Rashad Jennings","RB","NYG","RB","NYG","null","8.2596","null","null","139","139","null","null","0.0452","null","null","null","10.1628","5.67","5.0792","null",
"71431","null","Brandon Pettigrew","TE","DET","TE","DET","null","1.1026","null","null","374","374","null","null","0.0762","null","null","null","2.0932","0.1","4.3966","null",
"71435","null","John Phillips","TE","SD","TE","SD","null","0.3946","null","null","436","436","null","null","0.0664","null","null","null","0.7538","0.04","4.9561","null",
"79555","null","Arian Foster","RB","HOU","RB","HOU","null","12.014","null","null","65","65","null","null","0.1537","null","null","null","16.5803","1.1955","12.6578","null",
"79557","null","Josh Freeman","QB","FA","QB","FA","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"79563","null","Shonn Greene","RB","FA","RB","FA","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"79589","null","David Johnson","TE","SD","TE","SD","null","1.5817","null","null","342","342","null","null","0.0701","null","null","null","3.2389","0.01","5.7677","null",
"79607","null","LeSean McCoy","RB","BUF","RB","BUF","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"79619","null","Knowshon Moreno","RB","FA","RB","FA","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"79625","null","Bear Pascoe","TE","FA","TE","FA","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"79629","null","Cedric Peerman","RB","CIN","RB","CIN","null","0.3376","null","null","445","445","null","null","0.0828","null","null","null","0.7411","0","6.5064","null",
"79858","null","Mark Sanchez","QB","PHI","QB","PHI","null","1.1159","null","null","373","373","null","null","0.1567","null","null","null","1.8854","-0.0689","6.7506","null",
"79860","null","Matthew Stafford","QB","DET","QB","DET","null","15.9572","null","null","26","26","null","null","0.1306","null","null","null","16.9588","13.3392","2.9291","null",
"80425","null","Percy Harvin","WR","BUF","WR","BUF","null","11.25","null","null","73","73","null","null","0.1764","null","null","null","13.3571","7.48","3.505","null",
"80427","null","Darrius Heyward-Bey","WR","PIT","WR","PIT","null","5.3635","null","null","225","225","null","null","0.0845","null","null","null","7.1276","0.0689","4.3504","null",
"80429","null","Jeremy Maclin","WR","KC","WR","KC","null","12.1202","null","null","64","64","null","null","0.6331","null","null","null","13.2658","10.69","5.3026","null",
"80670","null","Louis Murphy","WR","TB","WR","TB","null","5.0863","null","null","234","234","null","null","0.1283","null","null","null","6.4846","1.123","2.7276","null",
"80672","null","Hakeem Nicks","WR","FA","WR","FA","null","0","null","null","503","834","null","null","0","null","null","null","0","0","null","null",
"80674","null","Chris Ogbonnaya","RB","FA","RB","FA","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"81284","null","Chase Daniel","QB","KC","QB","KC","null","0.2311","null","null","456","456","null","null","0.0326","null","null","null","0.3716","-0.01","4.9879","null",
"81294","null","Brian Hoyer","QB","HOU","QB","HOU","null","1.4594","null","null","347","347","null","null","0.1806","null","null","null","3.0848","-0.104","6.6568","null",
"81306","null","Brandon Tate","WR","CIN","WR","CIN","null","0.762","null","null","404","404","null","null","0.0236","null","null","null","1.2772","0.16","6.479","null",
"81831","null","Brian Hartline","WR","CLE","WR","CLE","null","6.453","null","null","193","193","null","null","0.1926","null","null","null","7.2513","4.2765","3.5492","null",
"81857","null","Kevin Ogletree","WR","FA","WR","FA","null","0","null","null","503","834","null","null","0","null","null","null","0","0","null","null",
"89688","null","Kevin Brock","TE","NO","TE","NO","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"89766","null","Brandon Myers","TE","TB","TE","TB","null","3.595","null","null","276","276","null","null","0.0608","null","null","null","4.464","1.53","4.4664","null",
"89798","null","Antone Smith","RB","FA","RB","FA","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"100001","null","Falcons","DST","ATL","DST","ATL","null","5.6451","null","null","219","219","null","null","0.3531","null","null","null","7.018","4.35","3.5052","null",
"100002","null","Ravens","DST","BAL","DST","BAL","null","5.7436","null","null","216","216","null","null","0.1407","null","null","null","6.1145","3.73","3.4594","null",
"100003","null","Bills","DST","BUF","DST","BUF","null","7.8118","null","null","149","149","null","null","0.3298","null","null","null","9.5222","4.4838","5.4633","null",
"100004","null","Panthers","DST","CAR","DST","CAR","null","9.3695","null","null","102","102","null","null","0.7989","null","null","null","12.0831","7.1352","6.3878","null",
"100005","null","Bears","DST","CHI","DST","CHI","null","5.8686","null","null","210","210","null","null","0.0868","null","null","null","7.0598","2.5","6.1065","null",
"100006","null","Bengals","DST","CIN","DST","CIN","null","6.983","null","null","179","179","null","null","0.2351","null","null","null","8.2811","5.9","4.4931","null",
"100007","null","Browns","DST","CLE","DST","CLE","null","7.2247","null","null","174","174","null","null","0.1883","null","null","null","8.1853","5.3411","3.5618","null",
"100008","null","Cowboys","DST","DAL","DST","DAL","null","6.7357","null","null","184","184","null","null","0.3144","null","null","null","7.5169","4.0206","3.5563","null",
"100009","null","Broncos","DST","DEN","DST","DEN","null","9.5581","null","null","99","99","null","null","0.5314","null","null","null","10.8049","5.4146","6.466","null",
"100010","null","Lions","DST","DET","DST","DET","null","6.76","null","null","182","182","null","null","0.1255","null","null","null","6.926","6.6","7.2499","null",
"100011","null","Packers","DST","GB","DST","GB","null","7.0897","null","null","178","178","null","null","0.2182","null","null","null","8.5168","4.4261","4.2464","null",
"100013","null","Texans","DST","HOU","DST","HOU","null","6.1223","null","null","202","202","null","null","0.0308","null","null","null","7.258","3.7","2.6368","null",
"100014","null","Colts","DST","IND","DST","IND","null","8.684","null","null","125","125","null","null","0.5495","null","null","null","9.9515","5.0865","4.1427","null",
"100015","null","Jaguars","DST","JAC","DST","JAC","null","6.0985","null","null","204","204","null","null","0.0397","null","null","null","6.122","4.8","6.7797","null",
"100016","null","Chiefs","DST","KC","DST","KC","null","6.3096","null","null","195","195","null","null","0.1682","null","null","null","7.3029","4.5","3.9208","null",
"100017","null","Rams","DST","STL","DST","STL","null","7.6472","null","null","155","155","null","null","0.3765","null","null","null","9.2375","5.9","2.0876","null",
"100018","null","Raiders","DST","OAK","DST","OAK","null","5.8201","null","null","212","212","null","null","0.1257","null","null","null","6.7487","3.5","2.6321","null",
"100019","null","Dolphins","DST","MIA","DST","MIA","null","6.1603","null","null","199","199","null","null","0.0499","null","null","null","8.5719","-1.4","12.4055","null",
"100020","null","Vikings","DST","MIN","DST","MIN","null","6.0846","null","null","205","205","null","null","0.0986","null","null","null","7.3453","4.3","3.0656","null",
"100022","null","Saints","DST","NO","DST","NO","null","5.0234","null","null","236","236","null","null","null","null","null","null","5.7053","3.1","5.2325","null",
"100023","null","Giants","DST","NYG","DST","NYG","null","6.5331","null","null","191","191","null","null","0.2982","null","null","null","7.7278","5.1","4.8594","null",
"100024","null","Jets","DST","NYJ","DST","NYJ","null","8.4573","null","null","130","130","null","null","0.7277","null","null","null","8.7541","5.7771","4.7616","null",
"100025","null","Eagles","DST","PHI","DST","PHI","null","9.6934","null","null","97","97","null","null","0.2295","null","null","null","10.3527","5.2564","3.7516","null",
"100026","null","Cardinals","DST","ARI","DST","ARI","null","11.0513","null","null","76","76","null","null","1.1676","null","null","null","12.109","8.95","6.0095","null",
"100027","null","Steelers","DST","PIT","DST","PIT","null","5.5606","null","null","223","223","null","null","1.1784","null","null","null","6.2691","3.1473","3.8036","null",
"100028","null","Chargers","DST","SD","DST","SD","null","7.3167","null","null","171","171","null","null","0.1596","null","null","null","7.7625","5.1564","3.5128","null",
"100029","null","49ers","DST","SF","DST","SF","null","3.741","null","null","270","270","null","null","null","null","null","null","4.783","0.2","6.4801","null",
"100030","null","Seahawks","DST","SEA","DST","SEA","null","10.0741","null","null","93","93","null","null","0.4484","null","null","null","10.3632","6.0826","6.5831","null",
"100031","null","Buccaneers","DST","TB","DST","TB","null","5.9391","null","null","208","208","null","null","0.0947","null","null","null","6.8613","3.9","4.7045","null",
"100032","null","Redskins","DST","WAS","DST","WAS","null","6.033","null","null","206","206","null","null","0.1292","null","null","null","7.4615","2.8554","3.5592","null",
"163982","null","Will Johnson","RB","PIT","RB","PIT","null","0.8665","null","null","392","392","null","null","0.0322","null","null","null","1.6565","0.02","6.3887","null",
"238445","null","Frank Summers","RB","FA","RB","FA","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"238457","null","Zach Miller","TE","CHI","TE","CHI","null","1.3032","null","null","356","356","null","null","0.0375","null","null","null","2.3594","0.05","1.8227","null",
"496812","null","Erik Lorig","RB","FA","RB","FA","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"497095","null","Sam Bradford","QB","PHI","QB","PHI","null","16.743","null","null","21","21","null","null","0.3286","null","null","null","18.4623","11.8152","3.0033","null",
"497108","null","Jimmy Clausen","QB","CHI","QB","CHI","null","12.0057","null","null","66","66","null","null","6.8411","null","null","null","15.4713","1.3712","9.0237","null",
"497117","null","Mike Kafka","QB","FA","QB","FA","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"497121","null","Thad Lewis","QB","PHI","QB","PHI","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"497123","null","Colt McCoy","QB","WAS","QB","WAS","null","0.8158","null","null","396","396","null","null","0.1066","null","null","null","1.4747","0","3.3978","null",
"497135","null","Tim Tebow","QB","FA","QB","FA","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"497145","null","Joique Bell","RB","DET","RB","DET","null","4.8436","null","null","243","243","null","null","0.1244","null","null","null","6.7801","-0.2491","4.2308","null",
"497172","null","Anthony Dixon","RB","BUF","RB","BUF","null","5.1796","null","null","230","230","null","null","0.0533","null","null","null","6.9555","1.0883","3.8085","null",
"497174","null","Jonathan Dwyer","RB","FA","RB","FA","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"497176","null","Toby Gerhart","RB","JAC","RB","JAC","null","3.4689","null","null","282","282","null","null","0.0213","null","null","null","3.9645","2.3497","5.7476","null",
"497188","null","Ryan Mathews","RB","PHI","RB","PHI","null","6.607","null","null","189","189","null","null","0.2194","null","null","null","9.36","3.05","7.2929","null",
"497192","null","Joe McKnight","RB","FA","RB","FA","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"497204","null","C.J. Spiller","RB","NO","RB","NO","null","7.3446","null","null","166","166","null","null","0.2867","null","null","null","9.578","4.96","4.8644","null",
"497206","null","James Starks","RB","GB","RB","GB","null","5.1496","null","null","231","231","null","null","0.0706","null","null","null","7.0555","2.4629","2.4148","null",
"497208","null","Ben Tate","RB","FA","RB","FA","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"497218","null","Trindon Holliday","WR","FA","WR","FA","null","0","null","null","503","834","null","null","0","null","null","null","0","0","null","null",
"497224","null","Ed Dickson","TE","CAR","TE","CAR","null","2.7801","null","null","300","300","null","null","0.1174","null","null","null","3.4182","1.6","4.1561","null",
"497226","null","Jim Dray","TE","CLE","TE","CLE","null","1.4339","null","null","349","349","null","null","0.1145","null","null","null","2.3208","0.3813","2.304","null",
"497234","null","Garrett Graham","TE","HOU","TE","HOU","null","4.32","null","null","254","254","null","null","0.5432","null","null","null","5.2263","1.4509","2.996","null",
"497236","null","Jimmy Graham","TE","SEA","TE","SEA","null","11.4456","null","null","71","71","null","null","0.6974","null","null","null","16.4637","9.04","10.2755","null",
"497238","null","Jermaine Gresham","TE","ARI","TE","ARI","null","3.2395","null","null","287","287","null","null","0.1299","null","null","null","3.9721","1.6529","3.2977","null",
"497242","null","Clay Harbor","TE","JAC","TE","JAC","null","3.4829","null","null","281","281","null","null","0.3052","null","null","null","5.7388","0.414","4.8633","null",
"497246","null","Michael Hoomanawanui","TE","NO","TE","NO","null","0.9398","null","null","384","384","null","null","0.0255","null","null","null","1.3445","0","3.3744","null",
"497250","null","Anthony McCoy","TE","WAS","TE","WAS","null","0.1696","null","null","467","467","null","null","0.0348","null","null","null","0.335","0","6.2026","null",
"497254","null","Dennis Pitta","TE","BAL","TE","BAL","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"497256","null","Tony Moeaki","TE","FA","TE","FA","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"497258","null","Andrew Quarless","TE","GB","TE","GB","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"497260","null","Seyi Ajirotutu","WR","PHI","WR","PHI","null","0.1384","null","null","476","476","null","null","0.0502","null","null","null","0.287","0","6.9596","null",
"497270","null","Arrelious Benn","WR","JAC","WR","JAC","null","0","null","null","503","834","null","null","0","null","null","null","0","0","null","null",
"497278","null","Dez Bryant","WR","DAL","WR","DAL","null","0","null","null","503","834","null","null","0","null","null","null","0","0","null","null",
"497282","null","Riley Cooper","WR","PHI","WR","PHI","null","3.9142","null","null","265","265","null","null","0.1516","null","null","null","6.0461","1.12","4.6938","null",
"497284","null","Eric Decker","WR","NYJ","WR","NYJ","null","8.1844","null","null","143","143","null","null","0.1692","null","null","null","9.6864","5.0467","3.1924","null",
"497286","null","Marcus Easley","WR","BUF","WR","BUF","null","0.3574","null","null","443","443","null","null","0.0447","null","null","null","0.6716","-0.0022","6.7466","null",
"497288","null","Jacoby Ford","WR","FA","WR","FA","null","0","null","null","503","834","null","null","0","null","null","null","0","0","null","null",
"497312","null","Preston Parker","WR","FA","WR","FA","null","2.7161","null","null","303","303","null","null","0.1736","null","null","null","5.1707","0","9.8451","null",
"497320","null","Andre Roberts","WR","WAS","WR","WAS","null","5.5615","null","null","222","222","null","null","0.1926","null","null","null","6.8986","4.1147","3.787","null",
"497322","null","Emmanuel Sanders","WR","DEN","WR","DEN","null","14.8423","null","null","36","36","null","null","0.3995","null","null","null","16.0935","11.55","5.37","null",
"497326","null","Golden Tate","WR","DET","WR","DET","null","11.1065","null","null","75","75","null","null","0.1028","null","null","null","14.047","9.1109","5.2094","null",
"497328","null","Demaryius Thomas","WR","DEN","WR","DEN","null","16.5849","null","null","24","24","null","null","0.9386","null","null","null","17.6844","14.73","6.5993","null",
"497336","null","Damian Williams","WR","FA","WR","FA","null","0","null","null","503","834","null","null","0","null","null","null","0","0","null","null",
"1037347","null","Joe Webb","QB","CAR","QB","CAR","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"1037366","null","Michael Palmer","TE","FA","TE","FA","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"1037847","null","Deji Karim","RB","FA","RB","FA","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"1037885","null","Marc Mariani","WR","CHI","WR","CHI","null","0.6272","null","null","416","416","null","null","0.0569","null","null","null","1.2497","0","3.8384","null",
"2495139","null","Charles Clay","TE","BUF","TE","BUF","null","9.4275","null","null","101","101","null","null","1.008","null","null","null","11.7579","7.835","4.2816","null",
"2495143","null","Andy Dalton","QB","CIN","QB","CIN","null","16.8485","null","null","20","20","null","null","0.1668","null","null","null","18.8637","13.1187","4.8065","null",
"2495150","null","Kai Forbath","K","FA","K","FA","null","0.5645","null","null","423","423","null","null","0.5645","null","null","null","1.0355","0","6.422","null",
"2495158","null","Leonard Hankerson","WR","ATL","WR","ATL","null","6.7375","null","null","183","183","null","null","0.0855","null","null","null","8.4052","3.1374","2.8211","null",
"2495159","null","Dwayne Harris","WR","NYG","WR","NYG","null","3.0155","null","null","294","294","null","null","0.0277","null","null","null","4.8237","0.6572","4.8746","null",
"2495161","null","Roy Helu","RB","OAK","RB","OAK","null","3.4678","null","null","283","283","null","null","0.0429","null","null","null","5.8384","0","3.9873","null",
"2495162","null","Alex Henery","K","FA","K","FA","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"2495172","null","Kendall Hunter","RB","FA","RB","FA","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"2495179","null","Jerrel Jernigan","WR","FA","WR","FA","null","0","null","null","503","834","null","null","0","null","null","null","0","0","null","null",
"2495186","null","Colin Kaepernick","QB","SF","QB","SF","null","17.4197","null","null","13","13","null","null","0.0571","null","null","null","18.3434","15.7932","2.8535","null",
"2495187","null","Lance Kendricks","TE","STL","TE","STL","null","3.7585","null","null","269","269","null","null","0.1682","null","null","null","4.2571","2.899","4.0692","null",
"2495189","null","Jeremy Kerley","WR","NYJ","WR","NYJ","null","4.1005","null","null","263","263","null","null","0.22","null","null","null","5.5927","2.51","3.9139","null",
"2495192","null","Greg Little","WR","CIN","WR","CIN","null","0.2711","null","null","451","451","null","null","0.0489","null","null","null","0.6607","0","6.7871","null",
"2495194","null","Jake Locker","QB","FA","QB","FA","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"2495207","null","DeMarco Murray","RB","PHI","RB","PHI","null","12.3738","null","null","59","59","null","null","0.1276","null","null","null","14.1427","5.2286","7.8425","null",
"2495211","null","Niles Paul","TE","WAS","TE","WAS","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"2495212","null","Austin Pettis","WR","FA","WR","FA","null","0","null","null","503","834","null","null","0","null","null","null","0","0","null","null",
"2495215","null","Christian Ponder","QB","FA","QB","FA","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"2495223","null","Greg Salas","WR","FA","WR","FA","null","0.005","null","null","498","498","null","null","0.0025","null","null","null","0.0071","0","7.9441","null",
"2495234","null","Luke Stocker","TE","TB","TE","TB","null","0.8965","null","null","388","388","null","null","0.0882","null","null","null","1.4049","0.135","5.8686","null",
"2495240","null","Tyrod Taylor","QB","BUF","QB","BUF","null","17.4053","null","null","14","14","null","null","0.1711","null","null","null","18.8195","12.3326","4.7901","null",
"2495241","null","Daniel Thomas","RB","FA","RB","FA","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
"2495258","null","Matt Asiata","RB","MIN","RB","MIN","null","2.0668","null","null","324","324","null","null","0.0537","null","null","null","2.7832","0.24","4.5445","null",
"2495259","null","Dan Bailey","K","DAL","K","DAL","null","8.9258","null","null","119","119","null","null","0.1597","null","null","null","9.6499","6.9804","4.466","null",
"2495267","null","Jordan Cameron","TE","MIA","TE","MIA","null","7.333","null","null","167","167","null","null","0.251","null","null","null","7.9057","5.58","7.3755","null",
"2495288","null","Virgil Green","TE","DEN","TE","DEN","null","2.434","null","null","311","311","null","null","0.1527","null","null","null","3.172","0.5868","2.3181","null",
"2495306","null","Ricardo Lockette","WR","SEA","WR","SEA","null","1.1485","null","null","371","371","null","null","0.0719","null","null","null","2.1863","0.0773","6.212","null",
"2495314","null","Bruce Miller","RB","SF","RB","SF","null","0.8853","null","null","390","390","null","null","0.0282","null","null","null","1.3861","0.22","4.4795","null",
"2495315","null","Denarius Moore","WR","FA","WR","FA","null","0","null","null","503","834","null","null","0","null","null","null","0","0","null","null",
"2495328","null","Bilal Powell","RB","NYJ","RB","NYJ","null","7.513","null","null","162","162","null","null","0.2244","null","null","null","8.676","2.7439","4.099","null",
"2495331","null","Aldrick Robinson","WR","FA","WR","FA","null","0","null","null","503","834","null","null","0","null","null","null","0","0","null","null",
"2495338","null","Dane Sanzenbacher","WR","FA","WR","FA","null","0","null","null","503","834","null","null","0","null","null","null","0","0","null","null",
"2495340","null","Anthony Sherman","RB","KC","RB","KC","null","1.157","null","null","367","367","null","null","0.0042","null","null","null","1.7702","0.3202","6.555","null",
"2495341","null","Cecil Shorts","WR","HOU","WR","HOU","null","7.1857","null","null","175","175","null","null","0.0522","null","null","null","8.0591","5.785","4.3095","null",
"2495347","null","Lee Smith","TE","OAK","TE","OAK","null","1.2356","null","null","361","361","null","null","0.0861","null","null","null","1.8876","0.3964","2.4131","null",
"2495353","null","Julius Thomas","TE","JAC","TE","JAC","null","1.8963","null","null","331","331","null","null","0.2179","null","null","null","3.3521","0","6.3745","null",
"2495425","null","Scott Tolzien","QB","GB","QB","GB","null","0.6868","null","null","414","414","null","null","0.0973","null","null","null","1.2701","0","4.1722","null",
"2495438","null","Kyle Rudolph","TE","MIN","TE","MIN","null","8.3402","null","null","137","137","null","null","0.7091","null","null","null","9.5653","1.9866","7.0333","null",
"2495441","null","Blaine Gabbert","QB","SF","QB","SF","null","0.5916","null","null","418","418","null","null","0.0818","null","null","null","1.083","0","4.3764","null",
"2495443","null","Ryan Mallett","QB","HOU","QB","HOU","null","14.1297","null","null","43","43","null","null","0.3361","null","null","null","16.0418","10.0766","4.31","null",
"2495448","null","Randall Cobb","WR","GB","WR","GB","null","16.5948","null","null","23","23","null","null","0.3408","null","null","null","18.6487","12.67","6.4251","null",
"2495449","null","Tandon Doss","WR","FA","WR","FA","null","0","null","null","503","834","null","null","0","null","null","null","0","0","null","null",
"2495450","null","A.J. Green","WR","CIN","WR","CIN","null","15.3695","null","null","33","33","null","null","0.6822","null","null","null","17.9226","11.66","6.9864","null",
"2495453","null","Andre Holmes","WR","OAK","WR","OAK","null","4.1974","null","null","259","259","null","null","0.032","null","null","null","5.4468","2.3","3.7913","null",
"2495454","null","Julio Jones","WR","ATL","WR","ATL","null","17.8402","null","null","11","11","null","null","0.9586","null","null","null","20.9318","13.15","7.224","null",
"2495455","null","Cam Newton","QB","CAR","QB","CAR","null","21.2143","null","null","2","2","null","null","0.7849","null","null","null","23.3567","18.982","5.7514","null",
"2495459","null","Torrey Smith","WR","SF","WR","SF","null","9.2744","null","null","105","105","null","null","0.0151","null","null","null","13.7463","6.3765","5.5029","null",
"2495461","null","Shaun Draughn","RB","CLE","RB","CLE","null","0.5719","null","null","422","422","null","null","0.0183","null","null","null","1.3011","-0.0664","3.8752","null",
"2495466","null","Mark Ingram","RB","NO","RB","NO","null","13.3415","null","null","53","53","null","null","0.2491","null","null","null","16.3656","10.77","5.9308","null",
"2495467","null","Taiwan Jones","RB","OAK","RB","OAK","null","2.2926","null","null","316","316","null","null","0.2156","null","null","null","3.2774","0.3432","1.466","null",
"2495468","null","Mikel Leshoure","RB","FA","RB","FA","null","0","null","null","503","503","null","null","0","null","null","null","0","0","null","null",
