playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
2495449,null,Tandon Doss,WR,FA,WR,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2495450,null,A.J. Green,WR,CIN,WR,CIN,null,15.9422,null,null,35,35,null,null,1.5003,null,null,null,18.2083,13.26,6.062,null
2495453,null,Andre Holmes,WR,OAK,WR,OAK,null,4.2019,null,null,280,280,null,null,0.1108,null,null,null,5.321,2.4953,3.9066,null
2495454,null,Julio Jones,WR,ATL,WR,ATL,null,18.1784,null,null,17,17,null,null,0.4581,null,null,null,20.1147,13.709,6.422,null
2495455,null,Cam Newton,QB,CAR,QB,CAR,null,18.4062,null,null,14,14,null,null,0.0426,null,null,null,19.9877,15.4977,4.6976,null
2495459,null,Torrey Smith,WR,SF,WR,SF,null,9.2616,null,null,122,122,null,null,0.3125,null,null,null,10.6866,7.0935,3.8926,null
2495461,null,Shaun Draughn,RB,CLE,RB,CLE,null,0.3411,null,null,486,486,null,null,0.068,null,null,null,0.4163,0,6.5914,null
2495466,null,Mark Ingram,RB,NO,RB,NO,null,11.9884,null,null,71,71,null,null,0.1875,null,null,null,13.7007,9.747,4.8093,null
2495467,null,Taiwan Jones,RB,OAK,RB,OAK,null,0.9456,null,null,422,422,null,null,0.0206,null,null,null,1.5561,0.05,3.2555,null
2495468,null,Mikel Leshoure,RB,FA,RB,FA,null,0,null,null,543,875,null,null,0,null,null,null,0,0,null,null
2495469,null,Dion Lewis,RB,NE,RB,NE,null,7.7982,null,null,159,159,null,null,0.1939,null,null,null,10.1055,2.296,8.8359,null
2495470,null,Stevan Ridley,RB,NYJ,RB,NYJ,null,0,null,null,543,875,null,null,0,null,null,null,0,0,null,null
2495471,null,Jacquizz Rodgers,RB,CHI,RB,CHI,null,3.2125,null,null,318,318,null,null,0.2797,null,null,null,4.8766,2.1339,3.4063,null
2495472,null,Jordan Todman,RB,FA,RB,FA,null,0.9099,null,null,425,425,null,null,0.0928,null,null,null,1.4002,0,4.9765,null
2495473,null,Shane Vereen,RB,NYG,RB,NYG,null,8.2552,null,null,145,145,null,null,0.3653,null,null,null,9.592,6.1659,4.5657,null
2495474,null,Ryan Williams,RB,DAL,RB,DAL,null,0,null,null,543,875,null,null,0,null,null,null,0,0,null,null
2495558,null,Dwayne Bowe,WR,CLE,WR,CLE,null,5.0683,null,null,247,247,null,null,0.046,null,null,null,7.3866,2.0524,2.9552,null
2495560,null,Ahmad Bradshaw,RB,FA,RB,FA,null,0,null,null,543,875,null,null,0,null,null,null,0,0,null,null
2495573,null,Scott Chandler,TE,NE,TE,NE,null,4.536,null,null,261,261,null,null,0.0607,null,null,null,4.8646,3.275,3.442,null
2495620,null,Clark Harris,TE,CIN,TE,CIN,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2495647,null,Calvin Johnson,WR,DET,WR,DET,null,16.2144,null,null,33,33,null,null,1.0113,null,null,null,17.5457,14.15,5.8935,null
2495651,null,Jacoby Jones,WR,SD,WR,SD,null,2.4801,null,null,344,344,null,null,0.0793,null,null,null,4.1994,0.9349,6.5773,null
2495660,null,Brian Leonard,RB,FA,RB,FA,null,0,null,null,543,875,null,null,0,null,null,null,0,0,null,null
2495663,null,Marshawn Lynch,RB,SEA,RB,SEA,null,15.6522,null,null,38,38,null,null,0.447,null,null,null,17.1348,13.94,5.4696,null
2495676,null,Robert Meachem,WR,FA,WR,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2495700,null,Greg Olsen,TE,CAR,TE,CAR,null,10.2942,null,null,101,101,null,null,0.1952,null,null,null,12.1564,6.5035,8.9347,null
2495724,null,Dante Rosario,TE,FA,TE,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2495748,null,Drew Stanton,QB,ARI,QB,ARI,null,1.323,null,null,392,392,null,null,0.1411,null,null,null,2.5132,0,4.4668,null
2495801,null,Miles Austin,WR,PHI,WR,PHI,null,1.2403,null,null,397,397,null,null,0.0914,null,null,null,1.9175,0.69,6.1389,null
2495802,null,Jason Avant,WR,KC,WR,KC,null,2.3377,null,null,349,349,null,null,0.1987,null,null,null,3.3298,1.03,6.6597,null
2495821,null,Marques Colston,WR,NO,WR,NO,null,10.8297,null,null,90,90,null,null,0.1477,null,null,null,15.0973,7.98,6.5382,null
2495824,null,Jay Cutler,QB,CHI,QB,CHI,null,18.0304,null,null,18,18,null,null,0.4448,null,null,null,18.9034,16.866,2.5549,null
2495825,null,Owen Daniels,TE,DEN,TE,DEN,null,7.3858,null,null,170,170,null,null,0.1876,null,null,null,8.8303,5.78,4.5758,null
2495826,null,Vernon Davis,TE,SF,TE,SF,null,6.0689,null,null,215,215,null,null,0.1336,null,null,null,6.4066,4.7072,4.3207,null
2495835,null,Anthony Fasano,TE,TEN,TE,TEN,null,2.2504,null,null,350,350,null,null,0.055,null,null,null,2.807,0.69,5.751,null
2495838,null,Bruce Gradkowski,QB,PIT,QB,PIT,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2495843,null,Derek Hagan,WR,FA,WR,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2495863,null,Tarvaris Jackson,QB,SEA,QB,SEA,null,0.0271,null,null,539,539,null,null,0.0271,null,null,null,0.0372,0,8.0144,null
2495867,null,Greg Jennings,WR,MIA,WR,MIA,null,7.2148,null,null,177,177,null,null,0.114,null,null,null,8.7574,5.0027,1.4443,null
2495888,null,Marcedes Lewis,TE,JAC,TE,JAC,null,4.4886,null,null,263,263,null,null,0.078,null,null,null,5.2369,2.1249,1.675,null
2495893,null,Brandon Marshall,WR,NYJ,WR,NYJ,null,12.1182,null,null,67,67,null,null,0.0592,null,null,null,15.9676,9.6849,6.8457,null
2495966,null,Delanie Walker,TE,TEN,TE,TEN,null,9.6552,null,null,115,115,null,null,0.9512,null,null,null,13.2053,6.02,8.1365,null
2495967,null,Leon Washington,RB,FA,RB,FA,null,0,null,null,543,875,null,null,0,null,null,null,0,0,null,null
2495974,null,Charlie Whitehurst,QB,TEN,QB,TEN,null,0.2726,null,null,495,495,null,null,0.0642,null,null,null,0.5542,0,4.9656,null
2495979,null,DeAngelo Williams,RB,PIT,RB,PIT,null,9.0479,null,null,127,127,null,null,0.0726,null,null,null,10.3598,6.343,1.4255,null
2499248,null,Kris Durham,WR,FA,WR,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2499255,null,Richard Gordon,TE,KC,TE,KC,null,0.1303,null,null,526,526,null,null,0.0262,null,null,null,0.2059,0,6.7156,null
2499277,null,David Ausberry,TE,DET,TE,DET,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2500351,null,Phil Dawson,K,SF,K,SF,null,8.706,null,null,134,134,null,null,0.1606,null,null,null,10.3439,5.541,1.8779,null
2501078,null,Matt Hasselbeck,QB,IND,QB,IND,null,0.5894,null,null,456,456,null,null,0.0611,null,null,null,1.1364,-0.1379,5.502,null
2501863,null,Peyton Manning,QB,DEN,QB,DEN,null,20.5735,null,null,3,3,null,null,0.1429,null,null,null,21.502,18.9177,6.8298,null
2503471,null,Adam Vinatieri,K,IND,K,IND,null,9.2118,null,null,124,124,null,null,0.1594,null,null,null,10.984,6.7588,4.8162,null
2504162,null,Shayne Graham,K,FA,K,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2504211,null,Tom Brady,QB,NE,QB,NE,null,21.4144,null,null,2,2,null,null,0.8915,null,null,null,23.206,19.0817,6.4245,null
2504257,null,Sebastian Janikowski,K,OAK,K,OAK,null,8.4955,null,null,137,137,null,null,0.0969,null,null,null,10.6839,6.6684,4.2952,null
2504343,null,Jay Feely,K,FA,K,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2504531,null,Michael Vick,QB,PIT,QB,PIT,null,0.6453,null,null,444,444,null,null,0.0158,null,null,null,1.1326,-0.1379,2.9259,null
2504595,null,Steve Smith,WR,BAL,WR,BAL,null,11.6468,null,null,78,78,null,null,0.2286,null,null,null,14.6053,9.33,5.7531,null
2504743,null,Santana Moss,WR,FA,WR,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2504747,null,Reggie Wayne,WR,NE,WR,NE,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2504775,null,Drew Brees,QB,NO,QB,NO,null,19.6015,null,null,8,8,null,null,0.3026,null,null,null,20.6604,16.58,4.7102,null
2504797,null,Matt Bryant,K,ATL,K,ATL,null,9.7725,null,null,111,111,null,null,0.1874,null,null,null,10.663,8.1784,6.4374,null
2504833,null,Shaun Hill,QB,MIN,QB,MIN,null,0.6563,null,null,442,442,null,null,0.0145,null,null,null,1.2121,0,3.6124,null
2504941,null,Billy Cundiff,K,FA,K,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2505076,null,Josh McCown,QB,CLE,QB,CLE,null,13.6253,null,null,53,53,null,null,0.775,null,null,null,14.5927,12.1866,2.0832,null
2505245,null,Carson Palmer,QB,ARI,QB,ARI,null,18.3576,null,null,16,16,null,null,0.3632,null,null,null,19.5834,15.846,4.3379,null
2505299,null,Antonio Gates,TE,SD,TE,SD,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2505310,null,Kassim Osgood,WR,FA,WR,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2505354,null,Tony Romo,QB,DAL,QB,DAL,null,20.2646,null,null,6,6,null,null,0.4338,null,null,null,21.7756,17.578,7.5548,null
2505459,null,Josh Brown,K,NYG,K,NYG,null,7.0016,null,null,184,184,null,null,0.4038,null,null,null,8.1916,6.0594,6.02,null
2505551,null,Andre Johnson,WR,IND,WR,IND,null,9.8322,null,null,110,110,null,null,0.2578,null,null,null,10.9861,7.8054,4.8741,null
2505587,null,Anquan Boldin,WR,SF,WR,SF,null,11.694,null,null,76,76,null,null,0.0458,null,null,null,14.6659,9.67,4.5355,null
2505629,null,Jason Witten,TE,DAL,TE,DAL,null,10.2123,null,null,103,103,null,null,0.3692,null,null,null,13.0006,8.15,6.1828,null
2505785,null,Malcom Floyd,WR,SD,WR,SD,null,8.8086,null,null,133,133,null,null,0.5509,null,null,null,9.9576,6,1.9084,null
2505790,null,Wes Welker,WR,FA,WR,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2505936,null,Steven Jackson,RB,FA,RB,FA,null,0,null,null,543,875,null,null,0,null,null,null,0,0,null,null
2505982,null,Matt Schaub,QB,BAL,QB,BAL,null,0.1331,null,null,524,524,null,null,0.0631,null,null,null,0.2497,-0.006,7.0974,null
2505996,null,Eli Manning,QB,NYG,QB,NYG,null,17.9583,null,null,20,20,null,null,0.8184,null,null,null,19.145,16.04,4.3133,null
2506004,null,Jerricho Cotchery,WR,CAR,WR,CAR,null,4.8975,null,null,254,254,null,null,0.2236,null,null,null,6.5081,2.0141,1.7426,null
2506053,null,Luke McCown,QB,NO,QB,NO,null,0.1787,null,null,515,515,null,null,0.0131,null,null,null,0.3663,-0.01,6.1039,null
2506063,null,Josh Scobee,K,PIT,K,PIT,null,8.1105,null,null,151,151,null,null,0.036,null,null,null,9.6586,6.4624,2.0304,null
2506106,null,Larry Fitzgerald,WR,ARI,WR,ARI,null,11.6496,null,null,77,77,null,null,0.1003,null,null,null,15.9175,8.83,6.5025,null
2506109,null,Ben Roethlisberger,QB,PIT,QB,PIT,null,19.1802,null,null,10,10,null,null,0.58,null,null,null,20.8147,15.4686,8.3754,null
2506121,null,Philip Rivers,QB,SD,QB,SD,null,18.3697,null,null,15,15,null,null,0.1758,null,null,null,18.8718,16.796,3.4485,null
2506122,null,Benjamin Watson,TE,NO,TE,NO,null,5.1528,null,null,246,246,null,null,0.3998,null,null,null,5.9774,3.0239,2.2447,null
2506147,null,John Kuhn,RB,GB,RB,GB,null,1.6455,null,null,372,372,null,null,0.0354,null,null,null,2.1277,0.5632,7.3189,null
2506149,null,Shaun Suisham,K,PIT,K,PIT,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2506194,null,Nick Novak,K,FA,K,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2506222,null,Josh Cribbs,WR,FA,WR,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2506264,null,Robbie Gould,K,CHI,K,CHI,null,7.0864,null,null,182,182,null,null,0.254,null,null,null,9.1521,5.41,2.5479,null
2506287,null,Lance Moore,WR,DET,WR,DET,null,1.3172,null,null,393,393,null,null,0.0679,null,null,null,2.5901,-0.0027,1.725,null
2506313,null,Nate Washington,WR,HOU,WR,HOU,null,5.356,null,null,238,238,null,null,0.0384,null,null,null,6.7278,3.635,2.0531,null
2506340,null,Alex Smith,QB,KC,QB,KC,null,15.7654,null,null,36,36,null,null,0.3472,null,null,null,16.6471,13.6906,1.2494,null
2506341,null,Ronnie Brown,RB,FA,RB,FA,null,0,null,null,543,875,null,null,0,null,null,null,0,0,null,null
2506363,null,Aaron Rodgers,QB,GB,QB,GB,null,23.1741,null,null,1,1,null,null,2.1801,null,null,null,26.9632,19.5606,10.2335,null
2506364,null,Jason Campbell,QB,FA,QB,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2506366,null,Roddy White,WR,ATL,WR,ATL,null,12.0613,null,null,68,68,null,null,0.0346,null,null,null,13.8963,10.41,3.4614,null
2506369,null,Heath Miller,TE,PIT,TE,PIT,null,9.7005,null,null,112,112,null,null,0.0994,null,null,null,12.3978,6.3511,5.8949,null
2506386,null,Mike Nugent,K,CIN,K,CIN,null,8.1724,null,null,148,148,null,null,0.0614,null,null,null,9.4289,6.4615,2.1504,null
2506400,null,Vincent Jackson,WR,TB,WR,TB,null,10.5551,null,null,96,96,null,null,0.2385,null,null,null,12.0291,9.2001,4.2798,null
2506404,null,Frank Gore,RB,IND,RB,IND,null,11.6444,null,null,79,79,null,null,0.4927,null,null,null,14.8708,8.08,6.7615,null
2506410,null,Alex Smith,TE,NO,TE,NO,null,1.103,null,null,403,403,null,null,0.0245,null,null,null,1.9593,0,3.1412,null
2506444,null,Kyle Orton,QB,FA,QB,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2506467,null,Darren Sproles,RB,PHI,RB,PHI,null,8.4899,null,null,138,138,null,null,0.1964,null,null,null,11.1751,6.5349,6.6572,null
2506481,null,Dan Orlovsky,QB,DET,QB,DET,null,0.279,null,null,494,494,null,null,0.0343,null,null,null,0.5688,-0.01,4.8536,null
2506546,null,Derek Anderson,QB,CAR,QB,CAR,null,0.4372,null,null,477,477,null,null,0.1013,null,null,null,0.7718,0,5.9192,null
2506562,null,Matt Cassel,QB,FA,QB,FA,null,0.1644,null,null,518,518,null,null,0.0153,null,null,null,0.2303,0,6.3429,null
2506581,null,Ryan Fitzpatrick,QB,NYJ,QB,NYJ,null,15.3433,null,null,40,40,null,null,0.5966,null,null,null,16.6738,12.5022,2.9742,null
2506619,null,Daniel Fells,TE,NYG,TE,NYG,null,2.847,null,null,327,327,null,null,0.0876,null,null,null,3.216,0.4882,3.2456,null
2506677,null,Matt Prater,K,DET,K,DET,null,8.3852,null,null,141,141,null,null,0.116,null,null,null,10.5911,6.1183,3.649,null
2506817,null,Montell Owens,RB,FA,RB,FA,null,0,null,null,543,875,null,null,0,null,null,null,0,0,null,null
2506871,null,Fred Jackson,RB,SEA,RB,SEA,null,4.5347,null,null,262,262,null,null,0.1123,null,null,null,6.1304,2.5175,2.582,null
2506874,null,Reggie Bush,RB,SF,RB,SF,null,5.8369,null,null,224,224,null,null,0.1077,null,null,null,7.0924,2.9957,2.0887,null
2506885,null,Santonio Holmes,WR,FA,WR,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2506895,null,Kellen Clemens,QB,SD,QB,SD,null,0.5114,null,null,468,468,null,null,0.0526,null,null,null,0.9074,0,4.6404,null
2506897,null,Devin Hester,WR,ATL,WR,ATL,null,1.427,null,null,385,385,null,null,0.0684,null,null,null,2.1195,0.6,5.0253,null
2506922,null,Stephen Gostkowski,K,NE,K,NE,null,10.0089,null,null,106,106,null,null,0.1366,null,null,null,11.4501,8.2042,7.2592,null
2507029,null,Eric Weems,WR,ATL,WR,ATL,null,0.5315,null,null,467,467,null,null,0.0572,null,null,null,1.0948,0,6.1121,null
2507141,null,Pierre Thomas,RB,FA,RB,FA,null,0,null,null,543,875,null,null,0,null,null,null,0,0,null,null
2507164,null,Adrian Peterson,RB,MIN,RB,MIN,null,16.9494,null,null,28,28,null,null,0.6156,null,null,null,18.8874,13.64,5.9221,null
2507166,null,Ted Ginn,WR,CAR,WR,CAR,null,5.0515,null,null,249,249,null,null,0.1061,null,null,null,6.6727,1.1767,4.1156,null
2507170,null,Zach Miller,TE,FA,TE,FA,null,0.4121,null,null,480,480,null,null,0.0258,null,null,null,0.6252,0,5.7608,null
2507182,null,Matt Spaeth,TE,PIT,TE,PIT,null,2.3558,null,null,347,347,null,null,0.116,null,null,null,4.028,0.45,5.6157,null
2507183,null,James Jones,WR,GB,WR,GB,null,6.5303,null,null,206,206,null,null,0.232,null,null,null,7.1454,3.9568,2.6087,null
2507192,null,Michael Bush,RB,FA,RB,FA,null,0,null,null,543,875,null,null,0,null,null,null,0,0,null,null
2507218,null,Brent Celek,TE,PHI,TE,PHI,null,4.8032,null,null,255,255,null,null,0.1838,null,null,null,5.376,2.4633,1.8808,null
2507225,null,Nick Folk,K,NYJ,K,NYJ,null,9.6001,null,null,117,117,null,null,0.2019,null,null,null,11.4065,7.7155,2.6769,null
2507232,null,Mason Crosby,K,GB,K,GB,null,10.2989,null,null,100,100,null,null,0.3085,null,null,null,11.6846,7.9026,5.1991,null
2507237,null,Jordan Palmer,QB,FA,QB,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2507278,null,Jackie Battle,RB,FA,RB,FA,null,0,null,null,543,875,null,null,0,null,null,null,0,0,null,null
2507282,null,Matt Moore,QB,MIA,QB,MIA,null,0.1557,null,null,519,519,null,null,0.0178,null,null,null,0.2811,0,7.6731,null
2507374,null,Steven Hauschka,K,SEA,K,SEA,null,8.366,null,null,142,142,null,null,0.224,null,null,null,9.4281,6.3795,6.0062,null
2507401,null,Dan Carpenter,K,BUF,K,BUF,null,9.1056,null,null,125,125,null,null,0.1568,null,null,null,9.9303,7.5711,2.5246,null
2507405,null,Matthew Mulligan,TE,BUF,TE,BUF,null,0.375,null,null,483,483,null,null,0.0943,null,null,null,0.5876,0.1,5.5256,null
2507428,null,Mike Tolbert,RB,CAR,RB,CAR,null,3.3655,null,null,312,312,null,null,0.1224,null,null,null,4.3552,0.813,3.9861,null
2507463,null,Connor Barth,K,TB,K,TB,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2507486,null,Kellen Davis,TE,NYJ,TE,NYJ,null,1.3775,null,null,388,388,null,null,0.0865,null,null,null,2.1006,0.3921,4.5863,null
2507585,null,Will Taufoou,RB,FA,RB,FA,null,0,null,null,543,875,null,null,0,null,null,null,0,0,null,null
2507596,null,Marcus Thigpen,RB,BUF,RB,BUF,null,0.1736,null,null,516,516,null,null,0.0398,null,null,null,0.2862,0,6.943,null
2507596,null,Marcus Thigpen,WR,BUF,WR,BUF,null,0,null,null,543,543,null,null,0,null,null,null,0.2862,0,7.6008,null
2507737,null,Darrel Young,RB,WAS,RB,WAS,null,1.7347,null,null,369,369,null,null,0.1002,null,null,null,2.6156,0.94,6.617,null
2507763,null,Mike Wallace,WR,MIN,WR,MIN,null,10.9593,null,null,86,86,null,null,0.1819,null,null,null,15.5331,8.68,7.0125,null
2507779,null,Donald Brown,RB,SD,RB,SD,null,1.224,null,null,398,398,null,null,0.1056,null,null,null,2.2741,0.25,6.8916,null
2507828,null,Logan Paulsen,TE,WAS,TE,WAS,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2507855,null,Victor Cruz,WR,NYG,WR,NYG,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2507883,null,Jeff Cumberland,TE,NYJ,TE,NYJ,null,4.7028,null,null,257,257,null,null,0.1905,null,null,null,5.2035,3.1289,2.9003,null
2507884,null,David Nelson,WR,PIT,WR,PIT,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2507897,null,Alfonso Smith,RB,FA,RB,FA,null,0,null,null,543,875,null,null,0,null,null,null,0,0,null,null
2507902,null,Marlon Moore,WR,CLE,WR,CLE,null,0.1528,null,null,520,520,null,null,0.0493,null,null,null,0.309,0,7.5055,null
2507999,null,Chris Ivory,RB,NYJ,RB,NYJ,null,11.8619,null,null,73,73,null,null,0.1698,null,null,null,14.9858,7.66,7.0979,null
2508020,null,Richie Brockel,TE,CAR,TE,CAR,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2508051,null,John Conner,RB,FA,RB,FA,null,0,null,null,543,875,null,null,0,null,null,null,0,0,null,null
2508061,null,Antonio Brown,WR,PIT,WR,PIT,null,18.7164,null,null,11,11,null,null,0.7294,null,null,null,21.0255,16.35,6.1935,null
2508096,null,Tyler Clutts,RB,DAL,RB,DAL,null,0.749,null,null,437,437,null,null,0.0697,null,null,null,1.4993,0,2.4282,null
2508097,null,Andrew Hawkins,WR,CLE,WR,CLE,null,6.9472,null,null,186,186,null,null,0.0617,null,null,null,8.7106,5.26,1.4524,null
2508101,null,James Develin,RB,NE,RB,NE,null,0,null,null,543,875,null,null,0,null,null,null,0,0,null,null
2508112,null,Rob Housler,TE,CLE,TE,CLE,null,2.2293,null,null,351,351,null,null,0.0736,null,null,null,3.281,0.68,2.1462,null
2508115,null,Vincent Brown,WR,FA,WR,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2508123,null,T.J. Yates,QB,FA,QB,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2508137,null,Ryan Taylor,TE,KC,TE,KC,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2527672,null,Will Tukuafu,RB,SEA,RB,SEA,null,0.0149,null,null,541,541,null,null,0.0149,null,null,null,0.024,0,7.9574,null
2528181,null,Bryan Walters,WR,JAC,WR,JAC,null,0.5512,null,null,463,463,null,null,0.0132,null,null,null,1.0281,0,5.7107,null
2530515,null,Chris Hogan,WR,BUF,WR,BUF,null,2.0022,null,null,356,356,null,null,0.0495,null,null,null,3.7952,0.5208,5.5915,null
2530516,null,Robert Hughes,RB,FA,RB,FA,null,0,null,null,543,875,null,null,0,null,null,null,0,0,null,null
2530575,null,Drew Davis,WR,FA,WR,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2530598,null,Jeremy Ross,WR,FA,WR,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2530660,null,Kamar Aiken,WR,BAL,WR,BAL,null,6.8456,null,null,189,189,null,null,0.2136,null,null,null,7.5295,1.4496,3.2227,null
2530690,null,DuJuan Harris,RB,FA,RB,FA,null,0,null,null,543,875,null,null,0,null,null,null,0,0,null,null
2530699,null,Henry Hynoski,RB,FA,RB,FA,null,0,null,null,543,875,null,null,0,null,null,null,0,0,null,null
2530700,null,Dontrelle Inman,WR,SD,WR,SD,null,1.2582,null,null,396,396,null,null,0.0397,null,null,null,1.9505,0.2463,4.8428,null
2530713,null,Jeff Maehl,WR,FA,WR,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2530720,null,Joseph Morgan,WR,FA,WR,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2530747,null,Doug Baldwin,WR,SEA,WR,SEA,null,9.6384,null,null,116,116,null,null,0.1344,null,null,null,11.2839,6.1986,3.4996,null
2530754,null,Brett Brackett,TE,FA,TE,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2530763,null,Patrick DiMarco,RB,ATL,RB,ATL,null,0.9515,null,null,419,419,null,null,0.0015,null,null,null,1.3183,0.2662,7.344,null
2530959,null,Marcus Harris,WR,NYG,WR,NYG,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2530990,null,Phillip Tanner,RB,FA,RB,FA,null,0,null,null,543,875,null,null,0,null,null,null,0,0,null,null
2531049,null,Chris Matthews,WR,SEA,WR,SEA,null,2.8303,null,null,328,328,null,null,0.1032,null,null,null,4.2365,0.5785,3.2843,null
2531218,null,Chase Reynolds,RB,STL,RB,STL,null,1.3564,null,null,390,390,null,null,0.042,null,null,null,2.8711,0,3.9841,null
2531332,null,Terrelle Pryor,QB,CLE,QB,CLE,null,0.2,null,null,510,510,null,null,0.0272,null,null,null,0.347,0.0251,7.0101,null
2531332,null,Terrelle Pryor,WR,CLE,WR,CLE,null,0.3207,null,null,489,489,null,null,0.0557,null,null,null,0.347,0.0251,7.8935,null
2532790,null,Travis Benjamin,WR,CLE,WR,CLE,null,1.5149,null,null,381,381,null,null,0.044,null,null,null,2.1208,0.94,6.5038,null
2532797,null,Brandon Bolden,RB,NE,RB,NE,null,6.8171,null,null,191,191,null,null,0.2108,null,null,null,8.4211,3.81,4.1927,null
2532799,null,Jarrett Boykin,WR,FA,WR,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2532807,null,Ryan Broyles,WR,FA,WR,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2532809,null,LaRon Byrd,WR,FA,WR,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2532820,null,Kirk Cousins,QB,WAS,QB,WAS,null,13.6535,null,null,52,52,null,null,0.3658,null,null,null,16.0211,9.0088,7.2725,null
2532823,null,Juron Criner,WR,FA,WR,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2532835,null,Rhett Ellison,TE,MIN,TE,MIN,null,1.8311,null,null,365,365,null,null,0.1477,null,null,null,2.6746,0.35,4.1706,null
2532838,null,Coby Fleener,TE,IND,TE,IND,null,5.9644,null,null,218,218,null,null,0.1394,null,null,null,6.9336,4.5,4.1859,null
2532841,null,Michael Floyd,WR,ARI,WR,ARI,null,8.8291,null,null,132,132,null,null,0.2636,null,null,null,10.8579,5.77,4.6565,null
2532842,null,Nick Foles,QB,STL,QB,STL,null,12.7504,null,null,61,61,null,null,11.3077,null,null,null,14.1419,11.5429,1.671,null
2532850,null,T.J. Graham,WR,FA,WR,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2532851,null,Cyrus Gray,RB,FA,RB,FA,null,0,null,null,543,875,null,null,0,null,null,null,0,0,null,null
2532853,null,Ladarius Green,TE,SD,TE,SD,null,6.5578,null,null,204,204,null,null,0.26,null,null,null,8.8509,4.328,6.1679,null
2532862,null,Junior Hemingway,WR,KC,WR,KC,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2532864,null,Dan Herron,RB,IND,RB,IND,null,0,null,null,543,875,null,null,0,null,null,null,0,0,null,null
2532865,null,T.Y. Hilton,WR,IND,WR,IND,null,13.0754,null,null,56,56,null,null,0.1028,null,null,null,16.6667,11.31,6.0796,null
2532876,null,A.J. Jenkins,WR,FA,WR,FA,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
2532884,null,Marvin Jones,WR,CIN,WR,CIN,null,6.5905,null,null,202,202,null,null,0.1677,null,null,null,7.0495,5.7837,4.8622,null
2532887,null,Jermaine Kearse,WR,SEA,WR,SEA,null,6.6167,null,null,198,198,null,null,0.0563,null,null,null,7.2518,4.9445,3.538,null
2532888,null,Case Keenum,QB,STL,QB,STL,null,0.4805,null,null,472,472,null,null,0.0841,null,null,null,0.944,0,4.6049,null
2532894,null,Ryan Lindley,QB,NE,QB,NE,null,0,null,null,543,543,null,null,0,null,null,null,0,0,null,null
