playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"1030","null","Mario Manningham","WR","FA","WR","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"1032","null","Jordy Nelson","WR","GB","WR","GB","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"1060","null","Gary Barnidge","TE","CLE","TE","CLE","null","11.1484","null","null","91","91","null","null","0.3756","null","null","null","12.0311","9","3.9891","null",
"1062","null","Martellus Bennett","TE","CHI","TE","CHI","null","9.6261","null","null","114","114","null","null","0.7832","null","null","null","13.9614","7.68","6.7188","null",
"1072","null","Jermichael Finley","TE","FA","TE","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"1581","null","DeSean Jackson","WR","WAS","WR","WAS","null","11.4682","null","null","85","85","null","null","0.2098","null","null","null","14.7419","8.3809","4.875","null",
"1966","null","John Carlson","TE","FA","TE","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"1980","null","Peyton Hillis","RB","FA","RB","FA","null","0","null","null","534","871","null","null","0","null","null","null","0","0","null","null",
"1990","null","Eddie Royal","WR","CHI","WR","CHI","null","3.1568","null","null","303","303","null","null","0.1023","null","null","null","6.6745","0","5.3225","null",
"1992","null","Craig Stevens","TE","TEN","TE","TEN","null","0.934","null","null","398","398","null","null","0.0974","null","null","null","1.6455","0","5.5946","null",
"2346","null","Pierre Garcon","WR","WAS","WR","WAS","null","8.011","null","null","151","151","null","null","0.2895","null","null","null","10.031","5.453","3.5436","null",
"2649","null","Danny Amendola","WR","NE","WR","NE","null","13.8334","null","null","55","55","null","null","0.1245","null","null","null","15.536","7.5893","3.0312","null",
"4231","null","Jed Collins","RB","FA","RB","FA","null","0","null","null","534","871","null","null","0","null","null","null","0","0","null","null",
"4327","null","Danny Woodhead","RB","SD","RB","SD","null","10.659","null","null","103","103","null","null","1.0285","null","null","null","14.9576","6.561","5.8863","null",
"4381","null","Garrett Hartley","K","FA","K","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"4383","null","Tim Hightower","RB","NO","RB","NO","null","0.7193","null","null","414","414","null","null","0.044","null","null","null","1.5095","0","3.2862","null",
"4433","null","Marcel Reece","RB","OAK","RB","OAK","null","2.7955","null","null","313","313","null","null","0.1384","null","null","null","3.4232","1.5951","5.3953","null",
"4487","null","Matthew Slater","WR","NE","WR","NE","null","0.4992","null","null","440","440","null","null","0.0775","null","null","null","1.1882","0","4.3302","null",
"71217","null","Kenny Britt","WR","STL","WR","STL","null","6.2482","null","null","219","219","null","null","0.0777","null","null","null","6.8862","4.0209","3.4016","null",
"71247","null","James Casey","TE","FA","TE","FA","null","0.0398","null","null","515","515","null","null","0.0034","null","null","null","0.0796","0","5.9596","null",
"71255","null","Chase Coffman","TE","FA","TE","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"71265","null","Jared Cook","TE","STL","TE","STL","null","5.3177","null","null","245","245","null","null","0.3528","null","null","null","6.2447","3.302","3.376","null",
"71269","null","Michael Crabtree","WR","OAK","WR","OAK","null","11.7377","null","null","82","82","null","null","0.2284","null","null","null","13.5345","8.7139","2.5034","null",
"71309","null","Graham Gano","K","CAR","K","CAR","null","10.1356","null","null","106","106","null","null","0.9391","null","null","null","12.6713","7.9049","4.5217","null",
"71345","null","Rashad Jennings","RB","NYG","RB","NYG","null","6.9218","null","null","194","194","null","null","0.4124","null","null","null","7.9729","4.89","3.7306","null",
"71431","null","Brandon Pettigrew","TE","DET","TE","DET","null","2.1799","null","null","343","343","null","null","0.0924","null","null","null","2.8164","0.5522","4.6226","null",
"71435","null","John Phillips","TE","SD","TE","SD","null","0.2849","null","null","462","462","null","null","0.0893","null","null","null","0.5788","0","4.7736","null",
"79555","null","Arian Foster","RB","HOU","RB","HOU","null","0","null","null","534","871","null","null","0","null","null","null","0","0","null","null",
"79557","null","Josh Freeman","QB","FA","QB","FA","null","0","null","null","534","872","null","null","0","null","null","null","0","0","null","null",
"79563","null","Shonn Greene","RB","FA","RB","FA","null","0","null","null","534","871","null","null","0","null","null","null","0","0","null","null",
"79589","null","David Johnson","TE","SD","TE","SD","null","3.0758","null","null","304","304","null","null","0.1332","null","null","null","6.6017","0","10.9301","null",
"79607","null","LeSean McCoy","RB","BUF","RB","BUF","null","16.0407","null","null","30","30","null","null","0.9013","null","null","null","18.7252","13.76","5.3784","null",
"79619","null","Knowshon Moreno","RB","FA","RB","FA","null","0","null","null","534","871","null","null","0","null","null","null","0","0","null","null",
"79625","null","Bear Pascoe","TE","FA","TE","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"79629","null","Cedric Peerman","RB","CIN","RB","CIN","null","0.3338","null","null","456","456","null","null","0.0595","null","null","null","0.663","0","7.6896","null",
"79858","null","Mark Sanchez","QB","PHI","QB","PHI","null","1.3134","null","null","378","378","null","null","0.3861","null","null","null","2.2191","0","6.2061","null",
"79860","null","Matthew Stafford","QB","DET","QB","DET","null","18.4169","null","null","13","13","null","null","0.1081","null","null","null","20.9473","14.668","3.3441","null",
"80425","null","Percy Harvin","WR","BUF","WR","BUF","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"80427","null","Darrius Heyward-Bey","WR","PIT","WR","PIT","null","2.5419","null","null","322","322","null","null","0.1359","null","null","null","4.7183","0.609","2.7755","null",
"80429","null","Jeremy Maclin","WR","KC","WR","KC","null","12.2553","null","null","78","78","null","null","0.0802","null","null","null","13.2471","10.0295","4.9469","null",
"80670","null","Louis Murphy","WR","TB","WR","TB","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"80672","null","Hakeem Nicks","WR","NYG","WR","NYG","null","2.2128","null","null","342","342","null","null","0.1629","null","null","null","3.0265","0.5469","4.1056","null",
"80674","null","Chris Ogbonnaya","RB","FA","RB","FA","null","0","null","null","534","871","null","null","0","null","null","null","0","0","null","null",
"81284","null","Chase Daniel","QB","KC","QB","KC","null","0.0792","null","null","501","501","null","null","0.0541","null","null","null","0.1319","-0.02","4.7007","null",
"81288","null","Brandon Gibson","WR","NE","WR","NE","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"81294","null","Brian Hoyer","QB","HOU","QB","HOU","null","14.5195","null","null","42","42","null","null","0.1889","null","null","null","16.6148","9.8297","3.9854","null",
"81306","null","Brandon Tate","WR","CIN","WR","CIN","null","1.0134","null","null","390","390","null","null","0.0386","null","null","null","2.1329","0","7.5159","null",
"81831","null","Brian Hartline","WR","CLE","WR","CLE","null","6.048","null","null","230","230","null","null","0.085","null","null","null","7.238","4.2369","3.5242","null",
"81857","null","Kevin Ogletree","WR","FA","WR","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"89688","null","Kevin Brock","TE","FA","TE","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"89766","null","Brandon Myers","TE","TB","TE","TB","null","1.4127","null","null","374","374","null","null","0.1156","null","null","null","2.0454","0.46","5.2277","null",
"89798","null","Antone Smith","RB","CHI","RB","CHI","null","0.1883","null","null","480","480","null","null","0.0144","null","null","null","0.3877","0","4.9615","null",
"89802","null","Ryan Succop","K","TEN","K","TEN","null","7.9318","null","null","156","156","null","null","0.2015","null","null","null","9.5659","5.2563","2.6361","null",
"100001","null","Falcons","DST","ATL","DST","ATL","null","6.0348","null","null","231","231","null","null","0.1133","null","null","null","6.9312","1.0507","4.4341","null",
"100002","null","Ravens","DST","BAL","DST","BAL","null","6.0569","null","null","229","229","null","null","0.0395","null","null","null","8.4022","2.6","4.033","null",
"100003","null","Bills","DST","BUF","DST","BUF","null","7.4713","null","null","178","178","null","null","0.3442","null","null","null","8.4461","5.15","4.7547","null",
"100004","null","Panthers","DST","CAR","DST","CAR","null","8.8526","null","null","132","132","null","null","0.4571","null","null","null","10.1631","5.1352","5.9445","null",
"100005","null","Bears","DST","CHI","DST","CHI","null","5.6335","null","null","238","238","null","null","0.2876","null","null","null","7.3087","3.4435","3.1058","null",
"100006","null","Bengals","DST","CIN","DST","CIN","null","8.8343","null","null","133","133","null","null","0.9787","null","null","null","12.4509","6.79","6.814","null",
"100007","null","Browns","DST","CLE","DST","CLE","null","3.4464","null","null","292","292","null","null","2.0358","null","null","null","4.5195","0.5436","5.1264","null",
"100008","null","Cowboys","DST","DAL","DST","DAL","null","6.1924","null","null","221","221","null","null","0.0322","null","null","null","7.9198","0.9347","7.4124","null",
"100009","null","Broncos","DST","DEN","DST","DEN","null","7.7546","null","null","161","161","null","null","0.11","null","null","null","8.7427","4.41","7.676","null",
"100010","null","Lions","DST","DET","DST","DET","null","4.0684","null","null","276","276","null","null","0.4182","null","null","null","5.0967","0.5797","4.1678","null",
"100011","null","Packers","DST","GB","DST","GB","null","7.605","null","null","173","173","null","null","0.1203","null","null","null","8.5574","4.7045","2.4554","null",
"100012","null","Titans","DST","TEN","DST","TEN","null","7.6428","null","null","171","171","null","null","0.0913","null","null","null","10.0258","2.9965","5.8957","null",
"100013","null","Texans","DST","HOU","DST","HOU","null","6.2525","null","null","218","218","null","null","0.0693","null","null","null","6.8884","6","7.0814","null",
"100014","null","Colts","DST","IND","DST","IND","null","4.7716","null","null","258","258","null","null","0.8104","null","null","null","6.0331","3.7506","7.314","null",
"100015","null","Jaguars","DST","JAC","DST","JAC","null","6.6408","null","null","206","206","null","null","0.4183","null","null","null","6.8919","0.937","3.4367","null",
"100016","null","Chiefs","DST","KC","DST","KC","null","6.1741","null","null","222","222","null","null","0.0725","null","null","null","6.6752","5.3","7.3163","null",
"100017","null","Rams","DST","STL","DST","STL","null","6.6837","null","null","205","205","null","null","0.237","null","null","null","8.1888","3.8792","2.464","null",
"100018","null","Raiders","DST","OAK","DST","OAK","null","3.8541","null","null","282","282","null","null","1.3992","null","null","null","5.1107","-0.6146","3.4404","null",
"100019","null","Dolphins","DST","MIA","DST","MIA","null","6.1462","null","null","224","224","null","null","0.1004","null","null","null","7.5166","4.3","3.7544","null",
"100020","null","Vikings","DST","MIN","DST","MIN","null","5.9999","null","null","233","233","null","null","0.2054","null","null","null","7.6195","4.1","2.702","null",
"100021","null","Patriots","DST","NE","DST","NE","null","7.9567","null","null","155","155","null","null","0.2563","null","null","null","8.8224","5.84","8.0037","null",
"100022","null","Saints","DST","NO","DST","NO","null","1.4634","null","null","368","368","null","null","null","null","null","null","5.6591","-0.1944","6.9321","null",
"100023","null","Giants","DST","NYG","DST","NYG","null","5.8431","null","null","235","235","null","null","0.1535","null","null","null","6.0954","-2.2136","7.4495","null",
"100024","null","Jets","DST","NYJ","DST","NYJ","null","7.3568","null","null","181","181","null","null","0.552","null","null","null","8.7926","5.0895","3.1511","null",
"100025","null","Eagles","DST","PHI","DST","PHI","null","1.3577","null","null","377","377","null","null","null","null","null","null","4.1331","0.8","8.4014","null",
"100026","null","Cardinals","DST","ARI","DST","ARI","null","6.8974","null","null","196","196","null","null","0.1994","null","null","null","9.2244","5.15","5.0669","null",
"100027","null","Steelers","DST","PIT","DST","PIT","null","7.4981","null","null","175","175","null","null","0.0841","null","null","null","7.8544","4.2477","3.5824","null",
"100028","null","Chargers","DST","SD","DST","SD","null","5.6315","null","null","239","239","null","null","0.7154","null","null","null","7.9332","3.0683","7.8855","null",
"100029","null","49ers","DST","SF","DST","SF","null","5.0604","null","null","250","250","null","null","0.6403","null","null","null","6.1247","2.9","4.4005","null",
"100030","null","Seahawks","DST","SEA","DST","SEA","null","6.7123","null","null","202","202","null","null","0.0501","null","null","null","7.8544","5.1178","5.6399","null",
"100031","null","Buccaneers","DST","TB","DST","TB","null","5.7457","null","null","236","236","null","null","0.1132","null","null","null","7.3752","3.0206","2.7852","null",
"100032","null","Redskins","DST","WAS","DST","WAS","null","7.6464","null","null","170","170","null","null","0.0224","null","null","null","8.7263","1.2058","8.8917","null",
"163982","null","Will Johnson","RB","PIT","RB","PIT","null","0.9004","null","null","400","400","null","null","0.0483","null","null","null","1.8026","0.09","7.7536","null",
"238445","null","Frank Summers","RB","FA","RB","FA","null","0","null","null","534","871","null","null","0","null","null","null","0","0","null","null",
"238457","null","Zach Miller","TE","CHI","TE","CHI","null","4.3214","null","null","266","266","null","null","0.0531","null","null","null","5.6773","0.729","5.2175","null",
"238498","null","Julian Edelman","WR","NE","WR","NE","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"496812","null","Erik Lorig","RB","FA","RB","FA","null","0","null","null","534","871","null","null","0","null","null","null","0","0","null","null",
"497095","null","Sam Bradford","QB","PHI","QB","PHI","null","14.3026","null","null","49","49","null","null","2.742","null","null","null","16.7636","11.6083","3.5806","null",
"497108","null","Jimmy Clausen","QB","BAL","QB","BAL","null","0.1941","null","null","479","479","null","null","0.0425","null","null","null","0.2854","0","5.3768","null",
"497117","null","Mike Kafka","QB","FA","QB","FA","null","0","null","null","534","872","null","null","0","null","null","null","0","0","null","null",
"497121","null","Thad Lewis","QB","PHI","QB","PHI","null","0","null","null","534","872","null","null","0","null","null","null","0","0","null","null",
"497123","null","Colt McCoy","QB","WAS","QB","WAS","null","0.6485","null","null","425","425","null","null","0.2416","null","null","null","1.2132","0","11.5248","null",
"497135","null","Tim Tebow","QB","FA","QB","FA","null","0","null","null","534","872","null","null","0","null","null","null","0","0","null","null",
"497145","null","Joique Bell","RB","DET","RB","DET","null","5.2028","null","null","247","247","null","null","0.2744","null","null","null","7.0216","3.4017","4.5225","null",
"497149","null","LeGarrette Blount","RB","NE","RB","NE","null","12.4633","null","null","74","74","null","null","0.1085","null","null","null","13.66","10.45","4.622","null",
"497172","null","Anthony Dixon","RB","BUF","RB","BUF","null","2.7515","null","null","315","315","null","null","0.2818","null","null","null","4.9129","0.7637","2.3866","null",
"497174","null","Jonathan Dwyer","RB","FA","RB","FA","null","0","null","null","534","871","null","null","0","null","null","null","0","0","null","null",
"497176","null","Toby Gerhart","RB","JAC","RB","JAC","null","2.8934","null","null","310","310","null","null","0.0783","null","null","null","5.2493","0","9.3552","null",
"497188","null","Ryan Mathews","RB","PHI","RB","PHI","null","2.2644","null","null","338","338","null","null","0.138","null","null","null","4.1081","0","6.7087","null",
"497190","null","Dexter McCluster","RB","TEN","RB","TEN","null","0","null","null","534","871","null","null","0","null","null","null","0","0","null","null",
"497192","null","Joe McKnight","RB","FA","RB","FA","null","0","null","null","534","871","null","null","0","null","null","null","0","0","null","null",
"497204","null","C.J. Spiller","RB","NO","RB","NO","null","6.4886","null","null","209","209","null","null","0.4041","null","null","null","8.5889","3.533","6.8021","null",
"497206","null","James Starks","RB","GB","RB","GB","null","6.927","null","null","193","193","null","null","0.201","null","null","null","7.7886","5.45","3.1005","null",
"497208","null","Ben Tate","RB","FA","RB","FA","null","0","null","null","534","871","null","null","0","null","null","null","0","0","null","null",
"497218","null","Trindon Holliday","WR","FA","WR","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"497224","null","Ed Dickson","TE","CAR","TE","CAR","null","2.4435","null","null","325","325","null","null","0.0626","null","null","null","3.4176","1.5","4.2758","null",
"497226","null","Jim Dray","TE","CLE","TE","CLE","null","1.2833","null","null","381","381","null","null","0.142","null","null","null","2.1289","0.3806","2.492","null",
"497234","null","Garrett Graham","TE","HOU","TE","HOU","null","0.5728","null","null","432","432","null","null","0.028","null","null","null","1.3757","0","3.0207","null",
"497236","null","Jimmy Graham","TE","SEA","TE","SEA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"497238","null","Jermaine Gresham","TE","ARI","TE","ARI","null","3.4938","null","null","291","291","null","null","0.3581","null","null","null","4.0351","2.63","4.0997","null",
"497240","null","Rob Gronkowski","TE","NE","TE","NE","null","4.7803","null","null","257","257","null","null","0.4055","null","null","null","8.6727","0","15.9307","null",
"497242","null","Clay Harbor","TE","JAC","TE","JAC","null","1.3108","null","null","379","379","null","null","0.0454","null","null","null","2.7765","0.2","4.092","null",
"497246","null","Michael Hoomanawanui","TE","NO","TE","NO","null","1.0351","null","null","389","389","null","null","0.0969","null","null","null","1.8973","0","3.4218","null",
"497250","null","Anthony McCoy","TE","FA","TE","FA","null","0.0266","null","null","523","523","null","null","0.0241","null","null","null","0.0422","0","6.0616","null",
"497254","null","Dennis Pitta","TE","BAL","TE","BAL","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"497256","null","Tony Moeaki","TE","ATL","TE","ATL","null","0.7897","null","null","409","409","null","null","0.0385","null","null","null","1.2036","0","3.4456","null",
"497258","null","Andrew Quarless","TE","GB","TE","GB","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"497260","null","Seyi Ajirotutu","WR","PHI","WR","PHI","null","0.108","null","null","495","495","null","null","0.0218","null","null","null","0.2703","0","6.383","null",
"497270","null","Arrelious Benn","WR","JAC","WR","JAC","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"497278","null","Dez Bryant","WR","DAL","WR","DAL","null","14.1265","null","null","51","51","null","null","0.2898","null","null","null","16.1444","10.27","7.7509","null",
"497282","null","Riley Cooper","WR","PHI","WR","PHI","null","4.7182","null","null","259","259","null","null","0.1103","null","null","null","6.2513","2.6969","3.6363","null",
"497284","null","Eric Decker","WR","NYJ","WR","NYJ","null","12.9133","null","null","68","68","null","null","0.3482","null","null","null","14.8908","10.4037","4.0266","null",
"497286","null","Marcus Easley","WR","BUF","WR","BUF","null","0.3673","null","null","454","454","null","null","0.0642","null","null","null","0.8819","0","5.6223","null",
"497288","null","Jacoby Ford","WR","FA","WR","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"497302","null","Brandon LaFell","WR","NE","WR","NE","null","13.1662","null","null","65","65","null","null","0.1413","null","null","null","14.856","11.49","2.9044","null",
"497312","null","Preston Parker","WR","FA","WR","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"497320","null","Andre Roberts","WR","WAS","WR","WAS","null","2.5641","null","null","320","320","null","null","0.0896","null","null","null","5.3798","0.1955","4.8676","null",
"497322","null","Emmanuel Sanders","WR","DEN","WR","DEN","null","12.3456","null","null","76","76","null","null","0.1172","null","null","null","14.2109","10.07","5.1989","null",
"497326","null","Golden Tate","WR","DET","WR","DET","null","11.0227","null","null","94","94","null","null","0.1386","null","null","null","12.8692","7.5169","4.797","null",
"497328","null","Demaryius Thomas","WR","DEN","WR","DEN","null","13.7413","null","null","56","56","null","null","0.1636","null","null","null","16.1084","11.47","5.8941","null",
"497336","null","Damian Williams","WR","FA","WR","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"1037347","null","Joe Webb","QB","CAR","QB","CAR","null","0","null","null","534","872","null","null","0","null","null","null","0","0","null","null",
"1037366","null","Michael Palmer","TE","FA","TE","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"1037847","null","Deji Karim","RB","FA","RB","FA","null","0","null","null","534","871","null","null","0","null","null","null","0","0","null","null",
"1037885","null","Marc Mariani","WR","CHI","WR","CHI","null","2.7714","null","null","314","314","null","null","0.2026","null","null","null","4.5311","1.0165","2.4344","null",
"2495139","null","Charles Clay","TE","BUF","TE","BUF","null","7.4776","null","null","177","177","null","null","0.1615","null","null","null","8.003","6","3.8799","null",
"2495143","null","Andy Dalton","QB","CIN","QB","CIN","null","19.4263","null","null","5","5","null","null","0.1943","null","null","null","20.4579","16.532","4.1799","null",
"2495150","null","Kai Forbath","K","NO","K","NO","null","7.9975","null","null","153","153","null","null","0.1446","null","null","null","9.6381","6.0979","6.6798","null",
"2495158","null","Leonard Hankerson","WR","ATL","WR","ATL","null","2.3701","null","null","330","330","null","null","0.0287","null","null","null","4.6613","0","5.6029","null",
"2495159","null","Dwayne Harris","WR","NYG","WR","NYG","null","7.6892","null","null","163","163","null","null","0.1887","null","null","null","10.1162","3.2818","6.7434","null",
"2495161","null","Roy Helu","RB","OAK","RB","OAK","null","2.5626","null","null","321","321","null","null","0.2003","null","null","null","5.396","0","4.3468","null",
"2495162","null","Alex Henery","K","FA","K","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"2495172","null","Kendall Hunter","RB","FA","RB","FA","null","0","null","null","534","871","null","null","0","null","null","null","0","0","null","null",
"2495179","null","Jerrel Jernigan","WR","FA","WR","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"2495186","null","Colin Kaepernick","QB","SF","QB","SF","null","0","null","null","534","872","null","null","0","null","null","null","0","0","null","null",
"2495187","null","Lance Kendricks","TE","STL","TE","STL","null","3.1956","null","null","302","302","null","null","0.1393","null","null","null","3.9922","2.084","3.2296","null",
"2495189","null","Jeremy Kerley","WR","NYJ","WR","NYJ","null","2.5735","null","null","319","319","null","null","0.0205","null","null","null","4.9554","0.18","4.2786","null",
"2495192","null","Greg Little","WR","FA","WR","FA","null","0.0664","null","null","504","504","null","null","0.0149","null","null","null","0.1222","0","6.5824","null",
"2495194","null","Jake Locker","QB","FA","QB","FA","null","0","null","null","534","872","null","null","0","null","null","null","0","0","null","null",
"2495207","null","DeMarco Murray","RB","PHI","RB","PHI","null","12.8055","null","null","70","70","null","null","0.2818","null","null","null","14.3104","9.1006","5.5546","null",
"2495211","null","Niles Paul","TE","WAS","TE","WAS","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"2495212","null","Austin Pettis","WR","FA","WR","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"2495215","null","Christian Ponder","QB","DEN","QB","DEN","null","0.0151","null","null","525","525","null","null","0.0028","null","null","null","0.0229","0","4.5653","null",
"2495223","null","Greg Salas","WR","FA","WR","FA","null","0.005","null","null","529","529","null","null","0.0033","null","null","null","0.0071","0","6.7994","null",
"2495234","null","Luke Stocker","TE","TB","TE","TB","null","1.2475","null","null","382","382","null","null","0.2588","null","null","null","2.8569","0.1","5.751","null",
"2495240","null","Tyrod Taylor","QB","BUF","QB","BUF","null","16.3146","null","null","28","28","null","null","0.7162","null","null","null","17.5429","14.8517","2.6216","null",
"2495241","null","Daniel Thomas","RB","FA","RB","FA","null","0","null","null","534","871","null","null","0","null","null","null","0","0","null","null",
"2495258","null","Matt Asiata","RB","MIN","RB","MIN","null","1.9556","null","null","352","352","null","null","0.4132","null","null","null","2.6669","0.24","5.008","null",
"2495259","null","Dan Bailey","K","DAL","K","DAL","null","8.415","null","null","142","142","null","null","0.0215","null","null","null","10.2702","6.1764","2.1567","null",
"2495267","null","Jordan Cameron","TE","MIA","TE","MIA","null","6.3649","null","null","215","215","null","null","0.1783","null","null","null","7.2198","5.15","5.6179","null",
"2495288","null","Virgil Green","TE","DEN","TE","DEN","null","1.4911","null","null","366","366","null","null","0.0445","null","null","null","2.8384","0.11","2.5153","null",
"2495306","null","Ricardo Lockette","WR","SEA","WR","SEA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"2495314","null","Bruce Miller","RB","SF","RB","SF","null","1.2085","null","null","383","383","null","null","0.0525","null","null","null","1.8434","0.3311","4.3393","null",
"2495315","null","Denarius Moore","WR","FA","WR","FA","null","0.093","null","null","496","496","null","null","0.02","null","null","null","0.1618","0","6.5294","null",
"2495328","null","Bilal Powell","RB","NYJ","RB","NYJ","null","6.0572","null","null","228","228","null","null","0.668","null","null","null","8.3129","4.0607","2.7276","null",
"2495331","null","Aldrick Robinson","WR","FA","WR","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"2495338","null","Dane Sanzenbacher","WR","FA","WR","FA","null","0","null","null","534","534","null","null","0","null","null","null","0","0","null","null",
"2495340","null","Anthony Sherman","RB","KC","RB","KC","null","0.5168","null","null","438","438","null","null","0.1105","null","null","null","0.9689","0","7.8801","null",
"2495341","null","Cecil Shorts","WR","HOU","WR","HOU","null","6.6952","null","null","203","203","null","null","0.1604","null","null","null","7.4914","5.5333","3.647","null",
"2495347","null","Lee Smith","TE","OAK","TE","OAK","null","1.4401","null","null","372","372","null","null","0.0784","null","null","null","2.263","0.425","3.1743","null",
"2495353","null","Julius Thomas","TE","JAC","TE","JAC","null","10.7453","null","null","101","101","null","null","0.7079","null","null","null","13.4884","7.8086","5.0924","null",
"2495425","null","Scott Tolzien","QB","GB","QB","GB","null","0.2211","null","null","470","470","null","null","0.0165","null","null","null","0.3455","0","4.0928","null",
"2495438","null","Kyle Rudolph","TE","MIN","TE","MIN","null","6.2917","null","null","216","216","null","null","0.3852","null","null","null","7.022","4.819","5.1065","null",
"2495441","null","Blaine Gabbert","QB","SF","QB","SF","null","14.8311","null","null","37","37","null","null","0.3922","null","null","null","16.5393","11.1446","5.5067","null",
"2495443","null","Ryan Mallett","QB","FA","QB","FA","null","0","null","null","534","872","null","null","0","null","null","null","0","0","null","null",
