playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"100030","null","Seahawks","DST","SEA","DST","SEA","null","8.8354","null","null","119","119","null","null","0.3264","null","null","null","9.4312","6.4164","6.5373","null",
"100031","null","Buccaneers","DST","TB","DST","TB","null","5.4575","null","null","209","209","null","null","0.7063","null","null","null","7.8364","3.56","5.6976","null",
"163982","null","Will Johnson","RB","PIT","RB","PIT","null","1.1725","null","null","341","341","null","null","0.1253","null","null","null","2.3399","0","7.5393","null",
"238445","null","Frank Summers","RB","FA","RB","FA","null","0","null","null","470","784","null","null","0","null","null","null","0","0","null","null",
"238457","null","Zach Miller","TE","CHI","TE","CHI","null","0.2988","null","null","422","422","null","null","0.0248","null","null","null","0.4849","0.04","5.8111","null",
"238498","null","Julian Edelman","WR","NE","WR","NE","null","15.3325","null","null","37","37","null","null","0.1871","null","null","null","17.084","12.94","4.8334","null",
"496812","null","Erik Lorig","RB","FA","RB","FA","null","0","null","null","470","784","null","null","0","null","null","null","0","0","null","null",
"497108","null","Jimmy Clausen","QB","CHI","QB","CHI","null","0.3699","null","null","409","409","null","null","0.0369","null","null","null","0.6321","0","4.3116","null",
"497117","null","Mike Kafka","QB","FA","QB","FA","null","0","null","null","470","470","null","null","0","null","null","null","0","0","null","null",
"497135","null","Tim Tebow","QB","FA","QB","FA","null","0","null","null","470","470","null","null","0","null","null","null","0","0","null","null",
"497145","null","Joique Bell","RB","DET","RB","DET","null","5.1199","null","null","214","214","null","null","0.0156","null","null","null","6.7034","2.852","3.6586","null",
"497149","null","LeGarrette Blount","RB","NE","RB","NE","null","9.7134","null","null","98","98","null","null","0.3806","null","null","null","11.6865","3.8029","6.5721","null",
"497174","null","Jonathan Dwyer","RB","FA","RB","FA","null","0","null","null","470","784","null","null","0","null","null","null","0","0","null","null",
"497190","null","Dexter McCluster","RB","TEN","RB","TEN","null","7.2345","null","null","165","165","null","null","0.2474","null","null","null","9.2763","3.71","4.1721","null",
"497192","null","Joe McKnight","RB","FA","RB","FA","null","0","null","null","470","784","null","null","0","null","null","null","0","0","null","null",
"497204","null","C.J. Spiller","RB","NO","RB","NO","null","6.8651","null","null","174","174","null","null","0.2565","null","null","null","9.2272","2.8","7.5343","null",
"497206","null","James Starks","RB","GB","RB","GB","null","7.6706","null","null","149","149","null","null","0.1372","null","null","null","9.4032","5.46","5.9284","null",
"497208","null","Ben Tate","RB","FA","RB","FA","null","0","null","null","470","784","null","null","0","null","null","null","0","0","null","null",
"497218","null","Trindon Holliday","WR","FA","WR","FA","null","0","null","null","470","785","null","null","0","null","null","null","0","0","null","null",
"497224","null","Ed Dickson","TE","CAR","TE","CAR","null","2.6636","null","null","282","282","null","null","0.1882","null","null","null","3.3706","1.5","3.9975","null",
"497226","null","Jim Dray","TE","CLE","TE","CLE","null","1.515","null","null","321","321","null","null","0.1931","null","null","null","2.4295","0.3866","2.0735","null",
"497234","null","Garrett Graham","TE","HOU","TE","HOU","null","3.5741","null","null","260","260","null","null","0.372","null","null","null","4.2692","2.107","3.0067","null",
"497236","null","Jimmy Graham","TE","SEA","TE","SEA","null","10.6133","null","null","85","85","null","null","0.2363","null","null","null","14.0063","8.56","8.595","null",
"497238","null","Jermaine Gresham","TE","ARI","TE","ARI","null","3.6373","null","null","258","258","null","null","0.2269","null","null","null","4.2601","2.2589","3.5106","null",
"497240","null","Rob Gronkowski","TE","NE","TE","NE","null","14.7607","null","null","44","44","null","null","2.8849","null","null","null","17.1578","11.5","8.4074","null",
"497246","null","Michael Hoomanawanui","TE","NO","TE","NO","null","1.255","null","null","333","333","null","null","0.1397","null","null","null","2.0829","0","2.509","null",
"497254","null","Dennis Pitta","TE","BAL","TE","BAL","null","0.0696","null","null","454","454","null","null","0.0136","null","null","null","0.1065","0","6.4064","null",
"497256","null","Tony Moeaki","TE","ATL","TE","ATL","null","0.8465","null","null","367","367","null","null","0.1345","null","null","null","1.485","0","2.2684","null",
"497258","null","Andrew Quarless","TE","GB","TE","GB","null","0","null","null","470","470","null","null","0","null","null","null","0","0","null","null",
"497278","null","Dez Bryant","WR","DAL","WR","DAL","null","10.1464","null","null","91","91","null","null","0.1347","null","null","null","13.665","2.8819","8.8083","null",
"497284","null","Eric Decker","WR","NYJ","WR","NYJ","null","12.0026","null","null","67","67","null","null","0.3903","null","null","null","15.3864","8.18","5.0648","null",
"497288","null","Jacoby Ford","WR","FA","WR","FA","null","0","null","null","470","785","null","null","0","null","null","null","0","0","null","null",
"497302","null","Brandon LaFell","WR","NE","WR","NE","null","8.689","null","null","124","124","null","null","0.0577","null","null","null","10.2324","5.4436","3.3333","null",
"497312","null","Preston Parker","WR","FA","WR","FA","null","0.0033","null","null","467","467","null","null","0.002","null","null","null","0.0061","0","8.4069","null",
"497322","null","Emmanuel Sanders","WR","DEN","WR","DEN","null","13.8088","null","null","50","50","null","null","0.5218","null","null","null","15.6397","9.87","5.6962","null",
"497326","null","Golden Tate","WR","DET","WR","DET","null","10.108","null","null","93","93","null","null","0.5136","null","null","null","12.0579","7.4699","4.7645","null",
"497328","null","Demaryius Thomas","WR","DEN","WR","DEN","null","14.9806","null","null","42","42","null","null","0.3528","null","null","null","17.3461","10.56","6.4874","null",
"497336","null","Damian Williams","WR","FA","WR","FA","null","0","null","null","470","785","null","null","0","null","null","null","0","0","null","null",
"1037347","null","Joe Webb","QB","CAR","QB","CAR","null","0","null","null","470","470","null","null","0","null","null","null","0","0","null","null",
"1037366","null","Michael Palmer","TE","FA","TE","FA","null","0","null","null","470","470","null","null","0","null","null","null","0","0","null","null",
"1037847","null","Deji Karim","RB","FA","RB","FA","null","0","null","null","470","784","null","null","0","null","null","null","0","0","null","null",
"1037885","null","Marc Mariani","WR","CHI","WR","CHI","null","0.1078","null","null","451","451","null","null","0.1012","null","null","null","0.2264","0","7.5957","null",
"2495143","null","Andy Dalton","QB","CIN","QB","CIN","null","19.1624","null","null","10","10","null","null","0.4423","null","null","null","20.9675","17.4387","3.2087","null",
"2495150","null","Kai Forbath","K","NO","K","NO","null","6.3488","null","null","184","184","null","null","5.7026","null","null","null","8.6059","0","8.8172","null",
"2495158","null","Leonard Hankerson","WR","ATL","WR","ATL","null","0","null","null","470","785","null","null","0","null","null","null","0","0","null","null",
"2495159","null","Dwayne Harris","WR","NYG","WR","NYG","null","4.3562","null","null","231","231","null","null","0.1232","null","null","null","6.4315","2.9508","6.7525","null",
"2495161","null","Roy Helu","RB","OAK","RB","OAK","null","2.7504","null","null","281","281","null","null","0.1523","null","null","null","4.4897","0.04","2.6565","null",
"2495162","null","Alex Henery","K","FA","K","FA","null","0","null","null","470","470","null","null","0","null","null","null","0","0","null","null",
"2495172","null","Kendall Hunter","RB","FA","RB","FA","null","0","null","null","470","784","null","null","0","null","null","null","0","0","null","null",
"2495179","null","Jerrel Jernigan","WR","FA","WR","FA","null","0","null","null","470","785","null","null","0","null","null","null","0","0","null","null",
"2495186","null","Colin Kaepernick","QB","SF","QB","SF","null","15.4386","null","null","35","35","null","null","0.1493","null","null","null","16.6924","12.3486","4.2897","null",
"2495187","null","Lance Kendricks","TE","STL","TE","STL","null","3.008","null","null","277","277","null","null","0.2799","null","null","null","4.3896","0","3.3392","null",
"2495189","null","Jeremy Kerley","WR","NYJ","WR","NYJ","null","5.6778","null","null","206","206","null","null","0.2545","null","null","null","6.4598","3.51","4.7532","null",
"2495192","null","Greg Little","WR","CIN","WR","CIN","null","0.229","null","null","429","429","null","null","0.0101","null","null","null","0.5193","0","7.2301","null",
"2495194","null","Jake Locker","QB","FA","QB","FA","null","0","null","null","470","470","null","null","0","null","null","null","0","0","null","null",
"2495212","null","Austin Pettis","WR","FA","WR","FA","null","0","null","null","470","785","null","null","0","null","null","null","0","0","null","null",
"2495215","null","Christian Ponder","QB","FA","QB","FA","null","0","null","null","470","470","null","null","0","null","null","null","0","0","null","null",
"2495223","null","Greg Salas","WR","FA","WR","FA","null","0.0099","null","null","464","464","null","null","0.007","null","null","null","0.0142","0","8.3792","null",
"2495234","null","Luke Stocker","TE","TB","TE","TB","null","0.8882","null","null","360","360","null","null","0.0323","null","null","null","1.6237","0.1","5.8787","null",
"2495241","null","Daniel Thomas","RB","FA","RB","FA","null","0","null","null","470","784","null","null","0","null","null","null","0","0","null","null",
"2495258","null","Matt Asiata","RB","MIN","RB","MIN","null","2.6062","null","null","284","284","null","null","0.1494","null","null","null","3.0932","1.1877","5.5554","null",
"2495259","null","Dan Bailey","K","DAL","K","DAL","null","7.454","null","null","155","155","null","null","0.0837","null","null","null","8.871","5.3137","4.4554","null",
"2495267","null","Jordan Cameron","TE","MIA","TE","MIA","null","7.4398","null","null","156","156","null","null","0.3948","null","null","null","8.7736","4.93","5.7747","null",
"2495288","null","Virgil Green","TE","DEN","TE","DEN","null","2.1173","null","null","299","299","null","null","0.1412","null","null","null","2.7546","0.7","2.7744","null",
"2495306","null","Ricardo Lockette","WR","SEA","WR","SEA","null","1.2179","null","null","337","337","null","null","0.087","null","null","null","2.1715","0.0955","8.108","null",
"2495314","null","Bruce Miller","RB","SF","RB","SF","null","1.058","null","null","345","345","null","null","0.0356","null","null","null","1.7949","0.31","3.234","null",
"2495328","null","Bilal Powell","RB","NYJ","RB","NYJ","null","3.7988","null","null","249","249","null","null","0.0621","null","null","null","5.7657","-0.2","8.1569","null",
"2495331","null","Aldrick Robinson","WR","FA","WR","FA","null","0","null","null","470","785","null","null","0","null","null","null","0","0","null","null",
"2495338","null","Dane Sanzenbacher","WR","FA","WR","FA","null","0","null","null","470","785","null","null","0","null","null","null","0","0","null","null",
"2495340","null","Anthony Sherman","RB","KC","RB","KC","null","1.0084","null","null","349","349","null","null","0.0545","null","null","null","1.4711","0.03","7.9155","null",
"2495341","null","Cecil Shorts","WR","HOU","WR","HOU","null","0","null","null","470","785","null","null","0","null","null","null","0","0","null","null",
"2495347","null","Lee Smith","TE","OAK","TE","OAK","null","1.3061","null","null","329","329","null","null","0.0852","null","null","null","2.0195","0.345","3.0859","null",
"2495425","null","Scott Tolzien","QB","GB","QB","GB","null","0.5414","null","null","393","393","null","null","0.0646","null","null","null","0.9794","0","4.0887","null",
"2495438","null","Kyle Rudolph","TE","MIN","TE","MIN","null","6.0743","null","null","190","190","null","null","0.1514","null","null","null","7.5361","2.9509","5.0598","null",
"2495441","null","Blaine Gabbert","QB","SF","QB","SF","null","0.5694","null","null","389","389","null","null","0.0523","null","null","null","1.036","0","4.0619","null",
"2495443","null","Ryan Mallett","QB","HOU","QB","HOU","null","0","null","null","470","470","null","null","0","null","null","null","0","0","null","null",
"2495448","null","Randall Cobb","WR","GB","WR","GB","null","13.5296","null","null","53","53","null","null","0.4929","null","null","null","15.514","10.45","6.2934","null",
"2495449","null","Tandon Doss","WR","FA","WR","FA","null","0","null","null","470","785","null","null","0","null","null","null","0","0","null","null",
"2495450","null","A.J. Green","WR","CIN","WR","CIN","null","15.1964","null","null","38","38","null","null","0.1588","null","null","null","18.9888","13.0253","6.6099","null",
"2495453","null","Andre Holmes","WR","OAK","WR","OAK","null","2.5326","null","null","287","287","null","null","0.0647","null","null","null","3.4285","1.26","4.8119","null",
"2495454","null","Julio Jones","WR","ATL","WR","ATL","null","18.59","null","null","13","13","null","null","1.3938","null","null","null","20.7233","16.06","5.9852","null",
"2495455","null","Cam Newton","QB","CAR","QB","CAR","null","21.8361","null","null","1","1","null","null","0.3253","null","null","null","22.6414","20.43","3.2926","null",
"2495459","null","Torrey Smith","WR","SF","WR","SF","null","6.845","null","null","176","176","null","null","0.5601","null","null","null","8.2048","4.4269","3.8481","null",
"2495461","null","Shaun Draughn","RB","CLE","RB","CLE","null","0.0166","null","null","463","463","null","null","0.0108","null","null","null","0.0305","0","7.6933","null",
"2495466","null","Mark Ingram","RB","NO","RB","NO","null","14.2471","null","null","47","47","null","null","0.7894","null","null","null","15.809","12.1451","5.2164","null",
"2495467","null","Taiwan Jones","RB","OAK","RB","OAK","null","2.1412","null","null","296","296","null","null","0.0455","null","null","null","2.6398","0.448","3.803","null",
"2495468","null","Mikel Leshoure","RB","FA","RB","FA","null","0","null","null","470","784","null","null","0","null","null","null","0","0","null","null",
"2495469","null","Dion Lewis","RB","NE","RB","NE","null","12.3228","null","null","63","63","null","null","0.2033","null","null","null","13.3315","9.7","2.346","null",
"2495470","null","Stevan Ridley","RB","NYJ","RB","NYJ","null","1.4905","null","null","322","322","null","null","0.1478","null","null","null","2.9613","0","3.3062","null",
"2495471","null","Jacquizz Rodgers","RB","CHI","RB","CHI","null","0","null","null","470","784","null","null","0","null","null","null","0","0","null","null",
"2495472","null","Jordan Todman","RB","PIT","RB","PIT","null","0.34","null","null","410","410","null","null","0.0132","null","null","null","0.7833","0","5.6198","null",
"2495473","null","Shane Vereen","RB","NYG","RB","NYG","null","8.6405","null","null","126","126","null","null","0.661","null","null","null","9.4811","6.68","3.5146","null",
"2495474","null","Ryan Williams","RB","FA","RB","FA","null","0","null","null","470","784","null","null","0","null","null","null","0","0","null","null",
"2495558","null","Dwayne Bowe","WR","CLE","WR","CLE","null","1.4866","null","null","323","323","null","null","0.0596","null","null","null","2.6918","0.19","3.1098","null",
"2495560","null","Ahmad Bradshaw","RB","IND","RB","IND","null","4.0256","null","null","241","241","null","null","0.0952","null","null","null","5.2833","0.732","3.1154","null",
"2495573","null","Scott Chandler","TE","NE","TE","NE","null","3.2467","null","null","268","268","null","null","0.1212","null","null","null","3.7238","1.5","2.7669","null",
"2495620","null","Clark Harris","TE","CIN","TE","CIN","null","0","null","null","470","470","null","null","0","null","null","null","0","0","null","null",
"2495647","null","Calvin Johnson","WR","DET","WR","DET","null","14.4689","null","null","45","45","null","null","0.1968","null","null","null","16.2302","9.9347","6.2866","null",
"2495651","null","Jacoby Jones","WR","SD","WR","SD","null","0.8425","null","null","368","368","null","null","0.0864","null","null","null","1.7335","0","7.0217","null",
"2495660","null","Brian Leonard","RB","FA","RB","FA","null","0","null","null","470","784","null","null","0","null","null","null","0","0","null","null",
"2495663","null","Marshawn Lynch","RB","SEA","RB","SEA","null","15.6674","null","null","34","34","null","null","1.7543","null","null","null","17.1422","14.0929","5.66","null",
"2495676","null","Robert Meachem","WR","FA","WR","FA","null","0","null","null","470","785","null","null","0","null","null","null","0","0","null","null",
"2495700","null","Greg Olsen","TE","CAR","TE","CAR","null","11.9786","null","null","68","68","null","null","0.6038","null","null","null","14.0607","8.91","7.6782","null",
"2495724","null","Dante Rosario","TE","FA","TE","FA","null","0","null","null","470","470","null","null","0","null","null","null","0","0","null","null",
"2495748","null","Drew Stanton","QB","ARI","QB","ARI","null","0.4927","null","null","395","395","null","null","0.0379","null","null","null","0.8108","0","3.9538","null",
