playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2495647","null","Calvin Johnson","WR","DET","WR","DET","null","14.2256","null","null","46","46","null","null","1.0268","null","null","null","15.6978","10.1107","6.1442","null",
"2495660","null","Brian Leonard","RB","FA","RB","FA","null","0","null","null","458","779","null","null","0","null","null","null","0","0","null","null",
"2495663","null","Marshawn Lynch","RB","SEA","RB","SEA","null","14.6789","null","null","38","38","null","null","0.242","null","null","null","16.1174","11.85","5.7329","null",
"2495676","null","Robert Meachem","WR","FA","WR","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2495700","null","Greg Olsen","TE","CAR","TE","CAR","null","12.3216","null","null","63","63","null","null","1.2134","null","null","null","15.2795","8.71","7.5796","null",
"2495724","null","Dante Rosario","TE","FA","TE","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2495748","null","Drew Stanton","QB","ARI","QB","ARI","null","0.3949","null","null","394","394","null","null","0.0667","null","null","null","0.6397","0","7.4232","null",
"2495801","null","Miles Austin","WR","PHI","WR","PHI","null","2.4673","null","null","285","285","null","null","0.1921","null","null","null","3.4728","0.31","5.823","null",
"2495802","null","Jason Avant","WR","KC","WR","KC","null","2.3168","null","null","288","288","null","null","0.0858","null","null","null","3.2208","0.47","6.9636","null",
"2495824","null","Jay Cutler","QB","CHI","QB","CHI","null","15.2995","null","null","31","31","null","null","0.3515","null","null","null","16.344","14.1631","3.368","null",
"2495825","null","Owen Daniels","TE","DEN","TE","DEN","null","4.6356","null","null","217","217","null","null","0.1122","null","null","null","6.7897","2.37","6.7405","null",
"2495826","null","Vernon Davis","TE","DEN","TE","DEN","null","5.3613","null","null","199","199","null","null","0.3327","null","null","null","6.445","3.5022","3.785","null",
"2495831","null","Maurice Jones-Drew","RB","FA","RB","FA","null","0","null","null","458","779","null","null","0","null","null","null","0","0","null","null",
"2495835","null","Anthony Fasano","TE","TEN","TE","TEN","null","4.135","null","null","233","233","null","null","0.175","null","null","null","4.5143","3.0592","6.1774","null",
"2495843","null","Derek Hagan","WR","FA","WR","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2495863","null","Tarvaris Jackson","QB","SEA","QB","SEA","null","0.292","null","null","400","400","null","null","0.0245","null","null","null","0.4337","0","5.5814","null",
"2495867","null","Greg Jennings","WR","MIA","WR","MIA","null","2.4955","null","null","284","284","null","null","0.1034","null","null","null","3.0009","1.458","4.0436","null",
"2495888","null","Marcedes Lewis","TE","JAC","TE","JAC","null","2.5293","null","null","283","283","null","null","0.1563","null","null","null","3.6582","1.339","2.7959","null",
"2495893","null","Brandon Marshall","WR","NYJ","WR","NYJ","null","12.9063","null","null","56","56","null","null","0.2427","null","null","null","14.227","9.8","4.9424","null",
"2495966","null","Delanie Walker","TE","TEN","TE","TEN","null","10.2233","null","null","93","93","null","null","1.5362","null","null","null","14.8385","6.83","8.4971","null",
"2495974","null","Charlie Whitehurst","QB","FA","QB","FA","null","0.0861","null","null","435","435","null","null","0.041","null","null","null","0.1292","0","4.8153","null",
"2499248","null","Kris Durham","WR","FA","WR","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2499255","null","Richard Gordon","TE","DEN","TE","DEN","null","0.1345","null","null","429","429","null","null","0.0072","null","null","null","0.2567","0","6.5062","null",
"2499277","null","David Ausberry","TE","FA","TE","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2500351","null","Phil Dawson","K","SF","K","SF","null","7.2832","null","null","156","156","null","null","3.8934","null","null","null","8.8546","4.52","5.8251","null",
"2501078","null","Matt Hasselbeck","QB","IND","QB","IND","null","15.6956","null","null","27","27","null","null","0.2779","null","null","null","19.0635","7.6393","5.966","null",
"2501863","null","Peyton Manning","QB","DEN","QB","DEN","null","0","null","null","458","781","null","null","0","null","null","null","0","0","null","null",
"2503471","null","Adam Vinatieri","K","IND","K","IND","null","8.207","null","null","126","126","null","null","0.1878","null","null","null","9.3558","6.5125","2.5574","null",
"2504162","null","Shayne Graham","K","FA","K","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2504211","null","Tom Brady","QB","NE","QB","NE","null","21.539","null","null","2","2","null","null","1.4955","null","null","null","23.8783","17.636","5.5272","null",
"2504257","null","Sebastian Janikowski","K","OAK","K","OAK","null","8.6167","null","null","114","114","null","null","0.1806","null","null","null","9.5328","7.0104","5.4612","null",
"2504343","null","Jay Feely","K","FA","K","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2504595","null","Steve Smith","WR","BAL","WR","BAL","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2504743","null","Santana Moss","WR","FA","WR","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2504747","null","Reggie Wayne","WR","FA","WR","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2504797","null","Matt Bryant","K","ATL","K","ATL","null","9.7333","null","null","99","99","null","null","0.0671","null","null","null","10.1709","8.9234","4.8374","null",
"2504833","null","Shaun Hill","QB","MIN","QB","MIN","null","0.4846","null","null","387","387","null","null","0.1049","null","null","null","0.7976","0","3.3792","null",
"2504941","null","Billy Cundiff","K","FA","K","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2505245","null","Carson Palmer","QB","ARI","QB","ARI","null","18.9344","null","null","9","9","null","null","0.505","null","null","null","21.4572","16.6546","4.3338","null",
"2505299","null","Antonio Gates","TE","SD","TE","SD","null","10.9231","null","null","82","82","null","null","0.127","null","null","null","12.7547","8.65","4.8435","null",
"2505310","null","Kassim Osgood","WR","FA","WR","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2505354","null","Tony Romo","QB","DAL","QB","DAL","null","17.2882","null","null","15","15","null","null","0.2215","null","null","null","18.4751","-0.2394","12.5497","null",
"2505551","null","Andre Johnson","WR","IND","WR","IND","null","6.1331","null","null","181","181","null","null","0.0883","null","null","null","8.1844","3.4039","5.2587","null",
"2505587","null","Anquan Boldin","WR","SF","WR","SF","null","9.1097","null","null","104","104","null","null","0.46","null","null","null","12.9043","5.5022","6.3183","null",
"2505629","null","Jason Witten","TE","DAL","TE","DAL","null","10.4542","null","null","88","88","null","null","0.2051","null","null","null","13.9191","7.5718","7.0867","null",
"2505785","null","Malcom Floyd","WR","SD","WR","SD","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2505790","null","Wes Welker","WR","STL","WR","STL","null","3.8875","null","null","239","239","null","null","0.0362","null","null","null","5.2747","1.0651","1.4483","null",
"2505936","null","Steven Jackson","RB","FA","RB","FA","null","0","null","null","458","779","null","null","0","null","null","null","0","0","null","null",
"2505982","null","Matt Schaub","QB","BAL","QB","BAL","null","0.2206","null","null","412","412","null","null","0.062","null","null","null","0.415","-0.118","4.7605","null",
"2506004","null","Jerricho Cotchery","WR","CAR","WR","CAR","null","5.1547","null","null","201","201","null","null","0.0918","null","null","null","6.9025","3.0172","2.001","null",
"2506106","null","Larry Fitzgerald","WR","ARI","WR","ARI","null","14.8806","null","null","36","36","null","null","0.17","null","null","null","17.2615","12.08","4.3379","null",
"2506121","null","Philip Rivers","QB","SD","QB","SD","null","18.443","null","null","11","11","null","null","0.4221","null","null","null","19.9333","15.8137","2.7617","null",
"2506147","null","John Kuhn","RB","GB","RB","GB","null","0.9495","null","null","348","348","null","null","0.0553","null","null","null","1.5261","0.29","7.0752","null",
"2506194","null","Nick Novak","K","HOU","K","HOU","null","6.7797","null","null","167","167","null","null","6.7797","null","null","null","8.6483","0","8.0287","null",
"2506222","null","Josh Cribbs","WR","FA","WR","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2506264","null","Robbie Gould","K","CHI","K","CHI","null","7.9611","null","null","134","134","null","null","0.0028","null","null","null","9.6038","6.5047","2.596","null",
"2506287","null","Lance Moore","WR","DET","WR","DET","null","4.719","null","null","216","216","null","null","0.1799","null","null","null","5.8707","1.7486","1.8971","null",
"2506313","null","Nate Washington","WR","HOU","WR","HOU","null","8.5161","null","null","116","116","null","null","0.2423","null","null","null","9.2882","4.2525","2.6546","null",
"2506340","null","Alex Smith","QB","KC","QB","KC","null","17.3776","null","null","14","14","null","null","0.133","null","null","null","18.5156","15.2012","2.3366","null",
"2506341","null","Ronnie Brown","RB","FA","RB","FA","null","0","null","null","458","779","null","null","0","null","null","null","0","0","null","null",
"2506363","null","Aaron Rodgers","QB","GB","QB","GB","null","20.0256","null","null","5","5","null","null","0.8926","null","null","null","20.881","17.0017","4.4528","null",
"2506364","null","Jason Campbell","QB","FA","QB","FA","null","0","null","null","458","781","null","null","0","null","null","null","0","0","null","null",
"2506366","null","Roddy White","WR","ATL","WR","ATL","null","6.2611","null","null","177","177","null","null","0.1281","null","null","null","8.6047","3.6436","4.1018","null",
"2506386","null","Mike Nugent","K","CIN","K","CIN","null","8.404","null","null","119","119","null","null","0.1148","null","null","null","10.3986","6.4676","3.6924","null",
"2506400","null","Vincent Jackson","WR","TB","WR","TB","null","3.8349","null","null","242","242","null","null","0.3143","null","null","null","8.4302","0","11.3437","null",
"2506404","null","Frank Gore","RB","IND","RB","IND","null","12.085","null","null","67","67","null","null","0.376","null","null","null","13.4361","9.1005","5.3501","null",
"2506444","null","Kyle Orton","QB","FA","QB","FA","null","0","null","null","458","781","null","null","0","null","null","null","0","0","null","null",
"2506467","null","Darren Sproles","RB","PHI","RB","PHI","null","8.4885","null","null","117","117","null","null","0.4157","null","null","null","11.1394","5.4","4.4729","null",
"2506481","null","Dan Orlovsky","QB","DET","QB","DET","null","0.7325","null","null","364","364","null","null","0.0244","null","null","null","1.2911","0","3.0154","null",
"2506546","null","Derek Anderson","QB","CAR","QB","CAR","null","0.3644","null","null","397","397","null","null","0.0735","null","null","null","0.6319","0","5.6057","null",
"2506562","null","Matt Cassel","QB","DAL","QB","DAL","null","3.3016","null","null","259","259","null","null","1.7284","null","null","null","7.0927","0","10.1299","null",
"2506581","null","Ryan Fitzpatrick","QB","NYJ","QB","NYJ","null","16.5896","null","null","23","23","null","null","0.9738","null","null","null","18.5761","12.038","4.0214","null",
"2506677","null","Matt Prater","K","DET","K","DET","null","8.8424","null","null","109","109","null","null","0.2999","null","null","null","9.4743","7.173","3.6993","null",
"2506817","null","Montell Owens","RB","FA","RB","FA","null","0","null","null","458","779","null","null","0","null","null","null","0","0","null","null",
"2506871","null","Fred Jackson","RB","SEA","RB","SEA","null","2.1258","null","null","301","301","null","null","0.1458","null","null","null","4.0753","0.28","1.5394","null",
"2506874","null","Reggie Bush","RB","SF","RB","SF","null","0","null","null","458","779","null","null","0","null","null","null","0","0","null","null",
"2506885","null","Santonio Holmes","WR","FA","WR","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2506895","null","Kellen Clemens","QB","SD","QB","SD","null","0.5445","null","null","382","382","null","null","0.0391","null","null","null","0.882","0","3.4837","null",
"2506897","null","Devin Hester","WR","ATL","WR","ATL","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2506922","null","Stephen Gostkowski","K","NE","K","NE","null","10.0061","null","null","95","95","null","null","0.2555","null","null","null","10.9147","8.1373","9.4577","null",
"2507029","null","Eric Weems","WR","ATL","WR","ATL","null","0.1914","null","null","416","416","null","null","0.0323","null","null","null","0.4779","0","7.0313","null",
"2507141","null","Pierre Thomas","RB","FA","RB","FA","null","0","null","null","458","779","null","null","0","null","null","null","0","0","null","null",
"2507164","null","Adrian Peterson","RB","MIN","RB","MIN","null","16.7287","null","null","21","21","null","null","0.6637","null","null","null","17.9266","13.11","5.8416","null",
"2507166","null","Ted Ginn","WR","CAR","WR","CAR","null","8.1549","null","null","129","129","null","null","0.1182","null","null","null","8.7858","6.42","4.848","null",
"2507170","null","Zach Miller","TE","FA","TE","FA","null","2.2947","null","null","290","290","null","null","0.1497","null","null","null","3.73","0","3.8334","null",
"2507183","null","James Jones","WR","GB","WR","GB","null","7.9473","null","null","139","139","null","null","0.0629","null","null","null","10.1072","5","4.9919","null",
"2507192","null","Michael Bush","RB","FA","RB","FA","null","0","null","null","458","779","null","null","0","null","null","null","0","0","null","null",
"2507218","null","Brent Celek","TE","PHI","TE","PHI","null","3.3636","null","null","256","256","null","null","0.2745","null","null","null","4.9082","1.7309","2.2831","null",
"2507225","null","Nick Folk","K","NYJ","K","NYJ","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2507232","null","Mason Crosby","K","GB","K","GB","null","8.2802","null","null","122","122","null","null","0.0193","null","null","null","8.7919","6.6599","5.7357","null",
"2507237","null","Jordan Palmer","QB","FA","QB","FA","null","0","null","null","458","781","null","null","0","null","null","null","0","0","null","null",
"2507278","null","Jackie Battle","RB","FA","RB","FA","null","0","null","null","458","779","null","null","0","null","null","null","0","0","null","null",
"2507282","null","Matt Moore","QB","MIA","QB","MIA","null","0.1438","null","null","423","423","null","null","0.0325","null","null","null","0.2377","0","4.4309","null",
"2507374","null","Steven Hauschka","K","SEA","K","SEA","null","9.6823","null","null","100","100","null","null","0.3159","null","null","null","10.2815","8.967","5.3578","null",
"2507401","null","Dan Carpenter","K","BUF","K","BUF","null","8.4682","null","null","118","118","null","null","0.1171","null","null","null","9.2691","6.9365","2.4075","null",
"2507405","null","Matthew Mulligan","TE","BUF","TE","BUF","null","0.1058","null","null","433","433","null","null","0.0554","null","null","null","0.2443","0","6.8459","null",
"2507428","null","Mike Tolbert","RB","CAR","RB","CAR","null","3.7013","null","null","246","246","null","null","0.0676","null","null","null","4.2827","2.4509","4.7759","null",
"2507463","null","Connor Barth","K","TB","K","TB","null","8.2981","null","null","121","121","null","null","0.0234","null","null","null","9.8856","6.1268","6.8104","null",
"2507486","null","Kellen Davis","TE","NYJ","TE","NYJ","null","1.4158","null","null","324","324","null","null","0.069","null","null","null","2.3906","0.2918","4.9835","null",
"2507585","null","Will Taufoou","RB","FA","RB","FA","null","0","null","null","458","779","null","null","0","null","null","null","0","0","null","null",
"2507596","null","Marcus Thigpen","RB","OAK","RB","OAK","null","0","null","null","458","779","null","null","0","null","null","null","0","0","null","null",
"2507596","null","Marcus Thigpen","WR","OAK","WR","OAK","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2507737","null","Darrel Young","RB","WAS","RB","WAS","null","0.7283","null","null","367","367","null","null","0.1","null","null","null","1.3291","0","6.8879","null",
"2507763","null","Mike Wallace","WR","MIN","WR","MIN","null","7.2984","null","null","154","154","null","null","0.0955","null","null","null","9.6322","4.04","6.3794","null",
"2507779","null","Donald Brown","RB","SD","RB","SD","null","2.2418","null","null","294","294","null","null","0.1093","null","null","null","2.969","0.3643","6.9747","null",
"2507828","null","Logan Paulsen","TE","WAS","TE","WAS","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2507883","null","Jeff Cumberland","TE","NYJ","TE","NYJ","null","1.8379","null","null","307","307","null","null","0.1001","null","null","null","2.6665","0.14","2.4967","null",
"2507897","null","Alfonso Smith","RB","FA","RB","FA","null","0","null","null","458","779","null","null","0","null","null","null","0","0","null","null",
"2507999","null","Chris Ivory","RB","NYJ","RB","NYJ","null","14.3325","null","null","44","44","null","null","0.8263","null","null","null","16.0257","12.88","4.6909","null",
"2508020","null","Richie Brockel","TE","CAR","TE","CAR","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2508051","null","John Conner","RB","FA","RB","FA","null","0","null","null","458","779","null","null","0","null","null","null","0","0","null","null",
"2508096","null","Tyler Clutts","RB","DAL","RB","DAL","null","0.402","null","null","392","392","null","null","0.075","null","null","null","0.7875","0","4.8464","null",
"2508101","null","James Develin","RB","NE","RB","NE","null","0","null","null","458","779","null","null","0","null","null","null","0","0","null","null",
"2508115","null","Vincent Brown","WR","FA","WR","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2508123","null","T.J. Yates","QB","HOU","QB","HOU","null","13.093","null","null","54","54","null","null","10.4638","null","null","null","17.1326","2.3095","8.9292","null",
"2508137","null","Ryan Taylor","TE","FA","TE","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2527672","null","Will Tukuafu","RB","SEA","RB","SEA","null","0.0176","null","null","451","451","null","null","0.0176","null","null","null","0.0379","0","6.9225","null",
"2528181","null","Bryan Walters","WR","JAC","WR","JAC","null","3.3475","null","null","257","257","null","null","0.3753","null","null","null","4.9732","0.954","2.7585","null",
"2530515","null","Chris Hogan","WR","BUF","WR","BUF","null","4.3948","null","null","225","225","null","null","0.028","null","null","null","5.2315","2.22","6.1019","null",
"2530516","null","Robert Hughes","RB","FA","RB","FA","null","0","null","null","458","779","null","null","0","null","null","null","0","0","null","null",
"2530575","null","Drew Davis","WR","FA","WR","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2530598","null","Jeremy Ross","WR","BAL","WR","BAL","null","2.2284","null","null","296","296","null","null","0.0154","null","null","null","4.5276","0","5.088","null",
"2530660","null","Kamar Aiken","WR","BAL","WR","BAL","null","11.5593","null","null","73","73","null","null","0.1686","null","null","null","13.2046","9.7417","1.8576","null",
"2530690","null","DuJuan Harris","RB","FA","RB","FA","null","0","null","null","458","779","null","null","0","null","null","null","0","0","null","null",
"2530699","null","Henry Hynoski","RB","FA","RB","FA","null","0","null","null","458","779","null","null","0","null","null","null","0","0","null","null",
"2530700","null","Dontrelle Inman","WR","SD","WR","SD","null","7.2539","null","null","158","158","null","null","0.3088","null","null","null","8.5121","3.2359","3.241","null",
"2530713","null","Jeff Maehl","WR","FA","WR","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2530720","null","Joseph Morgan","WR","BAL","WR","BAL","null","0.0895","null","null","434","434","null","null","0.0193","null","null","null","0.1194","0","8.2582","null",
"2530747","null","Doug Baldwin","WR","SEA","WR","SEA","null","9.1284","null","null","103","103","null","null","0.1819","null","null","null","10.6803","6.43","4.2881","null",
"2530754","null","Brett Brackett","TE","FA","TE","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2530763","null","Patrick DiMarco","RB","ATL","RB","ATL","null","0.5912","null","null","374","374","null","null","0.017","null","null","null","0.7773","0.09","7.4943","null",
"2530990","null","Phillip Tanner","RB","FA","RB","FA","null","0","null","null","458","779","null","null","0","null","null","null","0","0","null","null",
"2531049","null","Chris Matthews","WR","SEA","WR","SEA","null","1.2586","null","null","328","328","null","null","0.0889","null","null","null","2.7164","0","4.5289","null",
"2531218","null","Chase Reynolds","RB","STL","RB","STL","null","0.1349","null","null","428","428","null","null","0.0668","null","null","null","0.3369","0","5.8707","null",
"2531332","null","Terrelle Pryor","QB","FA","QB","FA","null","0","null","null","458","781","null","null","0","null","null","null","0","0","null","null",
"2531332","null","Terrelle Pryor","WR","FA","WR","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2532797","null","Brandon Bolden","RB","NE","RB","NE","null","2.8427","null","null","270","270","null","null","0.0999","null","null","null","3.5147","1.78","3.9704","null",
"2532799","null","Jarrett Boykin","WR","FA","WR","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2532807","null","Ryan Broyles","WR","FA","WR","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2532809","null","LaRon Byrd","WR","FA","WR","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2532820","null","Kirk Cousins","QB","WAS","QB","WAS","null","14.634","null","null","39","39","null","null","0.5076","null","null","null","16.4386","11.556","2.9451","null",
"2532823","null","Juron Criner","WR","FA","WR","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2532835","null","Rhett Ellison","TE","MIN","TE","MIN","null","2.268","null","null","293","293","null","null","0.338","null","null","null","2.7585","0.5439","4.4517","null",
"2532838","null","Coby Fleener","TE","IND","TE","IND","null","7.4896","null","null","147","147","null","null","0.1389","null","null","null","8.8752","4.4606","4.379","null",
"2532841","null","Michael Floyd","WR","ARI","WR","ARI","null","4.5454","null","null","218","218","null","null","0.0357","null","null","null","10.5444","-0.052","12.1224","null",
"2532842","null","Nick Foles","QB","STL","QB","STL","null","0.687","null","null","368","368","null","null","0.1515","null","null","null","1.4156","0","8.1677","null",
"2532851","null","Cyrus Gray","RB","FA","RB","FA","null","0","null","null","458","779","null","null","0","null","null","null","0","0","null","null",
"2532853","null","Ladarius Green","TE","SD","TE","SD","null","4.7732","null","null","214","214","null","null","0.1928","null","null","null","7.5478","0","8.6112","null",
"2532862","null","Junior Hemingway","WR","FA","WR","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2532864","null","Dan Herron","RB","BUF","RB","BUF","null","0.6439","null","null","371","371","null","null","0.042","null","null","null","1.6333","0","2.9917","null",
"2532865","null","T.Y. Hilton","WR","IND","WR","IND","null","13.1139","null","null","53","53","null","null","0.2057","null","null","null","13.7862","11.6","5.8963","null",
"2532876","null","A.J. Jenkins","WR","FA","WR","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2532884","null","Marvin Jones","WR","CIN","WR","CIN","null","10.6456","null","null","86","86","null","null","0.5621","null","null","null","14.5424","6.15","7.0915","null",
"2532887","null","Jermaine Kearse","WR","SEA","WR","SEA","null","6.2747","null","null","176","176","null","null","0.0776","null","null","null","7.363","4.5173","2.8548","null",
"2532888","null","Case Keenum","QB","STL","QB","STL","null","13.6785","null","null","48","48","null","null","0.3153","null","null","null","16.4258","11.1714","3.6147","null",
"2532894","null","Ryan Lindley","QB","FA","QB","FA","null","0","null","null","458","781","null","null","0","null","null","null","0","0","null","null",
"2532899","null","Doug Martin","RB","TB","RB","TB","null","12.058","null","null","68","68","null","null","0.787","null","null","null","14.4524","9.2","5.2253","null",
"2532900","null","Keshawn Martin","WR","NE","WR","NE","null","2.2006","null","null","298","298","null","null","0.1537","null","null","null","3.9022","0.2","5.2117","null",
"2532903","null","Rishard Matthews","WR","MIA","WR","MIA","null","10.2378","null","null","91","91","null","null","0.341","null","null","null","13.5539","8.08","5.5975","null",
"2532917","null","Kellen Moore","QB","FA","QB","FA","null","0","null","null","458","781","null","null","0","null","null","null","0","0","null","null",
"2532923","null","Chris Owusu","WR","NYJ","WR","NYJ","null","0.055","null","null","443","443","null","null","0.0434","null","null","null","0.0914","0","8.3324","null",
"2532930","null","DeVier Posey","WR","FA","WR","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2532933","null","Brian Quick","WR","STL","WR","STL","null","4.4865","null","null","223","223","null","null","0.0604","null","null","null","5.8987","3.2647","3.2308","null",
"2532941","null","Gerell Robinson","TE","MIA","TE","MIA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2532956","null","Ryan Tannehill","QB","MIA","QB","MIA","null","16.6898","null","null","22","22","null","null","0.5472","null","null","null","18.3781","13.3605","3.0869","null",
"2532960","null","Nick Toon","WR","STL","WR","STL","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2532968","null","Blair Walsh","K","MIN","K","MIN","null","8.2694","null","null","124","124","null","null","0.0398","null","null","null","9.1272","6.5339","5.164","null",
"2532970","null","Brandon Weeden","QB","DAL","QB","DAL","null","0.5263","null","null","383","383","null","null","0.0866","null","null","null","1.109","0","4.0406","null",
"2532975","null","Russell Wilson","QB","SEA","QB","SEA","null","19.179","null","null","6","6","null","null","0.1332","null","null","null","20.3679","16.9006","2.8786","null",
"2532977","null","Kendall Wright","WR","TEN","WR","TEN","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2532978","null","Jarius Wright","WR","MIN","WR","MIN","null","4.068","null","null","234","234","null","null","0.0771","null","null","null","4.7999","2.521","4.2043","null",
"2532991","null","Evan Rodriguez","TE","FA","TE","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2533012","null","Vick Ballard","RB","FA","RB","FA","null","0","null","null","458","779","null","null","0","null","null","null","0","0","null","null",
"2533028","null","James Hanna","TE","DAL","TE","DAL","null","1.0855","null","null","337","337","null","null","0.0779","null","null","null","1.7438","0.03","3.3625","null",
"2533030","null","Jonas Gray","RB","FA","RB","FA","null","0.0631","null","null","440","440","null","null","0.0106","null","null","null","0.0961","0","5.2999","null",
"2533031","null","Andrew Luck","QB","IND","QB","IND","null","0","null","null","458","781","null","null","0","null","null","null","0","0","null","null",
"2533032","null","Trent Richardson","RB","FA","RB","FA","null","0","null","null","458","779","null","null","0","null","null","null","0","0","null","null",
"2533033","null","Robert Griffin","QB","WAS","QB","WAS","null","0.1734","null","null","419","419","null","null","0.0333","null","null","null","0.3995","0","6.1616","null",
"2533034","null","Lamar Miller","RB","MIA","RB","MIA","null","15.3148","null","null","30","30","null","null","0.7047","null","null","null","16.2621","13.57","5.4241","null",
"2533036","null","LaMichael James","RB","FA","RB","FA","null","0","null","null","458","779","null","null","0","null","null","null","0","0","null","null",
"2533037","null","Chris Polk","RB","HOU","RB","HOU","null","2.9835","null","null","265","265","null","null","0.0903","null","null","null","4.1033","1.44","2.1881","null",
"2533038","null","Justin Blackmon","WR","JAC","WR","JAC","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2533039","null","Alshon Jeffery","WR","CHI","WR","CHI","null","11.9364","null","null","69","69","null","null","0.1755","null","null","null","14.2813","5.5382","8.7532","null",
"2533040","null","Mohamed Sanu","WR","CIN","WR","CIN","null","5.8805","null","null","189","189","null","null","0.2273","null","null","null","6.5666","4.331","2.937","null",
"2533046","null","Dwayne Allen","TE","IND","TE","IND","null","4.5216","null","null","221","221","null","null","0.1009","null","null","null","5.4439","2.408","4.4341","null",
"2533047","null","Orson Charles","TE","FA","TE","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2533347","null","Bradie Ewing","RB","FA","RB","FA","null","0","null","null","458","779","null","null","0","null","null","null","0","0","null","null",
"2533353","null","Cory Harkey","TE","STL","TE","STL","null","0.2157","null","null","413","413","null","null","0.0451","null","null","null","0.4398","0.02","6.4802","null",
"2533436","null","Brock Osweiler","QB","DEN","QB","DEN","null","15.2622","null","null","34","34","null","null","0.6581","null","null","null","17.2821","12.1632","3.3944","null",
"2533437","null","Ronnie Hillman","RB","DEN","RB","DEN","null","10.2363","null","null","92","92","null","null","1.6383","null","null","null","14.2172","4.29","6.7594","null",
"2533444","null","Randy Bullock","K","NYJ","K","NYJ","null","7.9591","null","null","135","135","null","null","0.1147","null","null","null","8.9187","6.4368","2.3333","null",
"2533457","null","Alfred Morris","RB","WAS","RB","WAS","null","4.8914","null","null","210","210","null","null","0.1024","null","null","null","6.3037","2.8029","4.9569","null",
"2533460","null","Robert Turbin","RB","FA","RB","FA","null","2.028","null","null","302","302","null","null","0.1808","null","null","null","2.9357","0.2182","3.3288","null",
"2533537","null","Stephen Hill","WR","FA","WR","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2533539","null","Tommy Streeter","WR","FA","WR","FA","null","0","null","null","458","458","null","null","0","null","null","null","0","0","null","null",
"2533540","null","Edwin Baker","RB","FA","RB","FA","null","0","null","null","458","779","null","null","0","null","null","null","0","0","null","null",
"2533545","null","Bernard Pierce","RB","JAC","RB","JAC","null","0.2704","null","null","405","405","null","null","0.0241","null","null","null","0.4641","0","7.8853","null",
"2534241","null","Derek Carrier","TE","WAS","TE","WAS","null","2.4479","null","null","286","286","null","null","0.1516","null","null","null","2.9108","1.46","5.118","null",
"2534244","null","Chase Ford","TE","FA","TE","FA","null","0.0465","null","null","449","449","null","null","0.0465","null","null","null","0.0918","0","7.1067","null",
