playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"71265","null","Jared Cook","TE","STL","TE","STL","null","6.8967","null","null","171","171","null","null","0.2791","null","null","null","8.0982","4.2776","3.1923","null",
"71269","null","Michael Crabtree","WR","OAK","WR","OAK","null","9.4795","null","null","102","102","null","null","0.1067","null","null","null","11.1443","6.21","3.2299","null",
"71345","null","Rashad Jennings","RB","NYG","RB","NYG","null","9.1752","null","null","109","109","null","null","0.362","null","null","null","11.2179","6.3526","4.1042","null",
"71431","null","Brandon Pettigrew","TE","DET","TE","DET","null","3.1483","null","null","276","276","null","null","0.1671","null","null","null","3.8785","0.65","4.6156","null",
"71435","null","John Phillips","TE","SD","TE","SD","null","0.4256","null","null","399","399","null","null","0.0554","null","null","null","0.8162","0.01","4.843","null",
"79555","null","Arian Foster","RB","HOU","RB","HOU","null","14.8074","null","null","39","39","null","null","0.769","null","null","null","16.1916","12.15","4.1925","null",
"79557","null","Josh Freeman","QB","FA","QB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"79563","null","Shonn Greene","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"79589","null","David Johnson","TE","SD","TE","SD","null","1.2707","null","null","332","332","null","null","0.0175","null","null","null","2.5625","0","5.5018","null",
"79607","null","LeSean McCoy","RB","BUF","RB","BUF","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"79619","null","Knowshon Moreno","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"79625","null","Bear Pascoe","TE","FA","TE","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"79629","null","Cedric Peerman","RB","CIN","RB","CIN","null","0.2971","null","null","412","412","null","null","0.0367","null","null","null","0.6407","0","7.9584","null",
"79858","null","Mark Sanchez","QB","PHI","QB","PHI","null","1.1943","null","null","339","339","null","null","0.0588","null","null","null","2.0594","-0.0689","3.2776","null",
"79860","null","Matthew Stafford","QB","DET","QB","DET","null","17.3841","null","null","16","16","null","null","0.4262","null","null","null","18.9416","15.3051","2.7298","null",
"80425","null","Percy Harvin","WR","BUF","WR","BUF","null","9.9242","null","null","89","89","null","null","0.0571","null","null","null","14.2087","5.21","5.0681","null",
"80427","null","Darrius Heyward-Bey","WR","PIT","WR","PIT","null","3.1692","null","null","275","275","null","null","0.3185","null","null","null","4.7749","0.5779","2.18","null",
"80429","null","Jeremy Maclin","WR","KC","WR","KC","null","13.3213","null","null","50","50","null","null","0.4395","null","null","null","15.213","10.5588","4.5401","null",
"80670","null","Louis Murphy","WR","TB","WR","TB","null","5.0326","null","null","216","216","null","null","0.3336","null","null","null","5.8543","1.1026","3.1389","null",
"80672","null","Hakeem Nicks","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"80674","null","Chris Ogbonnaya","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"81284","null","Chase Daniel","QB","KC","QB","KC","null","0.2632","null","null","417","417","null","null","0.014","null","null","null","0.4184","0","5.7898","null",
"81288","null","Brandon Gibson","WR","NE","WR","NE","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"81294","null","Brian Hoyer","QB","HOU","QB","HOU","null","2.5746","null","null","291","291","null","null","0.9212","null","null","null","5.3914","-0.104","9.0458","null",
"81306","null","Brandon Tate","WR","CIN","WR","CIN","null","1.4753","null","null","328","328","null","null","0.3091","null","null","null","2.802","0.16","7.2328","null",
"81831","null","Brian Hartline","WR","CLE","WR","CLE","null","6.0346","null","null","192","192","null","null","0.1712","null","null","null","7.3305","4.3132","2.1228","null",
"81857","null","Kevin Ogletree","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"89688","null","Kevin Brock","TE","NO","TE","NO","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"89766","null","Brandon Myers","TE","TB","TE","TB","null","3.5131","null","null","262","262","null","null","0.1332","null","null","null","4.3225","1.1549","4.845","null",
"89798","null","Antone Smith","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"89802","null","Ryan Succop","K","TEN","K","TEN","null","7.8687","null","null","136","136","null","null","0.2315","null","null","null","9.5503","6.0077","2.2094","null",
"100001","null","Falcons","DST","ATL","DST","ATL","null","7.2729","null","null","159","159","null","null","0.1404","null","null","null","9.6044","5.48","4.6009","null",
"100002","null","Ravens","DST","BAL","DST","BAL","null","8.2048","null","null","127","127","null","null","0.2572","null","null","null","9.168","5.0662","2.418","null",
"100003","null","Bills","DST","BUF","DST","BUF","null","8.9202","null","null","114","114","null","null","0.0326","null","null","null","9.1551","6.3625","3.879","null",
"100005","null","Bears","DST","CHI","DST","CHI","null","5.9352","null","null","195","195","null","null","0.2357","null","null","null","24.2428","3.2","3.4019","null",
"100006","null","Bengals","DST","CIN","DST","CIN","null","7.7992","null","null","138","138","null","null","0.4172","null","null","null","8.3359","6.1","3.9719","null",
"100007","null","Browns","DST","CLE","DST","CLE","null","5.6991","null","null","202","202","null","null","0.471","null","null","null","6.3391","4.9","5.3624","null",
"100008","null","Cowboys","DST","DAL","DST","DAL","null","4.1894","null","null","236","236","null","null","null","null","null","null","4.887","2.6","6.3078","null",
"100009","null","Broncos","DST","DEN","DST","DEN","null","8.8863","null","null","116","116","null","null","0.8036","null","null","null","10.4494","6.2481","9.2486","null",
"100010","null","Lions","DST","DET","DST","DET","null","6.8494","null","null","174","174","null","null","0.3188","null","null","null","8.168","3.3","4.0749","null",
"100011","null","Packers","DST","GB","DST","GB","null","8.8888","null","null","115","115","null","null","0.3433","null","null","null","10.7144","5.202","6.597","null",
"100012","null","Titans","DST","TEN","DST","TEN","null","6.3904","null","null","184","184","null","null","0.5729","null","null","null","7.3079","4.8689","6.9023","null",
"100013","null","Texans","DST","HOU","DST","HOU","null","7.481","null","null","150","150","null","null","0.1992","null","null","null","8.825","4.1","5.5933","null",
"100014","null","Colts","DST","IND","DST","IND","null","6.866","null","null","173","173","null","null","0.1517","null","null","null","7.7868","4.4","2.5184","null",
"100015","null","Jaguars","DST","JAC","DST","JAC","null","7.9343","null","null","135","135","null","null","0.2942","null","null","null","8.4434","5.7052","3.8932","null",
"100016","null","Chiefs","DST","KC","DST","KC","null","7.2832","null","null","157","157","null","null","0.0066","null","null","null","8.6392","6.4624","3.3001","null",
"100017","null","Rams","DST","STL","DST","STL","null","5.4894","null","null","206","206","null","null","0.525","null","null","null","7.2179","3.75","4.7178","null",
"100018","null","Raiders","DST","OAK","DST","OAK","null","4.759","null","null","226","226","null","null","0.3387","null","null","null","5.2838","3.769","7.3645","null",
"100021","null","Patriots","DST","NE","DST","NE","null","6.5793","null","null","179","179","null","null","0.1432","null","null","null","7.6089","5.22","3.4386","null",
"100022","null","Saints","DST","NO","DST","NO","null","5.6998","null","null","201","201","null","null","0.1055","null","null","null","6.215","3.6972","4.0245","null",
"100023","null","Giants","DST","NYG","DST","NYG","null","7.9607","null","null","132","132","null","null","0.0939","null","null","null","8.9949","1.7577","7.375","null",
"100025","null","Eagles","DST","PHI","DST","PHI","null","7.2578","null","null","160","160","null","null","0.3211","null","null","null","8.604","4.2087","3.4226","null",
"100026","null","Cardinals","DST","ARI","DST","ARI","null","10.0311","null","null","85","85","null","null","1.1266","null","null","null","11.5677","8.25","6.292","null",
"100027","null","Steelers","DST","PIT","DST","PIT","null","7.2803","null","null","158","158","null","null","0.015","null","null","null","7.6263","3.2045","5.1732","null",
"100028","null","Chargers","DST","SD","DST","SD","null","4.9619","null","null","219","219","null","null","0.2568","null","null","null","5.6033","3.6","4.9014","null",
"100029","null","49ers","DST","SF","DST","SF","null","4.6512","null","null","227","227","null","null","null","null","null","null","7.1008","-1","10.4646","null",
"100030","null","Seahawks","DST","SEA","DST","SEA","null","6.4818","null","null","181","181","null","null","0.319","null","null","null","7.3527","5.7","6.1246","null",
"100031","null","Buccaneers","DST","TB","DST","TB","null","7.0072","null","null","165","165","null","null","0.1496","null","null","null","8.5901","6.5","3.5188","null",
"100032","null","Redskins","DST","WAS","DST","WAS","null","4.9669","null","null","218","218","null","null","0.1065","null","null","null","6.7861","4.26","2.4295","null",
"163982","null","Will Johnson","RB","PIT","RB","PIT","null","0.8459","null","null","364","364","null","null","0.0756","null","null","null","1.9733","0.02","7.6217","null",
"238445","null","Frank Summers","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"238457","null","Zach Miller","TE","CHI","TE","CHI","null","0.9001","null","null","358","358","null","null","0.0838","null","null","null","1.6218","0.02","3.2986","null",
"238498","null","Julian Edelman","WR","NE","WR","NE","null","15.531","null","null","31","31","null","null","0.4147","null","null","null","16.7968","13.02","4.6101","null",
"496812","null","Erik Lorig","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"497095","null","Sam Bradford","QB","PHI","QB","PHI","null","17.3986","null","null","15","15","null","null","0.1496","null","null","null","18.635","14.5857","2.9688","null",
"497108","null","Jimmy Clausen","QB","CHI","QB","CHI","null","0.4513","null","null","395","395","null","null","0.1665","null","null","null","0.7867","0","8.5409","null",
"497117","null","Mike Kafka","QB","FA","QB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"497121","null","Thad Lewis","QB","PHI","QB","PHI","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"497123","null","Colt McCoy","QB","WAS","QB","WAS","null","1.1008","null","null","344","344","null","null","0.1018","null","null","null","2.0183","0","1.9651","null",
"497135","null","Tim Tebow","QB","FA","QB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"497145","null","Joique Bell","RB","DET","RB","DET","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"497149","null","LeGarrette Blount","RB","NE","RB","NE","null","10.0846","null","null","83","83","null","null","0.033","null","null","null","12.0966","6.67","4.8254","null",
"497172","null","Anthony Dixon","RB","BUF","RB","BUF","null","8.3053","null","null","124","124","null","null","0.2739","null","null","null","9.6598","1.3331","6.316","null",
"497174","null","Jonathan Dwyer","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"497176","null","Toby Gerhart","RB","JAC","RB","JAC","null","3.0839","null","null","278","278","null","null","0.2299","null","null","null","3.9527","1.8097","4.3366","null",
"497188","null","Ryan Mathews","RB","PHI","RB","PHI","null","6.1601","null","null","191","191","null","null","0.3032","null","null","null","7.6253","3.5486","3.5545","null",
"497190","null","Dexter McCluster","RB","TEN","RB","TEN","null","5.3917","null","null","210","210","null","null","0.2547","null","null","null","6.571","3.5017","3.5232","null",
"497192","null","Joe McKnight","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"497204","null","C.J. Spiller","RB","NO","RB","NO","null","7.0695","null","null","164","164","null","null","0.1302","null","null","null","8.3269","4.59","3.732","null",
"497206","null","James Starks","RB","GB","RB","GB","null","4.8654","null","null","223","223","null","null","0.4054","null","null","null","6.6782","2.4777","1.779","null",
"497208","null","Ben Tate","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"497218","null","Trindon Holliday","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"497226","null","Jim Dray","TE","CLE","TE","CLE","null","1.2102","null","null","337","337","null","null","0.2015","null","null","null","2.1444","0.3","1.8075","null",
"497234","null","Garrett Graham","TE","HOU","TE","HOU","null","4.1406","null","null","239","239","null","null","0.1346","null","null","null","4.9771","1.5","2.1469","null",
"497236","null","Jimmy Graham","TE","SEA","TE","SEA","null","9.4192","null","null","103","103","null","null","0.708","null","null","null","9.8445","7.06","8.31","null",
"497238","null","Jermaine Gresham","TE","ARI","TE","ARI","null","3.3839","null","null","265","265","null","null","0.014","null","null","null","3.8269","2.4069","4.3832","null",
"497240","null","Rob Gronkowski","TE","NE","TE","NE","null","14.8509","null","null","37","37","null","null","3.7254","null","null","null","17.3547","11.83","8.4902","null",
"497242","null","Clay Harbor","TE","JAC","TE","JAC","null","3.3639","null","null","267","267","null","null","0.1096","null","null","null","5.2364","0.5879","5.0112","null",
"497246","null","Michael Hoomanawanui","TE","NO","TE","NO","null","0.4978","null","null","392","392","null","null","0.0372","null","null","null","0.9718","0","4.3501","null",
"497250","null","Anthony McCoy","TE","WAS","TE","WAS","null","1.3951","null","null","329","329","null","null","0.1054","null","null","null","2.3383","0.11","2.0275","null",
"497254","null","Dennis Pitta","TE","BAL","TE","BAL","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"497256","null","Tony Moeaki","TE","FA","TE","FA","null","0.8284","null","null","365","365","null","null","0.0858","null","null","null","1.6069","0","1.4498","null",
"497258","null","Andrew Quarless","TE","GB","TE","GB","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"497260","null","Seyi Ajirotutu","WR","PHI","WR","PHI","null","0.1481","null","null","439","439","null","null","0.0276","null","null","null","0.2564","0","6.6082","null",
"497270","null","Arrelious Benn","WR","JAC","WR","JAC","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"497278","null","Dez Bryant","WR","DAL","WR","DAL","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"497282","null","Riley Cooper","WR","PHI","WR","PHI","null","5.2713","null","null","213","213","null","null","0.2017","null","null","null","7.0433","2.7847","3.6898","null",
"497286","null","Marcus Easley","WR","BUF","WR","BUF","null","0.7122","null","null","374","374","null","null","0.0333","null","null","null","1.229","0","4.9002","null",
"497288","null","Jacoby Ford","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"497302","null","Brandon LaFell","WR","NE","WR","NE","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"497312","null","Preston Parker","WR","FA","WR","FA","null","3.2341","null","null","272","272","null","null","0.0385","null","null","null","6.1534","0","12.7214","null",
"497320","null","Andre Roberts","WR","WAS","WR","WAS","null","3.6038","null","null","259","259","null","null","0.0946","null","null","null","6.6982","-0.0491","5.8055","null",
"497322","null","Emmanuel Sanders","WR","DEN","WR","DEN","null","14.2016","null","null","45","45","null","null","0.2431","null","null","null","15.5354","9.6915","5.3751","null",
"497326","null","Golden Tate","WR","DET","WR","DET","null","11.3687","null","null","67","67","null","null","0.5159","null","null","null","14.139","8.5742","4.6943","null",
"497328","null","Demaryius Thomas","WR","DEN","WR","DEN","null","16.912","null","null","19","19","null","null","0.691","null","null","null","19.4633","13.55","5.7789","null",
"497336","null","Damian Williams","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"1037366","null","Michael Palmer","TE","FA","TE","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"1037847","null","Deji Karim","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"1037885","null","Marc Mariani","WR","CHI","WR","CHI","null","0.9322","null","null","356","356","null","null","0.2033","null","null","null","1.0703","0.6901","6.7712","null",
"2495139","null","Charles Clay","TE","BUF","TE","BUF","null","10.3024","null","null","80","80","null","null","0.4256","null","null","null","12.6441","8.58","4.3747","null",
"2495143","null","Andy Dalton","QB","CIN","QB","CIN","null","15.8892","null","null","29","29","null","null","0.9452","null","null","null","17.8158","12.6004","3.5656","null",
"2495150","null","Kai Forbath","K","FA","K","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2495158","null","Leonard Hankerson","WR","ATL","WR","ATL","null","9.8376","null","null","91","91","null","null","0.0247","null","null","null","10.9461","6.0705","1.5164","null",
"2495159","null","Dwayne Harris","WR","NYG","WR","NYG","null","4.1776","null","null","237","237","null","null","0.1871","null","null","null","5.8915","0.6699","6.1752","null",
"2495161","null","Roy Helu","RB","OAK","RB","OAK","null","4.156","null","null","238","238","null","null","0.1055","null","null","null","6.4017","0","3.5043","null",
"2495162","null","Alex Henery","K","FA","K","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2495172","null","Kendall Hunter","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2495179","null","Jerrel Jernigan","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2495186","null","Colin Kaepernick","QB","SF","QB","SF","null","16.7283","null","null","21","21","null","null","0.1915","null","null","null","17.7772","12.7903","3.2888","null",
"2495187","null","Lance Kendricks","TE","STL","TE","STL","null","3.3758","null","null","266","266","null","null","0.0467","null","null","null","4.5151","1.44","2.6011","null",
"2495192","null","Greg Little","WR","CIN","WR","CIN","null","0.201","null","null","428","428","null","null","0.0272","null","null","null","0.4722","0","6.6133","null",
"2495194","null","Jake Locker","QB","FA","QB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2495207","null","DeMarco Murray","RB","PHI","RB","PHI","null","12.224","null","null","60","60","null","null","0.5028","null","null","null","14.8456","5.1399","7.8817","null",
"2495211","null","Niles Paul","TE","WAS","TE","WAS","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2495212","null","Austin Pettis","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2495215","null","Christian Ponder","QB","FA","QB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2495223","null","Greg Salas","WR","FA","WR","FA","null","0.0249","null","null","461","461","null","null","0.0173","null","null","null","0.0355","0","7.3793","null",
"2495234","null","Luke Stocker","TE","TB","TE","TB","null","0.804","null","null","366","366","null","null","0.1236","null","null","null","1.4088","0.156","6.3098","null",
"2495240","null","Tyrod Taylor","QB","BUF","QB","BUF","null","17.5383","null","null","14","14","null","null","0.1469","null","null","null","19.1918","12.7926","5.0327","null",
"2495241","null","Daniel Thomas","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2495259","null","Dan Bailey","K","DAL","K","DAL","null","8.0596","null","null","130","130","null","null","0.1484","null","null","null","9.6375","5.5918","2.0537","null",
"2495288","null","Virgil Green","TE","DEN","TE","DEN","null","2.7049","null","null","288","288","null","null","0.2649","null","null","null","3.9107","0.6171","2.0638","null",
"2495306","null","Ricardo Lockette","WR","SEA","WR","SEA","null","0.9784","null","null","352","352","null","null","0.1404","null","null","null","2.1173","0.0773","7.4818","null",
"2495314","null","Bruce Miller","RB","SF","RB","SF","null","0.69","null","null","377","377","null","null","0.0657","null","null","null","1.1963","0.2216","4.9309","null",
"2495315","null","Denarius Moore","WR","FA","WR","FA","null","0.4177","null","null","400","400","null","null","0.0619","null","null","null","0.6149","0","6.4652","null",
"2495331","null","Aldrick Robinson","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2495338","null","Dane Sanzenbacher","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2495340","null","Anthony Sherman","RB","KC","RB","KC","null","1.0989","null","null","345","345","null","null","0.112","null","null","null","1.8682","0.2558","7.6905","null",
"2495341","null","Cecil Shorts","WR","HOU","WR","HOU","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2495347","null","Lee Smith","TE","OAK","TE","OAK","null","1.3086","null","null","331","331","null","null","0.0401","null","null","null","2.0043","0.3664","3.4907","null",
"2495353","null","Julius Thomas","TE","JAC","TE","JAC","null","4.8128","null","null","224","224","null","null","0.5766","null","null","null","7.9594","0","9.5746","null",
"2495425","null","Scott Tolzien","QB","GB","QB","GB","null","0.6085","null","null","386","386","null","null","0.0919","null","null","null","1.103","0","4.8493","null",
"2495441","null","Blaine Gabbert","QB","SF","QB","SF","null","0.5791","null","null","389","389","null","null","0.1264","null","null","null","1.0608","0","5.0107","null",
"2495443","null","Ryan Mallett","QB","HOU","QB","HOU","null","12.5017","null","null","54","54","null","null","10.1781","null","null","null","13.8045","8.5426","4.4491","null",
"2495448","null","Randall Cobb","WR","GB","WR","GB","null","15.5819","null","null","30","30","null","null","0.1129","null","null","null","17.1614","13.24","5.5021","null",
"2495449","null","Tandon Doss","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2495450","null","A.J. Green","WR","CIN","WR","CIN","null","13.8637","null","null","47","47","null","null","0.7493","null","null","null","15.7516","11.85","5.5389","null",
"2495453","null","Andre Holmes","WR","OAK","WR","OAK","null","3.4188","null","null","264","264","null","null","0.0767","null","null","null","4.2147","2.19","4.3544","null",
"2495454","null","Julio Jones","WR","ATL","WR","ATL","null","19.0146","null","null","10","10","null","null","2.293","null","null","null","22.9579","15.24","6.8467","null",
"2495459","null","Torrey Smith","WR","SF","WR","SF","null","7.604","null","null","143","143","null","null","0.0558","null","null","null","10.0255","4.5677","3.6065","null",
"2495461","null","Shaun Draughn","RB","CLE","RB","CLE","null","0.9562","null","null","353","353","null","null","0.0601","null","null","null","1.535","0","4.4492","null",
"2495466","null","Mark Ingram","RB","NO","RB","NO","null","13.4079","null","null","49","49","null","null","0.8375","null","null","null","15.685","10.21","5.3906","null",
"2495467","null","Taiwan Jones","RB","OAK","RB","OAK","null","2.6835","null","null","289","289","null","null","0.0957","null","null","null","2.8667","0","1.536","null",
"2495468","null","Mikel Leshoure","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2495469","null","Dion Lewis","RB","NE","RB","NE","null","12.0883","null","null","61","61","null","null","0.7484","null","null","null","14.7707","7.46","4.6073","null",
"2495471","null","Jacquizz Rodgers","RB","CHI","RB","CHI","null","3.0994","null","null","277","277","null","null","0.0452","null","null","null","4.9862","1.3167","3.5026","null",
"2495472","null","Jordan Todman","RB","PIT","RB","PIT","null","0.4442","null","null","396","396","null","null","0.0285","null","null","null","1.011","0","4.8682","null",
