playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2495473","null","Shane Vereen","RB","NYG","RB","NYG","null","7.3776","null","null","153","153","null","null","0.3655","null","null","null","8.4829","6.21","3.591","null",
"2495474","null","Ryan Williams","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2495558","null","Dwayne Bowe","WR","CLE","WR","CLE","null","1.668","null","null","322","322","null","null","0.1702","null","null","null","3.4706","0.24","2.5675","null",
"2495560","null","Ahmad Bradshaw","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2495573","null","Scott Chandler","TE","NE","TE","NE","null","3.7125","null","null","254","254","null","null","0.2641","null","null","null","4.209","2","3.1794","null",
"2495620","null","Clark Harris","TE","CIN","TE","CIN","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2495647","null","Calvin Johnson","WR","DET","WR","DET","null","14.8256","null","null","38","38","null","null","0.4337","null","null","null","16.8213","12.25","5.6553","null",
"2495651","null","Jacoby Jones","WR","SD","WR","SD","null","1.8633","null","null","315","315","null","null","0.1025","null","null","null","3.0509","0.228","6.4726","null",
"2495660","null","Brian Leonard","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2495663","null","Marshawn Lynch","RB","SEA","RB","SEA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2495676","null","Robert Meachem","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2495724","null","Dante Rosario","TE","FA","TE","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2495748","null","Drew Stanton","QB","ARI","QB","ARI","null","1.0419","null","null","346","346","null","null","0.0922","null","null","null","1.8359","0","2.0198","null",
"2495801","null","Miles Austin","WR","PHI","WR","PHI","null","2.8047","null","null","284","284","null","null","0.1281","null","null","null","3.532","1.5","5.8648","null",
"2495802","null","Jason Avant","WR","KC","WR","KC","null","3.333","null","null","269","269","null","null","0.0641","null","null","null","4.0406","1.5","6.4818","null",
"2495821","null","Marques Colston","WR","NO","WR","NO","null","8.5164","null","null","121","121","null","null","0.7641","null","null","null","11.6015","4.4509","5.7376","null",
"2495824","null","Jay Cutler","QB","CHI","QB","CHI","null","16.8019","null","null","20","20","null","null","0.165","null","null","null","18.868","12.7017","4.5182","null",
"2495825","null","Owen Daniels","TE","DEN","TE","DEN","null","8.2309","null","null","126","126","null","null","0.6415","null","null","null","10.5015","6.3","4.7247","null",
"2495826","null","Vernon Davis","TE","SF","TE","SF","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2495831","null","Maurice Jones-Drew","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2495835","null","Anthony Fasano","TE","TEN","TE","TEN","null","3.2944","null","null","271","271","null","null","0.1131","null","null","null","3.8256","2.17","6.2076","null",
"2495838","null","Bruce Gradkowski","QB","PIT","QB","PIT","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2495843","null","Derek Hagan","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2495863","null","Tarvaris Jackson","QB","SEA","QB","SEA","null","0.1705","null","null","436","436","null","null","0.0958","null","null","null","0.2705","0","6.4108","null",
"2495888","null","Marcedes Lewis","TE","JAC","TE","JAC","null","3.7357","null","null","252","252","null","null","0.1229","null","null","null","4.6015","2.41","2.8721","null",
"2495966","null","Delanie Walker","TE","TEN","TE","TEN","null","9.1915","null","null","108","108","null","null","1.2107","null","null","null","13.9217","5.28","9.0678","null",
"2495967","null","Leon Washington","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2495974","null","Charlie Whitehurst","QB","TEN","QB","TEN","null","0.2784","null","null","415","415","null","null","0.0173","null","null","null","0.4662","0","5.5118","null",
"2495979","null","DeAngelo Williams","RB","PIT","RB","PIT","null","3.77","null","null","250","250","null","null","0.123","null","null","null","6.9533","1.89","3.9597","null",
"2499248","null","Kris Durham","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2499255","null","Richard Gordon","TE","FA","TE","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2499277","null","David Ausberry","TE","FA","TE","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2500351","null","Phil Dawson","K","SF","K","SF","null","7.5088","null","null","147","147","null","null","0.0632","null","null","null","9.5133","4.4972","5.2105","null",
"2501078","null","Matt Hasselbeck","QB","IND","QB","IND","null","14.9421","null","null","35","35","null","null","0.1406","null","null","null","16.9752","12.4003","4.1556","null",
"2501863","null","Peyton Manning","QB","DEN","QB","DEN","null","19.1093","null","null","9","9","null","null","0.2986","null","null","null","21.3046","17.1","3.6717","null",
"2503471","null","Adam Vinatieri","K","IND","K","IND","null","7.9538","null","null","133","133","null","null","0.1369","null","null","null","10.6419","5.162","4.6062","null",
"2504162","null","Shayne Graham","K","FA","K","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2504211","null","Tom Brady","QB","NE","QB","NE","null","20.7066","null","null","2","2","null","null","0.701","null","null","null","21.6195","17.674","5.7405","null",
"2504257","null","Sebastian Janikowski","K","OAK","K","OAK","null","7.3557","null","null","154","154","null","null","0.087","null","null","null","8.5768","5.612","4.8394","null",
"2504343","null","Jay Feely","K","FA","K","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2504531","null","Michael Vick","QB","PIT","QB","PIT","null","16.528","null","null","25","25","null","null","0.1261","null","null","null","19.458","13.604","5.7956","null",
"2504595","null","Steve Smith","WR","BAL","WR","BAL","null","2.0598","null","null","305","305","null","null","0.1497","null","null","null","5.1321","0","9.6194","null",
"2504743","null","Santana Moss","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2504747","null","Reggie Wayne","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2504775","null","Drew Brees","QB","NO","QB","NO","null","19.1488","null","null","8","8","null","null","0.1392","null","null","null","19.9329","17.1508","4.6459","null",
"2504797","null","Matt Bryant","K","ATL","K","ATL","null","10.1073","null","null","82","82","null","null","0.2245","null","null","null","11.0952","8.1618","6.1093","null",
"2504941","null","Billy Cundiff","K","FA","K","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2505076","null","Josh McCown","QB","CLE","QB","CLE","null","14.9405","null","null","36","36","null","null","0.4304","null","null","null","16.0855","13.3392","3.1947","null",
"2505245","null","Carson Palmer","QB","ARI","QB","ARI","null","19.1972","null","null","7","7","null","null","0.0681","null","null","null","20.3991","17.4006","4.3882","null",
"2505299","null","Antonio Gates","TE","SD","TE","SD","null","9.5462","null","null","101","101","null","null","0.2409","null","null","null","11.2538","7.6761","4.3435","null",
"2505310","null","Kassim Osgood","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2505354","null","Tony Romo","QB","DAL","QB","DAL","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2505459","null","Josh Brown","K","NYG","K","NYG","null","8.9204","null","null","113","113","null","null","0.2312","null","null","null","9.6044","8.2351","7.9058","null",
"2505551","null","Andre Johnson","WR","IND","WR","IND","null","4.0783","null","null","241","241","null","null","0.1951","null","null","null","5.3407","2.4053","5.104","null",
"2505587","null","Anquan Boldin","WR","SF","WR","SF","null","10.9906","null","null","72","72","null","null","0.3352","null","null","null","14.7021","8.75","5.0945","null",
"2505629","null","Jason Witten","TE","DAL","TE","DAL","null","9.6037","null","null","99","99","null","null","0.121","null","null","null","10.946","5.8664","5.9629","null",
"2505785","null","Malcom Floyd","WR","SD","WR","SD","null","7.7008","null","null","141","141","null","null","0.068","null","null","null","10.4211","3.02","3.9754","null",
"2505790","null","Wes Welker","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2505936","null","Steven Jackson","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2505982","null","Matt Schaub","QB","BAL","QB","BAL","null","0.1943","null","null","430","430","null","null","0.0161","null","null","null","0.3702","-0.11","6.1654","null",
"2505996","null","Eli Manning","QB","NYG","QB","NYG","null","18.7115","null","null","12","12","null","null","0.9135","null","null","null","19.9835","17.0805","3.364","null",
"2506053","null","Luke McCown","QB","NO","QB","NO","null","0.2591","null","null","418","418","null","null","0.0215","null","null","null","0.4101","-0.01","6.1336","null",
"2506106","null","Larry Fitzgerald","WR","ARI","WR","ARI","null","14.0533","null","null","46","46","null","null","0.4608","null","null","null","15.5636","11.3909","3.8408","null",
"2506109","null","Ben Roethlisberger","QB","PIT","QB","PIT","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2506121","null","Philip Rivers","QB","SD","QB","SD","null","19.5309","null","null","6","6","null","null","0.3579","null","null","null","20.645","18.7477","4.2738","null",
"2506122","null","Benjamin Watson","TE","NO","TE","NO","null","4.2466","null","null","234","234","null","null","0.0634","null","null","null","5.224","2.6207","2.5736","null",
"2506147","null","John Kuhn","RB","GB","RB","GB","null","1.4953","null","null","326","326","null","null","0.1673","null","null","null","2.7875","0.3309","6.9036","null",
"2506149","null","Shaun Suisham","K","PIT","K","PIT","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2506194","null","Nick Novak","K","HOU","K","HOU","null","6.6384","null","null","176","176","null","null","3.6277","null","null","null","8.5315","0","8.7783","null",
"2506222","null","Josh Cribbs","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2506264","null","Robbie Gould","K","CHI","K","CHI","null","7.3536","null","null","155","155","null","null","0.1877","null","null","null","8.8591","5.4841","3.0892","null",
"2506287","null","Lance Moore","WR","DET","WR","DET","null","3.8638","null","null","246","246","null","null","0.0591","null","null","null","6.1691","1.34","3.5437","null",
"2506313","null","Nate Washington","WR","HOU","WR","HOU","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2506340","null","Alex Smith","QB","KC","QB","KC","null","18.0578","null","null","13","13","null","null","0.5894","null","null","null","19.2023","15.3509","2.9686","null",
"2506341","null","Ronnie Brown","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2506363","null","Aaron Rodgers","QB","GB","QB","GB","null","21.3451","null","null","1","1","null","null","0.7516","null","null","null","22.5945","19.432","5.7019","null",
"2506364","null","Jason Campbell","QB","FA","QB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2506366","null","Roddy White","WR","ATL","WR","ATL","null","6.8946","null","null","172","172","null","null","0.3505","null","null","null","9.0134","3.6397","4.2606","null",
"2506369","null","Heath Miller","TE","PIT","TE","PIT","null","6.5383","null","null","180","180","null","null","0.5489","null","null","null","8.2692","4.3497","5.393","null",
"2506386","null","Mike Nugent","K","CIN","K","CIN","null","8.7028","null","null","118","118","null","null","0.1157","null","null","null","10.7041","6.7598","3.2819","null",
"2506400","null","Vincent Jackson","WR","TB","WR","TB","null","11.6395","null","null","66","66","null","null","0.4598","null","null","null","13.7262","8.4949","4.3603","null",
"2506404","null","Frank Gore","RB","IND","RB","IND","null","11.3258","null","null","69","69","null","null","0.5404","null","null","null","13.518","7.31","5.6362","null",
"2506410","null","Alex Smith","TE","NO","TE","NO","null","0.9914","null","null","350","350","null","null","0.1271","null","null","null","2.2727","0","3.6638","null",
"2506444","null","Kyle Orton","QB","FA","QB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2506467","null","Darren Sproles","RB","PHI","RB","PHI","null","10.0228","null","null","86","86","null","null","0.1436","null","null","null","11.4389","7.57","2.8045","null",
"2506481","null","Dan Orlovsky","QB","DET","QB","DET","null","0.2357","null","null","423","423","null","null","0.0456","null","null","null","0.3891","-0.01","5.8357","null",
"2506562","null","Matt Cassel","QB","DAL","QB","DAL","null","0.7378","null","null","371","371","null","null","0.144","null","null","null","1.5532","0","7.92","null",
"2506619","null","Daniel Fells","TE","NYG","TE","NYG","null","2.2021","null","null","301","301","null","null","0.2557","null","null","null","2.8538","0","5.2496","null",
"2506677","null","Matt Prater","K","DET","K","DET","null","7.1482","null","null","162","162","null","null","0.8183","null","null","null","8.6126","5.2721","2.9136","null",
"2506817","null","Montell Owens","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2506871","null","Fred Jackson","RB","SEA","RB","SEA","null","4.1294","null","null","240","240","null","null","0.214","null","null","null","7.413","0","5.0851","null",
"2506874","null","Reggie Bush","RB","SF","RB","SF","null","4.9758","null","null","217","217","null","null","0.0794","null","null","null","6.1718","3.1302","2.2343","null",
"2506885","null","Santonio Holmes","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2506895","null","Kellen Clemens","QB","SD","QB","SD","null","0.7597","null","null","368","368","null","null","0.0865","null","null","null","1.2531","0","3.2717","null",
"2506897","null","Devin Hester","WR","ATL","WR","ATL","null","0.7439","null","null","370","370","null","null","0.0308","null","null","null","1.2159","-0.1988","5.1437","null",
"2506916","null","Brad Smith","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2506922","null","Stephen Gostkowski","K","NE","K","NE","null","9.7697","null","null","95","95","null","null","0.1323","null","null","null","10.4864","7.973","7.0656","null",
"2507029","null","Eric Weems","WR","ATL","WR","ATL","null","0.3213","null","null","409","409","null","null","0.0479","null","null","null","0.8639","0","5.8466","null",
"2507141","null","Pierre Thomas","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2507170","null","Zach Miller","TE","FA","TE","FA","null","0.6406","null","null","383","383","null","null","0.0413","null","null","null","1.1755","0","4.0342","null",
"2507182","null","Matt Spaeth","TE","PIT","TE","PIT","null","0.5744","null","null","391","391","null","null","0.0796","null","null","null","1.1538","0","4.7214","null",
"2507183","null","James Jones","WR","GB","WR","GB","null","12.0098","null","null","63","63","null","null","0.2409","null","null","null","14.0746","9.99","1.9957","null",
"2507192","null","Michael Bush","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2507218","null","Brent Celek","TE","PHI","TE","PHI","null","2.9239","null","null","281","281","null","null","0.128","null","null","null","3.9638","0.7509","1.8966","null",
"2507232","null","Mason Crosby","K","GB","K","GB","null","9.3588","null","null","105","105","null","null","0.3738","null","null","null","10.5244","7.4505","7.2102","null",
"2507237","null","Jordan Palmer","QB","FA","QB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2507278","null","Jackie Battle","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2507374","null","Steven Hauschka","K","SEA","K","SEA","null","9.0017","null","null","111","111","null","null","0.0573","null","null","null","10.0791","7.7136","3.1135","null",
"2507401","null","Dan Carpenter","K","BUF","K","BUF","null","8.4988","null","null","122","122","null","null","0.3194","null","null","null","10.4598","6.5167","3.1687","null",
"2507405","null","Matthew Mulligan","TE","BUF","TE","BUF","null","0.3466","null","null","408","408","null","null","0.0762","null","null","null","0.5164","0","6.5804","null",
"2507463","null","Connor Barth","K","FA","K","FA","null","7.3932","null","null","152","152","null","null","0.0386","null","null","null","8.8826","0","8.4221","null",
"2507585","null","Will Taufoou","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2507596","null","Marcus Thigpen","RB","BUF","RB","BUF","null","0.0502","null","null","453","453","null","null","0.0098","null","null","null","0.0801","0","7.4909","null",
"2507596","null","Marcus Thigpen","WR","BUF","WR","BUF","null","0","null","null","472","794","null","null","0","null","null","null","0.0801","0","7.2446","null",
"2507737","null","Darrel Young","RB","WAS","RB","WAS","null","1.1254","null","null","343","343","null","null","0.0796","null","null","null","2.0177","0","6.7729","null",
"2507779","null","Donald Brown","RB","SD","RB","SD","null","0.8752","null","null","360","360","null","null","0.0176","null","null","null","1.7778","0","7.1026","null",
"2507828","null","Logan Paulsen","TE","WAS","TE","WAS","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2507855","null","Victor Cruz","WR","NYG","WR","NYG","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2507884","null","David Nelson","WR","PIT","WR","PIT","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2507897","null","Alfonso Smith","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2507902","null","Marlon Moore","WR","CLE","WR","CLE","null","0.1843","null","null","433","433","null","null","0.0287","null","null","null","0.4","0","6.1101","null",
"2508051","null","John Conner","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2508061","null","Antonio Brown","WR","PIT","WR","PIT","null","15.9107","null","null","28","28","null","null","0.3542","null","null","null","19.0315","14.0099","5.917","null",
"2508096","null","Tyler Clutts","RB","DAL","RB","DAL","null","0.3728","null","null","405","405","null","null","0.0388","null","null","null","0.6842","0.02","5.8678","null",
"2508097","null","Andrew Hawkins","WR","CLE","WR","CLE","null","6.0199","null","null","194","194","null","null","0.4502","null","null","null","8.5501","3.65","1.9683","null",
"2508101","null","James Develin","RB","NE","RB","NE","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2508112","null","Rob Housler","TE","CLE","TE","CLE","null","1.2662","null","null","333","333","null","null","0.041","null","null","null","2.5359","0.11","2.6032","null",
"2508115","null","Vincent Brown","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2508123","null","T.J. Yates","QB","FA","QB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2508137","null","Ryan Taylor","TE","FA","TE","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2527672","null","Will Tukuafu","RB","SEA","RB","SEA","null","0.0033","null","null","469","469","null","null","0.0033","null","null","null","0.007","0","7.7519","null",
"2528181","null","Bryan Walters","WR","JAC","WR","JAC","null","3.7656","null","null","251","251","null","null","0.1025","null","null","null","6.4978","0.0165","6.3729","null",
"2530515","null","Chris Hogan","WR","BUF","WR","BUF","null","3.6045","null","null","258","258","null","null","0.0028","null","null","null","4.9237","0.643","5.5636","null",
"2530516","null","Robert Hughes","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2530575","null","Drew Davis","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2530598","null","Jeremy Ross","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2530660","null","Kamar Aiken","WR","BAL","WR","BAL","null","9.4174","null","null","104","104","null","null","0.3321","null","null","null","12.0359","2.2478","5.9912","null",
"2530690","null","DuJuan Harris","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2530699","null","Henry Hynoski","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2530700","null","Dontrelle Inman","WR","SD","WR","SD","null","4.3412","null","null","231","231","null","null","0.0321","null","null","null","5.545","0.06","4.1884","null",
"2530713","null","Jeff Maehl","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2530720","null","Joseph Morgan","WR","NO","WR","NO","null","0.1632","null","null","438","438","null","null","0.0187","null","null","null","0.3243","0","6.5699","null",
"2530747","null","Doug Baldwin","WR","SEA","WR","SEA","null","9.3281","null","null","106","106","null","null","0.6486","null","null","null","11.0868","6.2086","2.6005","null",
"2530754","null","Brett Brackett","TE","FA","TE","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2530763","null","Patrick DiMarco","RB","ATL","RB","ATL","null","0.7822","null","null","367","367","null","null","0.0442","null","null","null","1.1833","0.09","7.7149","null",
"2530959","null","Marcus Harris","WR","NYG","WR","NYG","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2530990","null","Phillip Tanner","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2531049","null","Chris Matthews","WR","SEA","WR","SEA","null","2.3618","null","null","297","297","null","null","0.1038","null","null","null","3.2921","1.42","4.5307","null",
"2531218","null","Chase Reynolds","RB","STL","RB","STL","null","0.1427","null","null","440","440","null","null","0.0093","null","null","null","0.3564","0","6.431","null",
"2531332","null","Terrelle Pryor","QB","FA","QB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2531332","null","Terrelle Pryor","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2532790","null","Travis Benjamin","WR","CLE","WR","CLE","null","10.7151","null","null","74","74","null","null","0.2651","null","null","null","12.4641","8.1416","6.6697","null",
"2532797","null","Brandon Bolden","RB","NE","RB","NE","null","1.9152","null","null","309","309","null","null","0.0769","null","null","null","2.7218","0","3.1994","null",
"2532799","null","Jarrett Boykin","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2532807","null","Ryan Broyles","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2532809","null","LaRon Byrd","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2532820","null","Kirk Cousins","QB","WAS","QB","WAS","null","14.946","null","null","34","34","null","null","0.0047","null","null","null","16.4085","10.3787","4.3871","null",
"2532823","null","Juron Criner","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2532838","null","Coby Fleener","TE","IND","TE","IND","null","6.2168","null","null","188","188","null","null","0.4681","null","null","null","7.5441","4.92","4.3388","null",
"2532841","null","Michael Floyd","WR","ARI","WR","ARI","null","7.5741","null","null","144","144","null","null","0.069","null","null","null","11.1136","3.699","4.9376","null",
"2532842","null","Nick Foles","QB","STL","QB","STL","null","14.3576","null","null","43","43","null","null","1.0051","null","null","null","15.2399","12.6189","3.159","null",
"2532850","null","T.J. Graham","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2532851","null","Cyrus Gray","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2532853","null","Ladarius Green","TE","SD","TE","SD","null","5.7619","null","null","198","198","null","null","0.1461","null","null","null","6.8507","4.118","5.2665","null",
"2532862","null","Junior Hemingway","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2532864","null","Dan Herron","RB","FA","RB","FA","null","3.8592","null","null","247","247","null","null","0.1409","null","null","null","6.6321","0","5.8437","null",
"2532865","null","T.Y. Hilton","WR","IND","WR","IND","null","12.3341","null","null","59","59","null","null","0.3152","null","null","null","12.9896","11.15","5.278","null",
"2532876","null","A.J. Jenkins","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2532884","null","Marvin Jones","WR","CIN","WR","CIN","null","7.09","null","null","163","163","null","null","0.1449","null","null","null","7.702","5.5226","3.9638","null",
"2532887","null","Jermaine Kearse","WR","SEA","WR","SEA","null","6.4653","null","null","182","182","null","null","0.0567","null","null","null","7.5257","4.5173","2.6001","null",
"2532888","null","Case Keenum","QB","STL","QB","STL","null","0.956","null","null","354","354","null","null","0.0469","null","null","null","1.6356","-0.0689","2.5766","null",
"2532894","null","Ryan Lindley","QB","FA","QB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2532899","null","Doug Martin","RB","TB","RB","TB","null","11.3541","null","null","68","68","null","null","0.1966","null","null","null","13.6455","9.5","4.3462","null",
"2532900","null","Keshawn Martin","WR","NE","WR","NE","null","1.5052","null","null","325","325","null","null","0.0224","null","null","null","2.3937","0.17","3.219","null",
"2532917","null","Kellen Moore","QB","DAL","QB","DAL","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2532926","null","Isaiah Pead","RB","FA","RB","FA","null","0.0266","null","null","459","459","null","null","0.0017","null","null","null","0.0487","0","7.6034","null",
"2532930","null","DeVier Posey","WR","FA","WR","FA","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2532933","null","Brian Quick","WR","STL","WR","STL","null","3.222","null","null","273","273","null","null","0.1891","null","null","null","5.2972","0.42","2.9261","null",
"2532960","null","Nick Toon","WR","STL","WR","STL","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2532970","null","Brandon Weeden","QB","DAL","QB","DAL","null","14.6626","null","null","40","40","null","null","0.3821","null","null","null","16.643","11.5717","4.7939","null",
"2532975","null","Russell Wilson","QB","SEA","QB","SEA","null","18.91","null","null","11","11","null","null","0.5253","null","null","null","20.2542","17.5","2.1881","null",
"2532977","null","Kendall Wright","WR","TEN","WR","TEN","null","9.7955","null","null","94","94","null","null","0.1977","null","null","null","11.0183","7.3083","3.3283","null",
"2532991","null","Evan Rodriguez","TE","FA","TE","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2533012","null","Vick Ballard","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2533028","null","James Hanna","TE","DAL","TE","DAL","null","0.2059","null","null","427","427","null","null","0.0152","null","null","null","0.3865","0.01","6.774","null",
"2533031","null","Andrew Luck","QB","IND","QB","IND","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2533032","null","Trent Richardson","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2533033","null","Robert Griffin","QB","WAS","QB","WAS","null","0.1859","null","null","431","431","null","null","0.0434","null","null","null","0.4332","0","6.3994","null",
"2533036","null","LaMichael James","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2533037","null","Chris Polk","RB","HOU","RB","HOU","null","2.0779","null","null","303","303","null","null","0.1392","null","null","null","3.4051","0.08","1.9913","null",
"2533038","null","Justin Blackmon","WR","JAC","WR","JAC","null","0","null","null","472","794","null","null","0","null","null","null","0","0","null","null",
"2533039","null","Alshon Jeffery","WR","CHI","WR","CHI","null","9.7161","null","null","97","97","null","null","0.2676","null","null","null","12.7698","1.5483","9.6318","null",
"2533040","null","Mohamed Sanu","WR","CIN","WR","CIN","null","5.4327","null","null","207","207","null","null","0.0798","null","null","null","5.977","4.6536","4.3872","null",
"2533046","null","Dwayne Allen","TE","IND","TE","IND","null","5.496","null","null","205","205","null","null","0.397","null","null","null","6.8639","3.2078","4.815","null",
"2533047","null","Orson Charles","TE","FA","TE","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2533347","null","Bradie Ewing","RB","FA","RB","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
"2533349","null","Austin Davis","QB","CLE","QB","CLE","null","0.875","null","null","361","361","null","null","0.0598","null","null","null","1.4923","-0.0689","2.7093","null",
"2533353","null","Cory Harkey","TE","STL","TE","STL","null","0.1966","null","null","429","429","null","null","0.0136","null","null","null","0.3466","0.01","6.979","null",
"2533436","null","Brock Osweiler","QB","DEN","QB","DEN","null","0.4542","null","null","394","394","null","null","0.083","null","null","null","0.8502","0","5.3905","null",
"2533437","null","Ronnie Hillman","RB","DEN","RB","DEN","null","10.4916","null","null","77","77","null","null","0.2807","null","null","null","14.6888","6.5459","6.2833","null",
"2533444","null","Randy Bullock","K","FA","K","FA","null","0","null","null","472","472","null","null","0","null","null","null","0","0","null","null",
